BUYSUBSIDIARYPAY,NIPLEDGELOAN,DISPOSALINVREC,INVFLOWOUTOTHER,ISSUEBONDREC,OPERATEFLOWOUTBALANCE,OPERATEFLOWINOTHER,NIBUYBACKFUND,NDLOANADVANCES,GETSUBSIDIARYPAY,OPERATEFLOWBALANCE,BUYGOODSSERVICEPAY,SUBSIDIARYACCEPT,SUMOPERATEFLOWIN,EMPLOYEEPAY,INVFLOWOTHER,NETINVCASHFLOW,NIDEPOSITINCBANKFI,DISPSUBSIDIARYREC,EFFECTEXCHANGERATE,CASHEQUIENDING,FINAFLOWBALANCE,SUMINVFLOWIN,FINAFLOWOUTBALANCE,INTANDCOMMPAY,CASHEQUIENDINGBALANCE,INVINCOMEREC,REDUCEPLEDGETDEPOSIT,NIINSUREDDEPOSITINV,SALEGOODSSERVICEREC,TAXRETURNREC,SUMOPERATEFLOWOUT,OTHEROPERATEREC,NETRIREC,SUMINVFLOWOUT,NETOPERATECASHFLOW,SUBSIDIARYREDUCTCAPITAL,STARTDATE,LATESTNOTICEDATE,OPERATEFLOWINBALANCE,INTANDCOMMREC,NILOANADVANCES,NICASHEQUI,NIBORROWFROMFI,PREMIUMREC,NICASHEQUIBALANCE,SUMFINAFLOWOUT,INVPAY,CASHEQUIENDINGOTHER,ISLISTINGREPORT,REPORTDATE,GROUPID,OTHERFINAREC,FINAFLOWINBALANCE,FINAFLOWINOTHER,OPERATEFLOWOUTOTHER,NIBORROWFROMCBANK,ENDDATE,NICASHEQUIOTHER,INVFLOWOUTBALANCE,OTHERFINAPAY,ACCEPTINVREC,FIRSTNOTICEDATE,REPAYDEBTPAY,SUMFINAFLOWIN,DISPFILASSETREC,INVFLOWINBALANCE,OPERATEFLOWOTHER,NIDEPOSIT,NETFINACASHFLOW,DIVIPAY,NIBORROWFUND,OTHEROPERATEPAY,CASHEQUIBEGINNING,FINAFLOWOUTOTHER,NIDISPTRADEFASSET,INVFLOWBALANCE,BUYFILASSETPAY,LOANREC,SUBSIDIARYPAY,ADDPLEDGETDEPOSIT,FINAFLOWOTHER,INDEMNITYPAY,OTHERINVREC,TAXPAY,DIVIPROFITORINTPAY,OTHERINVPAY,INVFLOWINOTHER,CURRENCY,COMPANYCODE,COMBINETYPE,REPORTTIMETYPE,REPORTSOURCETYPE
,,,,,0,,,,1942896.41,0,263998085.5,6373500,846553522.2,143017613.1,,-34559006.08,,,,105755381.8,0,727454014.5,0,,0,,,,793236618.1,1984966.62,618702906.2,51331937.53,,762013020.5,227850616.1,,2019-1-1,2020-4-28,0,,,-50699915.98,,,0,669365026,9458660,,1,2019-12-31,,2000000,0,,,,2019-12-31,,0,2060000,6373500,2020-4-28,630000000,425373500,81240.3,0,,,-243991526,,,139461328.7,156455297.7,,,0,24008326.33,417000000,4900000,,,,727372774.2,72225878.96,37305025.95,726603137.8,,CNY,10181950,合并,年度报告,年度报告
,,,,,0,,,,,0,2692692056,,8739487980,2849527072,,-4988444228,,,,3027287632,0,18176889.69,0,,0,15330532.85,,,8086162525,,6118726206,653325454.8,,5006621118,2620761774,,2019-1-1,2020-4-28,0,,,-2613710872,,,0,665628416.8,2466600000,,1,2019-12-31,,,0,,,,2019-12-31,,0,4650000,294599999,2020-4-28,122976208.8,419599999,2846356.84,0,,,-246028417.8,,,507428016.5,5640998504,,,0,2540021118,125000000,41183528.04,,,,,69079062.31,538002208.1,,,CNY,10127066,合并,年度报告,年度报告
,,,,,0,,,,91213115.14,0,550663288,4948000,1273648538,296884006,,-242545822.7,,1672825.49,588802.09,241597090,0,15793073.34,0,,0,2490246.25,,,1225956294,6732828.4,1054657492,40959415.06,,258338896,218991046.1,,2019-1-1,2020-4-28,0,,,19080753.52,,,0,838002623.1,1190000,,1,2019-12-31,,7501351.11,0,,,,2019-12-31,,0,3901453.8,4948000,2020-4-28,754793425.7,880049351.1,4547809.82,0,,,42046728.01,,,121341151.4,222516336.5,,,0,160935780.9,867600000,,,,,7082191.78,85769046.19,79307743.59,5000000,,CNY,10203942,合并,年度报告,年度报告
,,4260000000,,,0,,,,,0,1148010870,,4732479230,289106084.6,,-95483952.23,,,,1442810630,0,4352005508,0,,0,,,,4702842990,,3435454841,29636239.92,,4447489460,1297024389,,2019-1-1,2020-4-28,0,,,301540436.4,,,0,900000000,4310000000,,1,2019-12-31,,,,,,,2019-12-31,,0,,,2020-4-28,,,37730.78,0,,,-900000000,,,293797715.2,1141270194,,,0,137489460.1,,,,,,91967777.07,1704540172,900000000,,,CNY,10276866,合并,年度报告,年度报告
,,,,,0,,,,,0,395520816.1,,413307100.1,78320593.33,,-77807900.18,,,19411.14,263073648.8,0,555745292.2,0,,0,5921222.15,,,383014128.6,23351368.03,564451601.6,6941603.52,,633553192.3,-151144501.5,,2019-1-1,2020-5-20,0,,,-87659802.32,,,0,81269334.82,800000,,1,2019-12-31,,,0,,,,2019-12-31,,0,7882752.38,,2020-4-28,42542523,222542523,824070,0,,,141273188.2,,,47962638.05,350733451.1,,,0,34067192.33,222542523,,,,,549000000,42647554.08,30844059.44,598686000,,CNY,10399925,合并,年度报告,年度报告
,,,,,0,,,,,0,903009635.3,9800000,1257929841,189902475.5,,-166595020.3,,,226813.72,225819994,0,73593095.38,0,,0,,,,1152457846,15133379.84,1178771765,90338615.79,,240188115.7,79158076.26,,2019-1-1,2020-4-28,0,,,-65365839.88,,,0,292211092.6,,,1,2019-12-31,,21255383.1,0,,,,2019-12-31,,0,24600000,9800000,2020-4-28,253000000,314055383.1,3173717.12,0,,,21844290.47,,,57917532.68,291185833.9,,,0,240188115.7,283000000,,,,,70419378.26,27942121.51,14611092.63,,,CNY,10189748,合并,年度报告,年度报告
,,1791174906,,,0,,,,,0,157755928.7,,547482694.6,126833269.2,,-150263899.1,,,1212102.8,105085387.2,0,1808269076,0,,0,17094169.97,,,535410989.2,5811434.47,370633261.1,6260270.99,,1958532975,176849433.5,,2019-1-1,2020-4-28,0,,,-43864250.32,,,0,71661887.6,1809800000,,1,2019-12-31,,,,,,,2019-12-31,,0,399200,,2020-4-28,,,,0,,,-71661887.6,,,32578506.03,148949637.6,,,0,148732975.4,,,,,,,53465557.18,71262687.6,,,CNY,10191770,合并,年度报告,年度报告
,,9999.13,,,0,,,,,0,415391213.5,258824,606153209.7,117252468,,-251906263.5,,,1111062.08,90395151.7,0,11180.89,0,,0,1181.76,,,598247902.9,2150866.98,627292268.1,5754439.82,,251917444.4,-21139058.45,,2019-1-1,2020-4-28,0,,,-59139613.56,,,0,121414177.7,208741165.8,,1,2019-12-31,,,0,,,,2019-12-31,,0,,258824,2020-4-28,99357142.83,334208824,,0,,,212794646.3,,,62482017.66,149534765.3,,,0,43176278.63,333950000,,,,,,32166569.02,22057034.87,,,CNY,10401474,合并,年度报告,年度报告
,,,,,0,,,,,0,750076879,4246154,1532464332,207394619.7,,-66968682.77,,,1239490.47,410378367.9,0,13134816.83,0,,0,51930.83,,,1474338080,15940781.84,1219360129,42185470.31,,80103499.6,313104203.4,,2019-1-1,2020-4-28,0,,,115307817.8,,,0,675741987.1,1200000,,1,2019-12-31,,123628639.7,0,,,,2019-12-31,,0,183434265.9,4246154,2020-4-28,437165567.9,543674793.7,82886,0,,,-132067193.4,,,159427893.8,295070550.1,,,0,45903499.6,415800000,,,,,13000000,102460736.3,55142153.29,33000000,,CNY,10196735,合并,年度报告,年度报告
,,850877514.8,,,0,,,,,0,916954963,,1680022692,295880092.7,,-310109338.1,,,7179464.57,851227370.4,0,876397010.6,0,,0,25518695.73,,,1561769062,96499926.21,1416253477,21753704.65,,1186506349,263769215.9,,2019-1-1,2020-4-28,0,,,-326933998.1,,,0,728972040.6,954138786,,1,2019-12-31,,,0,,,,2019-12-31,,0,194651785.4,23225400,2020-4-28,480234900,441198700,800,0,,,-287773340.6,,,135134205.1,1178161369,,,0,188154912.7,417973300,,,,,,68284215.69,54085355.13,44212649.99,,CNY,10180420,合并,年度报告,年度报告
,,303702081.7,,,0,,,,,0,95497361.55,,791843412.2,145874049.6,,-3344046.53,,,,181656480.9,0,316430877.1,0,,0,3383795.48,,,777772700,597.03,758114952.3,14070115.08,,319774923.7,33728459.89,,2019-1-1,2020-4-28,0,,,42409015.61,,,0,292475397.8,163700000,,1,2019-12-31,,,0,,,,2019-12-31,,0,18966016.08,,2020-4-28,257372571,304500000,9345000,0,,,12024602.25,,,402225039.9,139247465.3,,,0,156074923.7,304500000,,,,,,114518501.2,16136810.71,,,CNY,10195235,合并,年度报告,年度报告
,,,,,0,,,,,0,1060646006,,1589155561,293659952.3,,-161792172.4,,,4871529.94,189137839.9,0,302156527.4,0,,0,1387951.68,,,1501938837,76011251.87,1491919500,11205472.6,,463948699.8,97236061.14,,2019-1-1,2020-4-28,0,,,-71258220.51,,,0,399525117.2,,,1,2019-12-31,,,0,,,,2019-12-31,,0,869976,25851478,2020-4-28,365000000,387951478,1718575.72,0,,,-11573639.23,,,101242285.5,260396060.4,,,0,95948699.76,362100000,,,,,299050000,36371256.29,33655141.23,368000000,,CNY,10495167,合并,年度报告,年度报告
,,385000000,,,0,,,,,0,366428766.2,,680801471.8,38713192.56,,-199371051.7,,,32438.91,138318812.2,0,386080080.6,0,,0,1080080.55,,,627309118.8,,621599045.7,53492353.04,,585451132.3,59202426.13,,2019-1-1,2020-4-28,0,,,-100388245,,,0,48400058.32,415000000,,1,2019-12-31,,,0,,,,2019-12-31,,0,,18148000,2020-4-28,40000000,88148000,,0,,,39747941.68,,,150533092.3,238707057.2,,,0,170451132.3,70000000,,,,,,65923994.6,8400058.32,,,CNY,10517482,合并,年度报告,年度报告
,,1877660000,,,0,,,,35496255.45,0,97395682.29,,715484306.7,89497337.99,,342958390.1,,,,684570384.3,0,1912419020,0,,0,34758420.03,,,703407737.6,,652456763.5,12076569.13,,1569460630,63027543.2,,2019-1-1,2020-4-28,0,,,377500349.5,,,0,28485583.75,1417810000,,1,2019-12-31,,,,,,,2019-12-31,,0,7809925.28,,2020-4-28,,,600,0,,,-28485583.75,,,417502672.2,307070034.8,,,0,116154374.5,,,,,,,48061071,20675658.47,,,CNY,10024976,合并,年度报告,年度报告
,,47300000,,,0,,,,,0,116971538.1,,232442700.1,24566926.18,,12102867.55,,,,73953733.25,0,47481835.46,0,,0,181835.46,,,224390341.2,4045782.18,176435174.3,4006576.7,,35378967.91,56007525.81,,2019-1-1,2021-3-27,0,,,57771570.66,,,0,12338822.7,32300000,,0,2019-12-31,,,0,,,,2020-12-31,,0,,,2020-4-27,12000000,2000000,,0,,,-10338822.7,,,11252436.17,16182162.59,,,0,3078967.91,2000000,,,,,,23644273.86,338822.7,,,CNY,10543148,合并,年度报告,年度报告
,,,,,0,,,,248717243,0,386091896.4,,649587606.3,46721330.51,,-339484667.7,,,,251557998,0,4466615.71,0,,0,2722918.48,,,645607859.5,,497919992.6,3979746.72,,343951283.4,151667613.7,,2019-1-1,2020-4-28,0,,,-187730332.5,,,0,72793278.48,38900001,,1,2019-12-31,,,0,,,,2019-12-31,,0,,,2020-4-28,63000000,72880000,,0,,,86721.52,,,20584305.15,439288330.5,,,0,56334039.42,72880000,,,,,1743697.23,44522460.53,9793278.48,,,CNY,10427136,合并,年度报告,年度报告
,,560713280.7,,,0,,,,,0,1094920078,,1845550667,195817860.4,,-1095530793,,,-51046.51,557772823.9,0,561106644.4,0,,0,,,,1800393584,3989947.25,1545329767,41167135.73,,1656637438,300220899.9,,2019-1-1,2020-4-28,0,,,7440946.76,,,0,16977674.58,1575000000,,1,2019-12-31,,,0,,,,2019-12-31,,0,16977674.58,819779561.3,2020-4-28,,819779561.3,393363.66,0,,,802801886.8,,,119574789.6,550331877.1,,,0,81437437.76,,,,,,,135017039.3,,200000,,CNY,10697196,合并,年度报告,年度报告
,,1364000000,,,0,,,,,0,1113479692,,1679241879,124415553.3,,-485238044.6,,,2041.24,400200690,0,1376832735,0,,0,11310265.28,,,1670527138,,1375167946,8714741.35,,1862070780,304073932.9,,2019-1-1,2020-4-28,0,,,285502060.2,,,0,83256600,1804000000,,1,2019-12-31,,50096730.7,0,,,,2019-12-31,,0,,499824000,2020-4-28,,549920730.7,1522470,0,,,466664130.7,,,61522659.07,114698629.8,,,0,58070779.92,,,,,,,75750041.87,83256600,,,CNY,10195266,合并,年度报告,年度报告
,,35000000,,,0,,,,,0,358119716.8,,557542887.7,70949530.21,,-786169778.7,,,848873.56,126382055.5,0,35280333.34,0,,0,280333.34,,,541735656.9,1945005.93,488895280.3,13862224.93,,821450112,68647607.49,,2019-1-1,2020-4-28,0,,,68367617.6,,,0,18663884.8,812000000,,1,2019-12-31,,,0,,,,2019-12-31,,0,18663884.8,803704800,2020-4-28,,803704800,,0,,,785040915.2,,,39726432.07,58014437.91,,,0,9450111.99,,,,,,,20099601.19,,,,CNY,10736531,合并,年度报告,年度报告
,,225000000,,,0,,,,,0,65162746.56,,490214406.3,141689649.7,,-134664368.5,,,67331.99,272315713.4,0,227420772.9,0,,0,1389735.45,,,439733916.2,28441693.66,368856591.9,22038796.43,,362085141.4,121357814.4,,2019-1-1,2021-3-30,0,,,196977829.3,,,0,7835898.46,285000000,,1,2019-12-31,,,0,,,,2020-12-31,,0,7604976.46,218052949.9,2020-4-28,219091,218052949.9,1031037.43,0,,,210217051.4,,,81231637.96,75337884.09,,,0,77085141.38,,,,,,,80772557.68,11831,,,CNY,10781314,合并,年度报告,年度报告
,,2937155935,,,0,,,,,0,3624689079,,4978681032,183034862,,-513651134,,,246351,247814287,0,2956080718,0,,0,18924783,,,4939465476,28883452,4223206868,10332104,,3469731852,755474164,,2019-1-1,2020-4-28,0,,,221941367,,,0,26716939,3420155935,,0,2019-12-31,,,0,,,,2019-12-31,,0,8540581,6588925,2020-4-28,,6588925,,0,,,-20128014,,,61075118,25872920,6570000,,0,49575917,,,,,,,354407809,11606358,,,CNY,10000016089,合并,年度报告,年度报告
,,,,,0,,,,,0,168887951.1,,372291215,78764382.1,,-11731853.56,,,925156.06,85346682.22,0,168983.48,0,,0,,,,346807506.7,15950933.06,318079141.3,9532775.23,,11900837.04,54212073.71,,2019-1-1,2020-4-28,0,,,-16886162.7,,,0,105752669.6,,,0,2019-12-31,,,0,,,,2019-12-31,,0,4035667.44,,2020-4-28,68500000,45461130.68,168983.48,0,,,-60291538.91,,,45698040.31,102232844.9,,,0,11900837.04,45461130.68,,,,,,24728767.76,33217002.15,,,CNY,10000015557,合并,年度报告,年度报告
,,,,,0,,,,,0,90828041.95,,268745385.7,55299902.23,,-41501150.07,,,364938.02,57822091.36,0,85702.45,0,,0,,,,253650174.9,9553322.77,185205405.6,5541887.94,,41586852.52,83539980.05,,2019-1-1,2021-3-27,0,,,8032641.79,,,0,74371126.21,980000,,1,2019-12-31,,,0,,,,2020-12-31,,0,30672543.51,,2020-4-27,10000000,40000000,85702.45,0,,,-34371126.21,,,26773727.84,49789449.57,,,0,40606852.52,40000000,,,,,,12303733.58,33698582.7,,,CNY,10498714,合并,年度报告,年度报告
,,265922545.8,,,0,,,,,0,108740812.1,,237625330.2,42228045.61,,-36264928.05,,,801106.95,104691128,0,266005545.8,0,,0,,,,221814240.7,12579406.11,191547754.7,3231683.37,,302270473.9,46077575.51,,2019-1-1,2021-3-16,0,,,22728458.83,,,0,10353773.58,254590000,,0,2019-12-31,,,0,,,,2019-12-31,,0,353773.58,,2020-4-27,,22468478,83000,0,,,12114704.42,,,21087008.33,81962669.19,,,0,47680473.89,22468478,,,,,,19491888.69,10000000,,,CNY,10000043945,合并,年度报告,招股说明书
,,456130000,,,0,,,,,0,2738410877,,3815682579,210646174.7,,-283382185.2,,,332952.75,365758010.8,0,462758462.5,0,,0,1006531.47,,,3558259366,434596.79,3354917214,256988616,,746140647.7,460765365.4,,2019-1-1,2020-10-27,0,,,228162208.1,,,0,1745217131,475312363.2,,0,2019-12-31,,10000000,0,,,,2019-12-31,,0,205000000,415000000,2020-4-27,1455939162,1795663206,1140471.07,0,,,50446075.16,,,349441915.4,137595802.7,,,0,269918684.4,1370663206,,,,,4481460,56418247,84277969.04,909600.15,,CNY,10000020744,合并,年度报告,招股意向书
,,103000000,,,0,,,,,0,248479901.5,140000,436355652.3,97978370.88,,-28590607.23,,,-88793.88,136277632.7,0,103401025.6,0,,0,401025.59,,,404559256.6,17095966.81,422654807.1,14700428.89,,131991632.8,13700845.26,,2019-1-1,2021-3-3,0,,,-14057601.49,,,0,58134014.53,100000000,,1,2019-12-31,,42067830.85,0,,,,2019-12-31,,0,37269537.24,140000,2020-4-27,19500000,59054968.89,,0,,,920954.36,,,49507392.29,150335234.2,,,0,31991632.82,16847138.04,,,,,,26689142.43,1364477.29,,,CNY,10409536,合并,年度报告,招股说明书
,,449530000,,,0,,,,,0,3001043379,,3540512746,222963842,,11585692.88,,,2907278.61,344732874.5,0,468843653.5,0,,0,19178253.54,,,3517010448,2432041.83,3366934859,21070255.4,,457257960.7,173577886.4,,2019-1-1,2021-1-19,0,,,-21893554.71,,,0,439858610.8,421000000,,1,2019-12-31,,,0,,,,2019-12-31,,0,130000,,2020-4-28,390418702.6,229894198.3,135400,0,,,-209964412.6,,,106320560.8,366626429.3,,,0,35177960.66,229894198.3,,,,,,36607076.99,49309908.24,1080000,,CNY,10005684,合并,年度报告,年度报告
,,1280000000,,,0,,,,,0,25944279.28,,57062761.04,15003714.54,,-93327409.54,,,7875.26,288958478.1,0,1286935790,0,,0,6935790.46,,,50110710.25,302144.25,54759213.25,6649906.54,,1380263200,2303547.79,,2019-1-1,2020-4-28,0,,,-120065986.5,,,0,29050000,1380000000,,1,2019-12-31,,,,,,,2019-12-31,,0,29050000,,2020-4-28,,,,0,,,-29050000,,,5766443.24,409024464.6,,,0,263200,,,,,,,8044776.19,,,,CNY,10002617,合并,年度报告,年度报告
,,45000000,,,0,,,,,0,864820094.9,3595000,1531487540,207138919.9,,50083250.07,,,1517.47,803543535.5,0,104624145.9,0,,0,39877684.25,,,1234738030,1305822.6,1680867522,295443687.1,,54540895.85,-149379982,,2019-1-1,2020-4-28,0,,,-11384122.58,,,0,208645215.1,43849600,,1,2019-12-31,,,0,,,,2019-12-31,,0,4181609.72,11595000,2020-4-28,138443230.7,296556307,19746461.67,0,,,87911091.9,,,501514078.3,814927658,,,0,10636584.88,284961307,22545127.21,,,,,107394429,66020374.64,54710.97,,CNY,10002373,合并,年度报告,年度报告
,,,,,0,,,,30518566.29,0,504798455.7,,718687822,20375840.36,,-36368566.29,,,,92848513.42,0,,0,,0,,,,598850933.4,,674945108.1,119836888.5,,36368566.29,43742713.84,,2019-1-1,2020-6-6,0,,,49412994.71,,,0,390114193,,,1,2019-12-31,,306153040.2,0,,,,2019-12-31,,0,325470038.2,,2020-4-28,61950402.54,432153040.2,,,,,42038847.16,,,132494063.3,43435518.71,,,0,,126000000,,,,,,17276748.74,2693752.34,5850000,,CNY,10002405,合并,年度报告,年度报告
,,,,,0,,,,,0,1045185135,,2698365528,249271900.8,,-679615204.8,,51882225.3,,1824858087,0,52132423.66,0,,0,,,,2613889204,3656673.48,2138430609,80819650.69,,731747628.4,559934919.4,,2019-1-1,2020-4-28,0,,,478983394.6,,,0,267971440.8,,,1,2019-12-31,,866635120.8,0,,,,2019-12-31,,0,115034571.4,,2020-4-28,,866635120.8,250198.36,0,,,598663680,,,210850184.4,1345874693,,,0,731747628.4,,,,,,,633123389.2,152936869.3,,,CNY,10002408,合并,年度报告,年度报告
,,,,,0,,,,275000,0,2251931477,,3619946158,574155308.9,,-36083754.11,,,-8.33,805296434.3,0,443562.48,0,,0,,,,3455776421,889501.31,3205134692,163280236.6,,36527316.59,414811466.1,,2019-1-1,2020-4-28,0,,,127238999.6,,,0,616454938.5,,,1,2019-12-31,,,0,,,,2019-12-31,,0,54771593,,2020-4-28,500518237.1,364966234.5,433562.48,0,,,-251488704,,,216780502.2,678057434.7,,,0,36242316.59,364966234.5,,,,,10000,162267404.8,61165108.41,10000,,CNY,10005761,合并,年度报告,年度报告
,,50000,,,0,,,,155587605.8,0,4299891009,,7544009095,696453916.3,,-321060716.4,,,8856503.37,1662665549,0,3301081.93,0,,0,690.09,,,7326023495,98292671.12,6994889327,119692928.5,,324361798.3,549119767.6,,2019-1-1,2021-3-26,0,,,6801556.08,,,0,313259021.4,,,1,2019-12-31,,,0,,,,2020-12-31,,0,4022576.49,2450000,2020-4-28,212452585.8,83145022.93,3250391.84,0,,,-230113998.5,,,1267471380,1655863993,,,0,168774192.5,80695022.93,,,,,,731073022.1,96783859.15,,,CNY,10005778,合并,年度报告,年度报告
,,86424417.46,,,0,,,,,0,16552626434,,23579488894,1099339145,,-630361157.5,,,1422743.46,697226725.1,0,302403446.6,0,,0,20257332,,,21862678701,168627303.2,19929779573,1548182890,,932764604.1,3649709321,,2019-1-1,2020-4-28,0,,,-69176996.86,,,0,9952923037,,,1,2019-12-31,,693013742.2,0,,,,2019-12-31,,0,851592059.9,,2020-4-28,8894521751,6862975133,151695448.4,0,,,-3089947904,,,1696912499,766403721.9,,,0,900764604.1,6169961391,10810000,,,,44026248.79,580901495.5,206809226,32000000,,CNY,10005796,合并,年度报告,年度报告
,,,,,0,,,,,0,2943472341,2000000,3442412965,313924261.8,,-73051483.85,,,-1899193.03,399317721.9,0,5001877.54,0,,0,4284000,,,3151292948,254879140.5,3425791222,36240876.2,,78053361.39,16621742.9,,2019-1-1,2020-4-28,0,,,-98211423.64,,,0,1871456121,,,1,2019-12-31,,405265613.3,0,,,,2019-12-31,,0,375040679,2000000,2020-4-28,1436635198,1831573631,717877.54,0,,,-39882489.66,,,133579306.6,497529145.6,,,0,78053361.39,1424308018,,,,,,34815312.13,59780244.01,,,CNY,10002579,合并,年度报告,年度报告
,,1725000000,,,0,,,,,0,6356355652,,9299222295,733038118.4,,1131259512,,,2358696.31,2240552495,0,2199141422,0,,0,65490521.41,,,8900309586,336329820.9,7929067798,62582888.51,,1067881910,1370154497,,2019-1-1,2021-3-30,0,,,547026141.8,,,0,3653573824,235300360,,1,2019-12-31,,23605370,0,,,,2020-12-31,,0,1714495976,,2020-4-28,1267074388,1696827260,2875912.47,0,,,-1956746564,,,508319151.9,1693526354,,,0,781845834,1673221890,,,,,405774988,331354875.4,672003459.5,50735715.74,,CNY,10002584,合并,年度报告,年度报告
,,,,,0,,,,,0,9655165531,500000,11406089387,445736959.9,,-1449850041,,,,2296912987,0,151880835.8,0,,0,7814974,,,10823986053,22585497.94,10644892262,559517836,,1601730877,761197125.1,,2019-1-1,2020-4-28,0,,,-717175565.1,,,0,10575523849,23300000,,1,2019-12-31,,3732204200,0,,,,2019-12-31,,0,1209863330,500000,2020-4-28,8456009056,10547001200,9676212.96,0,,,-28522649.06,,,157519052.8,3014088552,,,0,1376095677,6814297000,19110000,,,,134389648.8,386470718.2,909651463.7,202335200,,CNY,10003927,合并,年度报告,年度报告
,,,,,0,,,,,0,9655165531,500000,11406089387,445736959.9,,-1449850041,,,,2296912987,0,151880835.8,0,,0,7814974,,,10823986053,22585497.94,10644892262,559517836,,1601730877,761197125.1,,2019-1-1,2020-4-28,0,,,-717175565.1,,,0,10575523849,23300000,,1,2019-12-31,,3732204200,0,,,,2019-12-31,,0,1209863330,500000,2020-4-28,8456009056,10547001200,9676212.96,0,,,-28522649.06,,,157519052.8,3014088552,,,0,1376095677,6814297000,19110000,,,,134389648.8,386470718.2,909651463.7,202335200,,CNY,10003927,合并,年度报告,年度报告
,,,,,0,,,,,0,284250798.7,,385376329.5,57559000.47,,1364658.95,,,982.23,20325987.15,0,11754013.45,0,,0,,,,377856818.9,,382482533.1,7519510.53,,10389354.5,2893796.36,,2019-1-1,2020-6-6,0,,,4316202.44,,,0,72647962.69,,,1,2019-12-31,,60704727.59,0,,,,2019-12-31,,0,68334319.94,,2020-4-28,4000000,72704727.59,11754013.45,0,,,56764.9,,,28670372.67,16009784.71,,,0,529354.5,12000000,,,,,,12002361.25,313642.75,9860000,,CNY,10007154,合并,年度报告,年度报告
,,107308379.9,,,0,,,,,0,1703198589,23050000,2310190327,327633461,,-525488000.5,,,64493.45,652752682.2,0,176207364.4,0,,0,35627685.59,,,2242692449,15389094.4,2285047922,52108783.29,,701695364.9,25142404.6,,2019-1-1,2020-4-28,0,,,-294633786.4,,,0,1110167152,235590312.9,,1,2019-12-31,,343868472.1,0,,,,2019-12-31,,0,168128935.4,23050000,2020-4-28,867995011.2,1315814468,32560522.71,0,,,205647316.1,,,210114251.3,947386468.6,,,0,464821704.5,948895996.1,,,,,710776.18,44101620.66,74043205.51,1283347.5,,CNY,10007158,合并,年度报告,年度报告
,,1891077328,,,0,,,,,0,3913217827,50851600,5286323830,224758024.5,,-219963718.9,,,2840258.8,790035453.2,0,3320359764,0,,0,92772113.01,,,5160155589,41185299.32,4588909673,84982941.74,,3540323483,697414157.2,,2019-1-1,2020-4-28,0,,,400303260.1,,,0,1514272133,2183000000,,1,2019-12-31,,,0,,,,2019-12-31,,0,42671560.5,50851600,2020-4-28,1236485167,1434284696,937424.93,0,,,-79987437.05,,,266420923.7,389732193.2,,,0,116954133,1383433096,,,,,1335572898,184512897.9,235115405.2,1240369350,,CNY,10007291,合并,年度报告,年度报告
,,12593635.69,,,0,,,,,0,6470518583,490000,9050873487,528790381.9,,-957963149.3,,,-34130.7,2797691504,0,8977365115,0,,0,9059609.64,,,8258296718,,9893464283,792576768.7,,9935328265,-842590795.9,,2019-1-1,2020-6-13,0,,,-1981810857,,,0,8491407986,36141300,,1,2019-12-31,,1143169469,0,,,,2019-12-31,,0,1390173034,490000,2020-4-28,5960919156,8310185205,3705556,0,,,-181222781.2,,,1235599264,4779502361,,,0,549432305.1,7166525736,,,,,8952006314,1658556054,1140315797,9349754659,,CNY,10004126,合并,年度报告,年度报告
,,34000000,,,0,,,,505801486.9,0,38907291124,403142200,47005279376,990711590.4,,-327049498.9,,104743500,,1377373289,0,575694222.5,0,,0,4844739.12,,,44878789991,,44736657441,2126489385,,902743721.4,2268621935,,2019-1-1,2020-4-28,0,,,99487633.82,,,0,31314600874,53275000,,1,2019-12-31,,11467251451,0,,,,2019-12-31,,0,12637913785,705500200,2020-4-28,17293551949,29472516072,3590117.12,0,,,-1842084802,,,3493210702,1277885656,,,0,167532545.7,17299764421,42741673.73,,,,428515866.3,1345444025,1383135141,176134688.7,,CNY,10004150,合并,年度报告,年度报告
,,70000000,,,0,,,,,0,114208841.2,,220104345.8,71110618.26,,-14008509.64,,,,75606874.75,0,70252000,0,,0,,,,201087982,1295111.88,222930564.5,17721251.86,,84260509.64,-2826218.7,,2019-1-1,2020-4-28,0,,,-13443271.76,,,0,464790890.8,77000000,,1,2019-12-31,,418182347.4,0,,,,2019-12-31,,0,433000000,,2020-4-28,30000000,468182347.4,252000,0,,,3391456.58,,,21974371.45,89050146.51,,,0,7260509.64,50000000,,,,,,15636733.56,1790890.8,,,CNY,10002603,合并,年度报告,年度报告
,,122312976,,,0,,,,,0,2125544487,,2609172240,262184828.6,,90636144.03,,7332989.19,330158.27,277411003.8,0,261412696,0,,0,48170750.11,,,2551823650,1946285.43,2591670960,55402304.16,,170776552,17501280.17,,2019-1-1,2020-4-28,0,,,-63683515.37,,,0,930566281.2,141402162.7,,1,2019-12-31,,61665183.33,0,,,,2019-12-31,,0,164080065.5,,2020-4-28,669440000,758415183.3,73195980.74,0,,,-172151097.8,,,76646608.68,341094519.2,,,0,29374389.3,696750000,31138707.34,,,,10400000,127295035,97046215.68,,,CNY,10002294,合并,年度报告,年度报告
