BUYSUBSIDIARYPAY,NIPLEDGELOAN,DISPOSALINVREC,INVFLOWOUTOTHER,ISSUEBONDREC,OPERATEFLOWOUTBALANCE,OPERATEFLOWINOTHER,NIBUYBACKFUND,NDLOANADVANCES,GETSUBSIDIARYPAY,OPERATEFLOWBALANCE,BUYGOODSSERVICEPAY,SUBSIDIARYACCEPT,SUMOPERATEFLOWIN,EMPLOYEEPAY,INVFLOWOTHER,NETINVCASHFLOW,NIDEPOSITINCBANKFI,DISPSUBSIDIARYREC,EFFECTEXCHANGERATE,CASHEQUIENDING,FINAFLOWBALANCE,SUMINVFLOWIN,FINAFLOWOUTBALANCE,INTANDCOMMPAY,CASHEQUIENDINGBALANCE,INVINCOMEREC,REDUCEPLEDGETDEPOSIT,NIINSUREDDEPOSITINV,SALEGOODSSERVICEREC,TAXRETURNREC,SUMOPERATEFLOWOUT,OTHEROPERATEREC,NETRIREC,SUMINVFLOWOUT,NETOPERATECASHFLOW,SUBSIDIARYREDUCTCAPITAL,STARTDATE,LATESTNOTICEDATE,OPERATEFLOWINBALANCE,INTANDCOMMREC,NILOANADVANCES,NICASHEQUI,NIBORROWFROMFI,PREMIUMREC,NICASHEQUIBALANCE,SUMFINAFLOWOUT,INVPAY,CASHEQUIENDINGOTHER,ISLISTINGREPORT,REPORTDATE,GROUPID,OTHERFINAREC,FINAFLOWINBALANCE,FINAFLOWINOTHER,OPERATEFLOWOUTOTHER,NIBORROWFROMCBANK,ENDDATE,NICASHEQUIOTHER,INVFLOWOUTBALANCE,OTHERFINAPAY,ACCEPTINVREC,FIRSTNOTICEDATE,REPAYDEBTPAY,SUMFINAFLOWIN,DISPFILASSETREC,INVFLOWINBALANCE,OPERATEFLOWOTHER,NIDEPOSIT,NETFINACASHFLOW,DIVIPAY,NIBORROWFUND,OTHEROPERATEPAY,CASHEQUIBEGINNING,FINAFLOWOUTOTHER,NIDISPTRADEFASSET,INVFLOWBALANCE,BUYFILASSETPAY,LOANREC,SUBSIDIARYPAY,ADDPLEDGETDEPOSIT,FINAFLOWOTHER,INDEMNITYPAY,OTHERINVREC,TAXPAY,DIVIPROFITORINTPAY,OTHERINVPAY,INVFLOWINOTHER,CURRENCY,COMPANYCODE,COMBINETYPE,REPORTTIMETYPE,REPORTSOURCETYPE
,,6783709258,,,0,,,,,0,4156928110,305190000,10323673976,1318158748,,-1359231354,,64664317.71,10058314.08,1873723583,0,7116023973,0,,0,186083065.1,,,9705273411,323867654.4,8241529258,294532910.2,,8475255327,2082144718,,2019-1-1,2020-4-15,0,,,-894784667.5,,,0,12803345763,7001500772,,1,2019-12-31,,750834565.2,0,,,,2019-12-31,,0,921455955.9,305190000,2020-4-15,10747177864,11175589418,20547738.09,0,,,-1627756345,,,1963584896,2768508250,,,0,1433483755,10119564853,168253126.8,,,,61019593.85,802857503.8,1134711943,40270800.4,,CNY,10007235,合并,年度报告,年度报告
,,163839060,,,0,,,,,0,368477217.3,,631207388,148097765.1,,29223023.84,,,276720.38,85006034.59,0,227604332.6,0,,0,788580.24,,,571488760,10075674.44,652405342.2,49642953.54,,198381308.8,-21197954.28,,2019-1-1,2020-4-16,0,,,-55472884.34,,,0,444814271.3,176514488,,1,2019-12-31,,,0,,,,2019-12-31,,0,,,2020-4-16,434150000,381039597,399158.12,0,,,-63774674.28,,,108247131,140478918.9,,,0,21866820.77,381039597,,,,,62577534.25,27583228.87,10664271.3,,,CNY,10007238,合并,年度报告,年度报告
,,1009430000,,,0,,,,818807500.2,0,2804805317,,5588238066,427649697.6,,-1586459038,,,9579573.11,1096845606,0,1021351013,0,,0,11105019.78,,,5305710984,38473044.31,4650997646,244054037.6,,2607810051,937240420.3,,2019-1-1,2020-4-15,0,,,-488549380.3,,,0,2592154923,922930000,,1,2019-12-31,,,0,,,,2019-12-31,,0,330843565.5,199333800.8,2020-4-15,2068974820,2743244588,815993.24,0,,,151089664.3,,,928661374.6,1585394987,,,0,866072550.8,2543910787,,,,,,489881256.9,192336537.7,,,CNY,10007255,合并,年度报告,年度报告
,,558204998,,,0,,,,,0,2069882924,7056730,3991874061,649082400.3,,-86669636.21,,,2280616.24,1907022861,0,565343481.3,0,,0,6704937.33,,,3860575351,48435616.49,3483523104,82863093.39,,652013117.5,508350957,,2019-1-1,2020-4-15,0,,,402760893.9,,,0,152857773.1,570158598,,1,2019-12-31,,,0,,,,2019-12-31,,0,5515861.67,7056730,2020-4-15,139100000,131656730,433545.95,0,,,-21201043.13,,,508078447,1504261967,,,0,81854519.49,124600000,3981880,,,,,256479332.6,8241911.46,,,CNY,10005606,合并,年度报告,年度报告
,,780000,,,0,,,,6056099.4,0,835436081.3,1000000,1620672252,294299413.3,,-372385953.7,,,-303938.8,409928040.8,0,20456426.03,0,,0,,,,1589675012,7709514.05,1497615542,23287725.8,,392842379.7,123056710,,2019-1-1,2020-4-15,0,,,-13691340.79,,,0,43834914.56,64050000,,1,2019-12-31,,,0,,,,2019-12-31,,0,12898109.01,1000000,2020-4-15,22582396,279776756.3,26426.03,0,,,235941841.7,,,282380387.7,423619381.6,,,0,295260901.4,278776756.3,,,,,19650000,85499659.49,8354409.55,27475378.96,,CNY,10005631,合并,年度报告,年度报告
,,,,,0,,,,,0,2612524306,,3184259086,141820095.6,,618836342.1,,,-17.05,1646316989,0,1500457559,0,,0,32587559.13,,,2966468313,35169909.57,3777749242,182620863.2,,881621217.1,-593490156,,2019-1-1,2020-4-15,0,,,-1165322291,,,0,3695764414,90000000,,1,2019-12-31,,35095953.91,0,,,,2019-12-31,,0,1002188253,40000000,2020-4-15,1654114974,2505095954,506500,0,,,-1190668460,,,393691507.9,2811639280,,,0,73621217.05,2430000000,,,,,1467363500,629713332.4,1039461187,718000000,,CNY,10005638,合并,年度报告,年度报告
,,12370179,,,0,,,,,0,57687253923,9339,74022353553,4548517493,,-1336354261,,255074,-394198804.3,5017212771,0,200504510.7,0,,0,11472591,,,72317351978,292111124.2,69295056392,1412890451,,1536858772,4727297161,,2019-1-1,2021-3-15,0,,,784925682.1,,,0,69598271298,224617050,,1,2019-12-31,,2061861302,0,,,,2020-12-31,,0,3011557184,9339,2020-4-15,65780788414,67386452885,67892112.08,0,,,-2211818413,,,2867691268,4232287089,,,0,1222122198,65324582244,,,,,108514554.6,4191593708,805925700.2,90119523.66,,CNY,10005646,合并,年度报告,年度报告
,,238234754,,,0,,,,,0,9669784093,,15462429678,994243998,,-850118739.4,,,26688009.12,2101808421,0,306316173.4,0,,0,66925791.76,,,15073736890,137668385.8,12664485052,251024401.7,,1156434913,2797944625,,2019-1-1,2020-4-16,0,,,607073061.7,,,0,6711383809,14000000,,1,2019-12-31,,417862699,0,,,,2019-12-31,,0,303612328.9,,2020-4-16,5116316486,5343942975,569127.66,0,,,-1367440833,,,1314999436,1494735359,,,0,1142434913,4926080276,38352593,,,,586500,685457525.6,1291454994,,,CNY,10004317,合并,年度报告,年度报告
,,2321152065,,,0,,,,,0,28015209.03,,39140226.39,11232059.84,,-10176990.34,,,,127677845.1,0,2331059779,0,,0,9907713.34,,,36678311.09,,46261240.12,2461915.3,,2341236769,-7121013.73,,2019-1-1,2020-4-16,0,,,-20352057.82,,,0,3054053.75,2341100000,,1,2019-12-31,,,,,,,2019-12-31,,0,,,2020-4-16,,,,0,,,-3054053.75,,,6300417.12,148029902.9,,,0,136769.06,,,,,,,713554.13,3054053.75,,,CNY,10004327,合并,年度报告,年度报告
,,,,,0,,,,91562692.05,0,2783008150,27270000,3829474621,297514087.8,,-783626958.1,,1846172.63,754930,1141521363,0,183264470,0,,0,123809838.8,,,3680349901,29427402.35,3524074421,119697317.4,,966891428.1,305400200.1,,2019-1-1,2020-4-16,0,,,217704470.2,,,0,2958490004,10500000,,1,2019-12-31,,1400846316,0,,,,2019-12-31,,0,1089980213,1029949986,2020-4-16,1681133291,3653666302,7493929.46,0,,,695176298.2,,,319402728.9,923816892.4,,,0,554828736.1,1222870000,5009751.63,,,,50114529.11,124149454.5,187376500.1,310000000,,CNY,10005453,合并,年度报告,年度报告
,,,,,0,,,,27513907.82,0,1609295441,34183380,3425800366,329402358.8,,-279144329,,5100000,4984445.35,395526630.7,0,1171201561,0,,0,9243854.25,,,3241579532,54529957.39,2507420192,129690877,,1450345890,918380174.3,,2019-1-1,2020-4-16,0,,,172123178.4,,,0,1318945253,,,1,2019-12-31,,75800000,0,,,,2019-12-31,,0,100376165.8,34183380,2020-4-16,659805963.6,846848140.4,757706.81,0,,,-472097112.3,,,337424723.9,223403452.4,,,0,175731982.2,736864760.4,438733.02,,,,1156100000,231297668.5,558763123.4,1247100000,,CNY,10001500,合并,年度报告,年度报告
,,,,,0,,,,,0,313930823.9,20500000,751636397.8,78299922.96,,-559343697.6,,,9145.54,274373432.8,0,329740.73,0,,0,,,,510295708,0,643387048.5,241340689.8,,559673438.4,108249349.3,,2019-1-1,2020-4-18,0,,,-33109682.53,,,0,795124479.7,,,1,2019-12-31,,300000000,0,,,,2019-12-31,,0,71794533,20500000,2020-4-16,656942740.5,1213100000,329740.73,0,,,417975520.3,,,207030935.3,307483115.3,,,0,49789698.74,892600000,,,,,,44125366.3,66387206.26,509883739.6,,CNY,10038773,合并,年度报告,年度报告
,,9647886000,,,0,,,,,0,1.00423E+11,10069654000,1.34332E+11,9533664000,,-12276061000,,176103000,77049000,42431476000,0,14758924000,0,,0,1252921000,,,1.23991E+11,492627000,1.23826E+11,9848249000,,27034985000,10505138000,,2019-1-1,2021-3-27,0,,,10589332000,,,0,34686083000,18066047000,,1,2019-12-31,,1578600000,0,,,,2020-12-31,,0,517936000,10474395000,2020-4-16,30464697000,46969289000,2383194000,0,,,12283206000,,,8678366000,31842144000,,,0,6845436000,34916294000,1254997000,,,,,5191739000,3703450000,2123502000,1298820000,CNY,10060638,合并,年度报告,年度报告
,,403396957.9,,,0,,,,733676714,0,2.02255E+11,8607063982,3.53052E+11,7598363241,,-10498374867,,43400486.61,76351261.93,1.38974E+11,0,2152202610,0,,0,342920651,,,2.82039E+11,,3.13897E+11,70962535748,,12650577476,39155315735,,2019-1-1,2020-4-16,0,50916014.94,175499692.2,25898641049,,,0,1.23295E+11,11473220095,,1,2019-12-31,,,0,,,,2019-12-31,,0,1677154660,18042299305,2020-4-16,98288877836,1.2046E+11,11947153.51,0,,,-2834651081,,,59209261978,1.13076E+11,,,0,279118973,1.02418E+11,2187267045,,,,1350537361,44658834065,23328868241,164561694.4,,CNY,10095671,合并,年度报告,年度报告
,,19285832.89,,,0,,,,,0,1891423405,4750000,2309080089,454790771.4,,-448696277.3,,,-5515827.23,382219615.8,0,625342913.8,0,,0,81111.11,,,1829368352,7493120.24,2936700992,472218617.2,,1074039191,-627620902.9,,2019-1-1,2020-4-16,0,,,13963909,,,0,2727562684,672500,,1,2019-12-31,,809917907,0,,,,2019-12-31,,0,99107042.28,4750000,2020-4-16,2446558568,3823359600,5975969.83,0,,,1095796916,,,535450640.6,368255706.8,,,0,253220249,3008691693,,,,,600000000,55036175.2,181897073.7,820146442.1,,CNY,10087503,合并,年度报告,年度报告
,,5143907649,,,0,,,,68832000,0,2193510712,,3882659499,146798226,,-1595727377,,410000,109334.95,787632033.3,0,5185506765,0,,0,33933372.78,,,3809956466,,2627747672,72703032.56,,6781234142,1254911827,,2019-1-1,2020-4-16,0,,,-402122128.9,,,0,211415913,6697600000,,1,2019-12-31,,,0,,,,2019-12-31,,0,84095555.19,,2020-4-16,120360000,150000000,42426.66,0,,,-61415913.02,,,152057926.1,1189754162,,,0,14802142.02,150000000,248541.55,,,,7213315.85,135380808.1,6960357.83,,,CNY,10092888,合并,年度报告,年度报告
,,1725000,,,0,,,,,0,423701222.7,,716602809.3,54881916.79,,-1826770.72,,,-246585.77,35646099.22,0,3537260,0,,0,1552500,,,563282829.7,23632530.23,756609163.5,129687449.3,,5364030.72,-40006354.16,,2019-1-1,2020-4-16,0,,,-23851105.09,,,0,640181394.4,,,1,2019-12-31,,273230000,0,,,,2019-12-31,,0,191307079.5,,2020-4-16,435780000,658410000,259760,0,,,18228605.56,,,259336132.3,59497204.31,,,0,5364030.72,385180000,,,,,,18689891.71,13094314.95,,,CNY,10079536,合并,年度报告,年度报告
,,35992600,,,0,,,,,0,1666950178,,2211353456,320436629.1,,-312571718.3,,,236512.02,747573219.8,0,398225289.6,0,,0,,,,2169004396,3453228.75,2189387269,38895831.07,,710797007.9,21966187.56,,2019-1-1,2020-4-15,0,,,-465132432.8,,,0,2167726415,55850000,,1,2019-12-31,,692282201,0,,,,2019-12-31,,0,393329572.9,,2020-4-15,1625355734,1992963001,122010.59,0,,,-174763414,,,153573938.8,1212705653,,,0,654947007.9,1300680800,,,,,362110679,48426522.39,149041107.6,,,CNY,10127748,合并,年度报告,年度报告
,,61172048,,,0,,,,,0,1768191153,,3832305143,569982200.4,,-388310789,,,4335918.32,1090951498,0,68941841.2,0,,0,2460965.07,,,3570753152,191312577.1,3049516046,70239413.77,,457252630.2,782789096.8,,2019-1-1,2020-4-15,0,,,426997420.1,,,0,2608435042,100562662.2,,1,2019-12-31,,1151664507,0,,,,2019-12-31,,0,941604336.8,,2020-4-15,1529415326,2636618236,1999680.13,0,,,28183193.95,,,502424928.9,663954077.8,,,0,356689968,1484953728,,,,,3309148,208917764.5,137415378.5,,,CNY,10137181,合并,年度报告,年度报告
,,,,,0,,,,,0,1260955620,7091799.66,2340671124,179506405.6,,-135890667.9,,,7034382.3,615723444,0,32613237.08,0,,0,136392.89,,,2309482845,7497854.97,1962131699,23690423.51,,168503905,378539424.5,,2019-1-1,2020-4-16,0,,,263617193.1,,,0,2451919746,16606803.17,,1,2019-12-31,,,0,,,,2019-12-31,,0,223569700,7091799.66,2020-4-16,2206000000,2465853800,104491.76,0,,,13934054.16,,,441831221.9,352106250.9,,,0,120397101.8,2458762000,,,,,32372352.43,79838451.76,22350045.5,31500000,,CNY,10141578,合并,年度报告,年度报告
,,,,,0,,,,,0,186324858.8,,1179057794,235265995.7,,-21628087.68,,,,63014615.13,0,68500,0,,0,,,,1142076276,1090100.11,968185798.7,35891417.7,,21696587.68,210871994.8,,2019-1-1,2020-4-16,0,,,24171288.06,,,0,607622619.1,,,1,2019-12-31,,,0,,,,2019-12-31,,0,,,2020-4-16,590380000,442550000,68500,0,,,-165072619.1,,,411160269.7,38843327.07,,,0,21696587.68,442550000,,,,,,135434674.5,17242619.09,,,CNY,10135542,合并,年度报告,年度报告
,,306674893.4,,,0,,,,9618031.93,0,717170995.4,,989241858.8,87941764.61,,-134181122.9,,,1735722.72,265062577.6,0,324284843.3,0,,0,17589449.83,,,928713447.4,8506647.49,1029296281,52021763.95,,458465966.2,-40054422.5,,2019-1-1,2020-8-17,0,,,-58894913.85,,,0,210323226.5,339120000,,1,2019-12-31,,173265735.3,0,,,,2019-12-31,,0,8700000,,2020-4-15,182799850,323928135.3,20500,0,,,113604908.8,,,177271538,323957491.5,,,0,109727934.2,150662400,,,,,,46911983.27,18823376.51,,,CNY,10114536,合并,年度报告,年度报告
,,,,,0,,,,,0,1136419731,400000000,1750915475,136127591.3,,-221751863.9,,,3642760.39,1288539011,0,2632832316,0,,0,590962.68,,,1655971933,64917575.54,1403495689,30025967.11,,2854584180,347419786.6,,2019-1-1,2021-3-23,0,,,470394354.4,,,0,410749047.6,,,1,2019-12-31,,,0,,,,2020-12-31,,0,,400000000,2020-4-16,344631122.2,751832718.9,12405,0,,,341083671.3,,,56666395.42,818144657.1,,,0,443917959.9,351832718.9,,,,,2632228948,74281971.39,66117925.41,2410666220,,CNY,10148851,合并,年度报告,年度报告
,,,,,0,,,,,0,1204176343,11700000,615087316.9,53174252.5,,-69640120.17,,,4402430.17,444315927.4,0,,0,,0,,,,521960206.5,32321865.55,1463659665,60805244.87,,69640120.17,-848572348.4,,2019-1-1,2020-4-16,0,,,269682221.1,,,0,2156265556,2937000,,1,2019-12-31,,391899704.8,0,,,,2019-12-31,,0,248684140,11700000,2020-4-16,1774053600,3339757815,,,,,1183492260,,,190852770.3,174633706.3,,,0,66687513.17,2936158110,,,,,,15456299.86,133527815.6,15607,,CNY,10165876,合并,年度报告,年度报告
,,358182.01,,,0,,,,,0,8233403635,,12626955939,1064661749,,-1321621585,,,1418282.07,392584742.4,0,30870128.56,0,,0,179957.8,,,10560299830,30885884.21,11755828698,2035770225,,1352491714,871127241,,2019-1-1,2020-4-16,0,,,23793881.03,,,0,1401630057,,,1,2019-12-31,,130000000,0,,,,2019-12-31,,0,,,2020-4-16,1279500000,1874500000,331988.75,0,,,472869943.3,,,2127662069,368790861.3,,,0,1352491714,1744500000,,,,,30000000,330101245.5,122130056.7,,,CNY,10157797,合并,年度报告,年度报告
,,450000000,,,0,,,,,0,972425935.2,,2070562960,130098253.3,,-274100160.4,,,,793577127.1,0,455500704.3,0,,0,3506849.32,,,2000028899,1329272.41,1527175700,69204789.06,,729600864.6,543387260.6,,2019-1-1,2020-4-16,0,,,-34380570.36,,,0,303667670.6,450000000,,1,2019-12-31,,,,,,,2019-12-31,,0,,,2020-4-16,,,1993854.94,0,,,-303667670.6,,,256615695.9,827957697.4,,,0,279600864.6,,,,,,,168035815.4,303667670.6,,,CNY,10196553,合并,年度报告,年度报告
,,1996815511,,,0,,,,,0,525760842.6,,1275193257,160770301.4,,-252900918.8,,,648304.67,276597556.3,0,2034781395,0,,0,37546312.98,,,1128310155,27010517.11,1029390497,119872584.9,,2287682314,245802759.8,,2019-1-1,2020-4-16,0,,,-66849030.32,,,0,60399175.97,2176278247,,1,2019-12-31,,,,,,,2019-12-31,,0,30919833.2,,2020-4-16,16000000,,419571,0,,,-60399175.97,,,228666354.3,343446586.7,,,0,111404067.5,,1684036.8,,,,,114192998.5,13479342.77,,,CNY,10163665,合并,年度报告,年度报告
,,518500000,,,0,,,,12948925.8,0,411719385.2,,1130523480,251294085.6,,52820700.55,,,,554392402.9,0,530071075.5,0,,0,9286381.93,,,1057878884,37763035.27,955245538.3,34881560.72,,477250374.9,175277941.9,,2019-1-1,2020-4-16,0,,,197263096.5,,,0,358492688.9,406212000,,1,2019-12-31,,,0,,,,2019-12-31,,0,14333853.09,153657143,2020-4-16,317278400,327657143,2284693.52,0,,,-30835545.89,,,180634101.8,357129306.4,,,0,58089449.1,174000000,,,,,,111597965.7,26880435.8,,,CNY,10175141,合并,年度报告,年度报告
,,2300000000,,,0,,,,,0,40329281217,,54924569515,1884258561,,448413018.4,,,,4986177033,0,4149279066,0,,0,23388052.25,,,47921360955,,52832757296,7003208561,,3700866048,2091812219,,2019-1-1,2020-4-16,0,,,-789460479.2,,,0,5581630717,2100000000,,1,2019-12-31,,,0,,,,2019-12-31,,0,31264544.58,,2020-4-16,2197419800,2251945000,1242900.43,0,,,-3329685717,,,6537303756,5775637512,,,0,1600866048,2251945000,10800000,,,,1824648113,4081913763,3352946372,,,CNY,10011735,合并,年度报告,年度报告
,,86500000,,,0,,,,,0,441368713.9,,1152381488,263679574.9,,-66596489.6,,,,312394819,0,89284909.57,0,,0,488204.87,,,1124460722,,997388998.4,27920766.38,,155881399.2,154992490,,2019-1-1,2020-4-16,0,,,7890894.07,,,0,181734925.5,91500000,,1,2019-12-31,,,0,,,,2019-12-31,,0,32639370.37,,2020-4-16,96000000,101229819.1,1712774.33,0,,,-80505106.33,,,168202581.5,304503924.9,,,0,63591947.17,101229819.1,,,,,583930.37,124138128.1,53095555.1,789452,,CNY,10180320,合并,年度报告,年度报告
,,14027000,,,0,,,,,0,124253715.7,,506247248.7,186244044.6,,-70368940.56,,,,230636517.3,0,14385236.98,0,,0,141736.98,,,465708979.3,1866233.07,382743425.4,38672036.33,,84754177.54,123503823.3,,2019-1-1,2021-3-25,0,,,60823957.09,,,0,21695166.99,16427000,,1,2019-12-31,,,0,,,,2020-12-31,,0,,,2020-4-16,9383000,29384241.35,216500,0,,,7689074.36,,,26323839.88,169812560.2,,,0,68327177.54,29384241.35,,,,,,45921825.13,12312166.99,,,CNY,10181860,合并,年度报告,年度报告
,,22174605001,,,0,,,,,0,848542124.2,,1873144688,224935345.6,,-242500988.3,,,907194.53,345471041.3,0,22217033877,0,,0,15928023.31,,,1682106491,,1306388894,191038197.3,,22459534865,566755794.1,,2019-1-1,2020-4-16,0,,,108586024.4,,,0,825768696,21705303220,,1,2019-12-31,,,0,,,,2019-12-31,,0,203592640.1,,2020-4-16,297770811.3,609192720,5698251.84,0,,,-216575976,,,43219227.54,236885017,,,0,354074090.7,609192720,15447387.82,,,,20802600.94,189692196.8,324405244.6,400157554.8,,CNY,10155858,合并,年度报告,年度报告
,,,,,0,,,,41478461.67,0,5511993441,24900000,7190061418,343501210.1,,-788560849.3,,,0,991725349.3,0,993343714,0,,0,64749091.46,,,7131832766,0,6319643775,58228652.72,,1781904563,870417643.4,,2019-1-1,2021-3-23,0,,,312995385.5,,,0,1745880677,,,1,2019-12-31,,11631544.77,0,,,,2020-12-31,,0,1610333.33,24900000,2020-4-15,1370865625,1977019269,911084.39,0,,,231138591.4,,,137658801.8,678729963.8,,,0,608426101.6,1940487724,87400000,,,,927683538.1,326490322.2,373404719,1132000000,,CNY,10158932,合并,年度报告,年度报告
,,6629902.84,,,0,,,,1327493349,0,723514375.7,,1386055893,147156449.1,,-1457603093,,2418000,-6499045.43,171632515.1,0,203879829.4,0,,0,2804423.16,,,1314607784,21372641.56,1135973960,50075467.02,,1661482922,250081933,,2019-1-1,2020-4-15,0,,,-287397175.3,,,0,307660804.1,,,1,2019-12-31,,207654220,0,,,,2019-12-31,,0,53340320,416222499.2,2020-4-15,195559458,1234283834,648856.26,0,,,926623030,,,105184890,459029690.5,,,0,31942881.12,610407115,,,,,191378647.1,160118244.9,58761026.09,302046692.2,,CNY,10148038,合并,年度报告,年度报告
,,131000000,,,0,,,,98000000,0,653601373.4,,1390818442,125475309.4,,-241118355.1,,,287870.71,414443398.1,0,484279763.9,0,,0,2393082.04,,,1329014683,13054443.58,1117043106,48749315.36,,725398118.9,273775336.5,,2019-1-1,2020-4-17,0,,,-108773063.6,,,0,448271915.7,150000000,,1,2019-12-31,,2054000,0,,,,2019-12-31,,0,87326038.09,,2020-4-17,288000000,306554000,186295722,0,,,-141717915.7,,,187193208.6,523216461.7,,,0,342398118.9,304500000,7291503.9,,,,164590959.8,150773214.4,72945877.64,135000000,,CNY,10106298,合并,年度报告,年度报告
,,189904239.3,,,0,,,,224993605.7,0,435774619.9,8100000,963967238.4,199172311.6,,-292071372,,,673256.29,175002272.2,0,225003164.6,0,,0,26668211.23,,,897757802.2,19388830.66,857026271.8,46820605.59,,517074536.6,106940966.6,,2019-1-1,2020-4-16,0,,,-10344686.55,,,0,501877504.1,222776997.3,,1,2019-12-31,,,0,,,,2019-12-31,,0,28807665.64,8100000,2020-4-16,427199800,675989966.7,8430714.03,0,,,174112462.6,,,154494829.4,185346958.8,,,0,69303933.61,667889966.7,750000,,,,,67584511.02,45870038.46,,,CNY,10262132,合并,年度报告,年度报告
,,,,,0,,,,,0,208346489.2,,374966650.9,62120572.45,,9906806.22,,,165424.91,375110562.3,0,201161701.1,0,,0,1854198.67,,,337431515.8,11782936.75,307203820.1,25752198.37,,191254894.9,67762830.82,,2019-1-1,2020-4-16,0,,,292623630.1,,,0,58641431.88,,,1,2019-12-31,,,0,,,,2019-12-31,,0,861993,2000000,2020-4-16,44500000,273430000,1655800,0,,,214788568.1,,,25223762.6,82486932.21,,,0,80254894.85,271430000,,,,,197651702.4,11512995.83,13279438.88,111000000,,CNY,10181953,合并,年度报告,年度报告
,,2705232979,,,0,,,,233718.99,0,4409129541,316958237,4509317230,350927233.9,,1596254101,,,16515.52,5503232186,0,2984916812,0,,0,187786109.6,,,3838326009,,6193043791,670991220.7,,1388662710,-1683726561,,2019-1-1,2020-4-16,0,,,2303820928,,,0,2333538645,568864611.4,,1,2019-12-31,,,0,,,,2019-12-31,,0,17971304.65,1694915419,2020-4-16,1801164479,4724815518,91897722.98,0,,,2391276873,,,512843083.9,3199411258,,,0,803722875.9,3029900099,364257228.4,,,,,920143932.6,514402861.9,15841504.15,,CNY,10029971,合并,年度报告,年度报告
,,,,,0,,,,32733229.09,0,156811167.7,50000000,1396161247,63951346.76,,51606291.71,,,,789118626,0,2636767985,0,,0,29204019.12,,,1375673690,,1223638207,20487556.79,,2585161694,172523039.5,,2019-1-1,2021-3-30,0,,,216029411.2,,,0,58099920,130000000,,1,2019-12-31,,,0,,,,2020-12-31,,0,,50000000,2020-4-16,,50000000,54356.15,0,,,-8099920,,,849413918.2,573089214.8,,,0,111418464.5,,,,,,2607509610,153461774.6,58099920,2311010000,,CNY,10340725,合并,年度报告,年度报告
,,,,,0,,,,,0,871592863.1,,1535489674,158821438,,-208930749.5,,,-9093637.39,900563667.9,0,135865.49,0,,0,,,,1342096969,95950616.79,1166388765,97442087.95,,209066615,369100908.5,,2019-1-1,2020-4-16,0,,,301782832,,,0,49293689.58,,,1,2019-12-31,,,0,,,,2019-12-31,,0,1047756.25,,2020-4-16,,200000000,135865.49,0,,,150706310.4,,,103848784.3,598780835.9,,,0,209066615,200000000,,,,,,32125680.04,48245933.33,,,CNY,10325874,合并,年度报告,年度报告
,,,,,0,,,,,0,187635081.4,,435122251.4,109739795.5,,-43069904.34,,1924810.06,246.77,81963926.28,0,62128497.36,0,,0,,,,382775321.1,12382784.99,408730552.9,39964145.38,,105198401.7,26391698.53,,2019-1-1,2020-4-16,0,,,-74493337.89,,,0,143068257.7,11353800,,1,2019-12-31,,,0,,,,2019-12-31,,0,54540745.76,,2020-4-16,78359789.67,85252878.82,3467.3,0,,,-57815378.85,,,85620489.2,156457264.2,,,0,8139631,85252878.82,,,,,60200220,25735186.8,10167722.24,85704970.7,,CNY,10399926,合并,年度报告,年度报告
,,,,,0,,,,,0,4943149810,,6722191452,674036298.8,,-689233385,,,18887461.55,680837033.3,0,106869069,0,,0,6906858.53,,,6357909786,284846279.8,6116994197,79435386.17,,796102454,605197255,,2019-1-1,2020-4-16,0,,,-150977426.2,,,0,2782860203,475464000,,1,2019-12-31,,14126086.34,0,,,,2019-12-31,,0,73520880.81,499591185,2020-4-16,2550917801,2697031445,12962210.45,0,,,-85828757.77,,,267311148.2,831814459.5,,,0,310543579.9,2183314174,5072536.07,,,,87000000,232496939.7,158421521.4,10094874.11,,CNY,10181863,合并,年度报告,年度报告
,,,,,0,,,,,0,1179013630,,1559627037,52663238.14,,-3674953.13,,,1692928.98,109206976.7,0,14879.31,0,,0,,,,1551741612,22653.03,1289949825,7862771.54,,3689832.44,269677211.5,,2019-1-1,2020-4-16,0,,,-20270596.69,,,0,466979098.1,,,1,2019-12-31,,32585876.68,0,,,,2019-12-31,,0,,,2020-4-16,435811956.1,179013314.1,14879.31,0,,,-287965784,,,49943543.65,129477573.4,,,0,689832.44,146427437.4,,,,,,8329414.02,31167142.01,3000000,,CNY,10340727,合并,年度报告,年度报告
,,1252939200,,,0,,,,,0,68413227.04,,448273511.4,95450705.5,,-249280297.4,,,1968035.67,893094659.7,0,1273630178,0,,0,19825526.48,,,428949325.6,6460634.79,248873605.4,12863550.96,,1522910476,199399906,,2019-1-1,2021-3-20,0,,,594690881.7,,,0,113696679.1,1257939200,,1,2019-12-31,,,0,,,,2020-12-31,,0,20704697.92,756299916.5,2020-4-16,38000000,756299916.5,865452,0,,,642603237.4,,,37413074.34,298403778,,,0,264971275.8,,,,,,,47596598.52,54991981.18,,,CNY,10191782,合并,年度报告,年度报告
