NDBORROWFUND,SUMINVFLOWIN,ENDDATE,OTHERINVREC,COMMPAY,NICLIENTDEPOSIT,NDBUYSELLBACKFASSET,CANCELLOANREC,NILENDFUND,NIACCOUNTREC,REMARK,OTHEROPERATEPAY,DISPMASSETREC,FINAFLOWOUTOTHER,ISSUEOTHERBONDREC,FINAFLOWOUTBALANCE,INVFLOWOUTOTHER,DISPFILASSETREC,NDLENDFUND,DIVIORPROFITREC,NDLENDBUYSELLBACK,ISSUECD,NISELLBUYBACKFASSET,GETSUBSIDIARYPAY,OTHEROPERATEREC,NDBORROWFROMCBANK,SUMOPERATEFLOWIN,OPERATEFLOWOUTBALANCE,BONDINTPAY,ISSUEJUNIORBONDREC,NIBORROWFUND,BUYFINALEASEASSETPAY,OPERATEFLOWINBALANCE,NIDEPOSITINCBANK,INVFLOWINBALANCE,NETFINACASHFLOW,NIDEPOSITINCBANKFI,CASHEQUIBEGINNING,FIRSTNOTICEDATE,CASHEQUIENDINGBALANCE,INVFLOWBALANCE,NDDEPOSITINFI,INTPAY,TAXPAY,ISLISTINGREPORT,NDFIDEPOSIT,INTREC,REPORTDATE,FINAFLOWINOTHER,NITRADEFASSET,SUMOPERATEFLOWOUT,INTANDCOMMREC,ADDSHARECAPITALREC,FINAFLOWOTHER,DISPOSALINVREC,NDTRADEFASSET,NETCD,OTHERFINAREC,NDTRADEFLIAB,INVINCOMEREC,GROUPID,NILOANADVANCES,FINAFLOWINBALANCE,NETOPERATECASHFLOW,SUMFINAFLOWIN,NIDEPOSITINFI,NICASHEQUIBALANCE,NIFIDEPOSIT,COMMREC,DIVIPROFITORINTPAY,INVFLOWOTHER,ISSUESHAREREC,OPERATEFLOWBALANCE,NDSELLBUYBACKFASSET,CASHEQUIENDINGOTHER,NDISSUECD,SUMINVFLOWOUT,OPERATEFLOWOTHER,OPERATEFLOWOUTOTHER,NICASHEQUIOTHER,FINAFLOWBALANCE,INVPAY,LATESTNOTICEDATE,SUBSIDIARYACCEPT,REPAYDEBTPAY,ACCEPTINVREC,NIDEPOSIT,CASHEQUIENDING,NICASHEQUI,NIBUYSELLBACKFASSET,OTHERINVPAY,NDBORROWSELLBUYBACK,NILENDSELLBUYBACK,NDDEPOSITINCBANKFI,NITRADEFLIAB,INTANDCOMMPAY,OPERATEFLOWINOTHER,INVFLOWOUTBALANCE,NDDEPOSITINCBANK,INVFLOWINOTHER,BUYFILASSETPAY,SUMFINAFLOWOUT,NIBORROWSELLBUYBACK,DISPSUBSIDIARYREC,EFFECTEXCHANGERATE,OTHERFINAPAY,ISSUEBONDREC,NIBORROWFROMCBANK,EMPLOYEEPAY,STARTDATE,NETINVCASHFLOW,CURRENCY,COMBINETYPE,REPORTSOURCETYPE,REPORTTIMETYPE,COMPANYCODE
17416386000,3.54792E+11,2019-12-31,,,,,,,,,2360315000,,,,0,,1561000,1010653000,,1010653000,,,,4501431000,,1.77903E+11,0,,,,,0,,0,-32191950000,,74056425000,2020-4-30,0,0,,,2051175000,1,,,2019-12-31,,,1.32609E+11,27498978000,,,3.36019E+11,,,,,18771141000,,65599096000,0,45294250000,1.53038E+11,,0,,,8063831000,,,0,,,,3.52985E+11,,24564801000,,0,3.52458E+11,2020-4-30,,1.77166E+11,,83537489000,89049478000,14993053000,,,17416386000,,6947355000,,16993831000,29203411000,0,,,527191000,1.85229E+11,,,84058000,,1.53038E+11,25203623000,3623086000,2019-1-1,1806695000,CNY,合并,年度报告,年度报告,10065741
,32372941000,2020-12-31,,,,,,-670952000,,,454260000,,,,0,,112000,,,,,708965000,,13808000,,18581025000,0,,,60778000,,0,,0,-5539959000,-3647580000,9739715000,2020-3-28,0,0,,,552844000,1,,,2019-12-31,,3774599000,14575570000,6745500000,,,32070657000,,,,,302172000,,9724660000,0,4005455000,20944174000,,0,,,534133000,,,0,,,,37084432000,,,,0,36934501000,2021-3-30,,25950000000,,9601974000,3494998000,-6244717000,,,,-670952000,,,3872683000,,0,,,149931000,26484133000,769743000,,1278000,,20944174000,1450000000,515056000,2019-1-1,-4711491000,CNY,合并,年度报告,年度报告,10068001
,3.49308E+12,2019-12-31,239187000,,,,,,,,14097153000,,,,0,,,,,,,,,1436887000,,1.74639E+11,0,,,4414790000,,0,,0,12695331000,,47735785000,2020-4-11,0,0,,,5962459000,1,,,2019-12-31,,8177456000,2.32597E+11,77949458000,,,3.46868E+12,,,,,24168542000,,1.55047E+11,0,-57957767000,5.374E+11,,0,,,8194445000,,,0,,,,3.4443E+12,,,,0,3.4436E+12,2020-4-11,,5.1651E+11,1500000000,76532953000,51383938000,3648153000,,,,,2764950000,,41699522000,,0,,,701857000,5.24704E+11,4414790000,,126936000,,5.359E+11,11540000000,7613218000,2019-1-1,48783653000,CNY,合并,年度报告,年度报告,10101081
,5.59143E+11,2019-12-31,,779394000,1.43657E+11,11905626000,,63621350000,,,6053180000,,,,0,,7000000,,,11905626000,,2189601000,,3944801000,10772000000,2.61256E+11,0,6192116000,,5301961000,,0,2891079000,0,-10774614000,2891079000,85401765000,2020-4-25,0,0,1763767000,38871189000,8534332000,1,,60276971000,2019-12-31,,5092000,2.69188E+11,68208447000,,,5.25578E+11,,,,,33558016000,,1.32274E+11,0,-7932395000,8.34936E+11,,0,23885684000,7931476000,12118381000,,,0,,,,5.78679E+11,,,,0,5.77938E+11,2020-4-25,,,,1.67543E+11,47309014000,-38092751000,,,,63621350000,1763767000,398725000,39650583000,,0,,,741746000,8.45711E+11,7491562000,,150304000,,8.34936E+11,,5387088000,2019-1-1,-19536046000,CNY,合并,年度报告,年度报告,10008384
,36569987000,2020-12-31,126000,,,,,290419000,,,1074375000,,,,0,,7870000,,,,,2702699000,,162713000,272570000,37055875000,0,,,1419039000,,0,,0,-11305429000,175456000,5572294000,2020-4-23,0,0,,,924177000,1,,,2019-12-31,,897931000,25989683000,10923839000,,,36252606000,,,,,309385000,,17539789000,0,11066192000,30580129000,,0,,,610002000,,,0,,,,34478579000,,,,0,34232342000,2021-3-31,167900000,41275556000,167900000,21847585000,7442544000,1870250000,,,,290419000,,,3362292000,,0,,,246237000,41885558000,4121738000,,18079000,,30412229000,,1452674000,2019-1-1,2091408000,CNY,合并,年度报告,年度报告,10065740
,1.21221E+11,2019-12-31,,,,,,3535974000,,,1262301000,,,,0,,483000,,,,,4761735000,,239329000,,84280264000,0,,,140099000,,0,,0,-10461129000,,36853381000,2020-4-29,0,0,,,1984088000,1,,,2019-12-31,,,60404631000,13265305000,,,1.13066E+11,,,,,8154031000,,45819825000,0,23875633000,1.97703E+11,,0,,,1524222000,,,0,,,,1.44285E+11,,,,0,1.44069E+11,2020-4-29,,,,31993686000,27217210000,-9636171000,,,,3535974000,4904447000,,5937231000,,0,,,215749000,2.08164E+11,4901834000,,13398000,,1.97703E+11,28975663000,1865212000,2019-1-1,-23064073000,CNY,合并,年度报告,年度报告,10037583
1360276200,2.82786E+11,2019-12-31,52661173.22,,,,,453824018.5,,,482551459,,,,0,,,,,,,,,51820276.41,,15637336249,0,,,,,0,,0,132597682.5,31187159.53,3155839979,2020-4-28,0,0,,,362661720.4,1,,,2019-12-31,,,19413106675,4518712154,,,2.80964E+11,,,,,1769577299,,12308948617,0,-3775770426,22553489640,,0,,,283166932.4,,,0,1670955994,,,2.78954E+11,,,,0,2.78684E+11,2020-4-28,,22137725025,,10607803819,3348956200,193116221.1,,,3031232194,453824018.5,,,1972778880,,0,,,269884040.7,22420891957,,,4640048.74,,22553489640,459000000,769922626.3,2019-1-1,3831648916,CNY,合并,年度报告,年度报告,10063621
,73584787000,2019-12-31,,,,,,,,,340392000,,,,0,,29000,,,,,,,144231000,,22157488000,0,,,6552121000,,0,,0,-7141812000,-389620000,2528727000,2020-3-31,0,0,,,275020000,1,,,2019-12-31,,,10691018000,5006067000,,,73041021000,,,,,543737000,,7545482000,0,11466470000,29101680000,,0,,,93492000,,,0,,,,78398955000,,,,0,78252268000,2020-3-31,,36150000000,,8827979000,2041502000,-487225000,,,,,,,2315471000,,0,,,146687000,36243492000,6552121000,,2285000,,29101680000,1627090000,604273000,2019-1-1,-4814168000,CNY,合并,年度报告,年度报告,10120308
,,2020-12-31,,,,,,,,,111712722.1,,,,0,,,,,,,,,29381376.49,,38339789636,0,,,7757078127,,0,1859247.96,,-1411134953,1859247.96,533586996.6,2020-4-30,0,0,,1508570535,730425707.5,1,,,2019-12-31,,,37118889317,424638015.1,,,,,,,,,,,0,1220900319,2390000000,,0,,424638015.1,943317678.9,,,0,,,,41832616.93,,34595378495,,0,,2021-3-25,,2847579590,,,301519745.8,-232067250.8,,,,,,,1508570535,30128692117,0,,,41832616.93,3801134953,7757078127,,,10237683.59,2390000000,,170942609,2019-1-1,-41832616.93,CNY,合并,年度报告,年度报告,10097203
,1.03964E+11,2019-12-31,,,23062458000,1253031000,68032000,,,,1122444000,,,,0,,25729000,78382000,,1331413000,,2579641000,,449737000,647784000,46817754000,0,2074043000,,2006104000,,0,48587000,0,13277992000,48587000,13509179000,2020-4-27,0,0,4112789000,,1799589000,1,,,2019-12-31,,83347000,51658323000,11379161000,,,98242667000,,,,,5695175000,,42651095000,0,-4840569000,95157619000,,0,1828419000,,2899199000,,,0,,,,1.08757E+11,,,,0,1.08468E+11,2020-4-27,,,2152072000,24890877000,17153911000,3644732000,,,,,4112789000,,3814566000,,0,,,289316000,81879627000,4585745000,,858000,,93005547000,,1490911000,2019-1-1,-4793549000,CNY,合并,年度报告,年度报告,10282280
680855876,1.89085E+11,2019-12-31,,,23718126265,,,5988149080,,,1712213062,,,,0,,31196593,,,,,10990536700,,757936878,639872117,50242628518,0,,,,,0,,0,-825536240,,29240768286,2020-3-31,0,0,,,942669882,1,5653437508,,2019-12-31,,19374180351,64143363626,11823907023,,,1.84915E+11,,,,,4138258296,,21944479970,0,-13900735108,1.84145E+11,,0,,,2015968409,,,0,,,,1.84872E+11,,,,0,1.8457E+11,2020-3-31,,1.8291E+11,2620000005,23718126265,18753191036,-10487577250,,,680855876,5988149080,2952121652,,5591604603,,0,,,302080259,1.84971E+11,10990536700,,26332397,44788051,1.81525E+11,,1615901177,2019-1-1,4212361701,CNY,合并,年度报告,年度报告,10063568
,57806750000,2019-12-31,,,,,,,,,950781000,,,,0,,39046000,,,,,,,34499000,16050000,30245457000,0,,,4780577000,,0,,0,-9016284000,,22002802000,2020-3-25,0,0,,,876056000,1,,,2019-12-31,,,20232856000,8777203000,,,57462625000,,,,,305079000,,15202509000,0,10012601000,56381003000,,0,,,1924985000,,,0,,,,57057283000,,,,0,57004863000,2020-3-25,,63472302000,,13342490000,23762761000,1759959000,,,,,3310688000,,2502155000,,0,,,52420000,65397287000,4780577000,,14175000,,56381003000,,685305000,2019-1-1,749467000,CNY,合并,年度报告,年度报告,10070043
,58989100000,2019-12-31,,,37115060000,,,,,,2377479000,,,,0,,26955000,1061906000,,1061906000,,1179371000,,1157525000,5271556000,60265707000,0,,,2726981000,,0,,0,9475327000,,10212182000,2020-3-21,0,0,200000000,,1273145000,1,,,2019-12-31,1962570000,,67271442000,10655490000,,,52477166000,,,,,6484979000,,48460968000,0,-7005735000,85760858000,,0,4784097000,,2059026000,,,0,,,,49173454000,,1386300000,,0,48872103000,2020-3-21,,74130000000,,41899157000,22500749000,12288567000,2026600000,,,2026600000,1585277000,,4853672000,,0,1385277000,,301351000,76285531000,3906352000,,3329000,96505000,83798288000,,1621722000,2019-1-1,9815646000,CNY,合并,年度报告,年度报告,10030726
,1.27898E+11,2019-12-31,,,25085926000,,,,,,210569000,,,,0,,4762000,294026000,,294026000,,,,42946000,,56998259000,0,3466185000,,489529000,,0,,0,6586874000,,22521114000,2020-3-31,0,0,51161000,,1901174000,1,8307643000,,2019-12-31,,,64849062000,13756429000,,,1.16607E+11,,,,,11286763000,,39721461000,0,-7850803000,1.24738E+11,,0,,,4863064000,,,0,,,,1.31417E+11,,2565857000,,0,1.30508E+11,2020-3-31,,,,25085926000,17766563000,-4754551000,,,,,3928986000,,10243388000,7681617000,0,3877825000,,908738000,1.18151E+11,489529000,,27942000,147366000,1.24738E+11,5718800000,1898970000,2019-1-1,-3518564000,CNY,合并,年度报告,年度报告,10066057
,2.88855E+11,2019-12-31,,,,,,800000000,,,2910072000,,,,0,,4540000,,,,,3376900000,,85949000,,60674295000,0,,,6278402000,,0,,0,23177898000,-4200852000,16065170000,2020-3-30,0,0,,,2586541000,1,,,2019-12-31,,14361172000,86462863000,18001117000,,,2.7904E+11,,,,,9810635000,,58861478000,0,-25788568000,1.67534E+11,,0,,,1613465000,,,0,,,,2.78675E+11,,,,0,2.78082E+11,2020-3-30,294000000,1.4274E+11,6288680000,41671927000,23651918000,7586748000,,,,800000000,,,8391445000,,0,,,593283000,1.44357E+11,9655302000,,16935000,3095000,1.61246E+11,-8740000000,2753007000,2019-1-1,10180483000,CNY,合并,年度报告,年度报告,10009910
,31597633000,2019-12-31,,,13758648000,,,100000000,,,859140000,,,,0,,6807000,,,,,3990100000,,162795000,1900000000,33491306000,0,,,882589000,,0,,0,14764958000,172416000,9890546000,2020-4-22,0,0,,,1313623000,1,2589979000,,2019-12-31,,,31520675000,12275717000,,,31014831000,,,,,574795000,,20602251000,0,1970631000,85447365000,172416000,0,,,822407000,,,0,,,,45976997000,,,,0,45909439000,2020-4-22,,69860000000,2004284000,13758648000,12246771000,2356225000,,,,100000000,2421457000,,3113397000,,0,2421457000,1200000,67558000,70682407000,4872689000,,,,83443081000,,869869000,2019-1-1,-14379364000,CNY,合并,年度报告,年度报告,10051935
4338273000,3.78345E+12,2019-12-31,,499875000,1.67449E+11,,,,,,26263258000,,,,0,,13754000,6726395000,,6726395000,,28148089000,,7561639000,,2.80031E+11,0,,,,,0,2909188000,0,-36439440000,2909188000,37638813000,2020-3-30,0,0,1599359000,34959774000,6912970000,1,37696099000,,2019-12-31,,,2.91576E+11,62634581000,,,3.75426E+12,5911958000,,,,29168894000,,1.68803E+11,0,-11544555000,2.39916E+11,,0,,,9258333000,,,0,,,,3.7263E+12,,,,0,3.72162E+12,2020-3-30,,2.67097E+11,12437943000,1.67449E+11,46944014000,9305201000,1383590000,,4338273000,1383590000,1599359000,,35459649000,,0,,,4682639000,2.76356E+11,28148089000,,144117000,,2.27478E+11,,7809296000,2019-1-1,57145079000,CNY,合并,年度报告,年度报告,10053837
5352818450,5.34667E+12,2019-12-31,,,14715960009,,,2668769428,,,625526762.9,,,,0,,791475.13,,,,,6616888494,,510851324.8,,34763234982,0,,,,1425526570,0,,0,-982866365.5,,19025648290,2020-4-28,0,0,4859983636,,628490104,0,1414251518,,2019-12-31,,,42415836848,6957957482,,,5.34354E+12,,,,,3126546346,,24986388581,0,-7652601866,1.37579E+11,,0,,,742215385.5,,,0,,,,5.33699E+12,,,,0,5.33639E+12,2020-9-8,,1.3782E+11,,14715960009,20103179636,1077531346,,,5352818450,2668769428,5272577672,,4484765749,,0,412594036.9,,599166583.1,1.38562E+11,6616888494,,33559499.67,,1.37579E+11,689000000,829299686,2019-1-1,9679440078,CNY,合并,招股意向书,年度报告,10043863
2840687000,1.92231E+11,2019-12-31,,,,,,,,,2143895000,,2.4986E+11,,0,,56207000,,,,,9144989000,,991234000,,1.11302E+11,0,,,,,0,,0,13885230000,,34637437000,2020-3-27,0,0,,,5337261000,1,,,2019-12-31,9887711000,198777000,87450705000,34552498000,,,1.79248E+11,,,,,12926435000,,56609846000,0,23851259000,2.66528E+11,,0,,,2709435000,,,0,,,,2.44083E+11,,,,0,2.43246E+11,2020-3-27,,,,41085799000,20533230000,-14104207000,,,2840687000,,20508603000,,14189755000,4122143000,0,20508603000,,837524000,2.52643E+11,9144989000,,12102000,73484000,2.5664E+11,896698000,6130484000,2019-1-1,-51852798000,CNY,合并,年度报告,年度报告,10141741
,1.37969E+11,2019-12-31,,106091000,,,,,,,1131969000,,50103000,,0,,46703000,,,,,,,739722000,,50298408000,0,,,,,0,,0,3995778000,,14267072000,2020-5-6,0,0,,9134980000,3067018000,0,,15378235000,2019-12-31,,,53010133000,16828613000,,,1.36498E+11,,,,,1423578000,,36019010000,0,-2711725000,1.08757E+11,,0,,1450378000,1530790000,,,0,,,,1.43606E+11,,1990568000,,0,1.43235E+11,2020-12-30,,1.0318E+11,,22595197000,9958679000,-4308393000,,,,,1086964000,,9241071000,,0,,,371392000,1.04761E+11,,,44726000,,1.08757E+11,9047912000,1560497000,2019-1-1,-5637172000,CNY,合并,招股说明书,年度报告,10008291
13794000000,8.22335E+11,2020-12-31,,,,1701000000,,26836000000,,,1.08542E+11,,3331000000,,0,,39000000,,,1701000000,,,,7106000000,,1.13248E+12,0,3015000000,,,,0,,0,23857000000,,4.0242E+11,2020-3-26,0,0,,,33549000000,1,,,2019-12-31,28020000000,,1.10604E+12,3.04361E+11,,,7.00567E+11,,,,,1.21729E+11,,7.03627E+11,0,26443000000,80560000000,,0,,,21212000000,,,0,36545000000,,,9.96049E+11,,,,0,9.89315E+11,2021-3-30,,,,6.3767E+11,2.80348E+11,-1.22072E+11,,,50339000000,26836000000,1.60859E+11,,1.37344E+11,20784000000,0,,,6734000000,56703000000,,,1342000000,,52540000000,,45801000000,2019-1-1,-1.73714E+11,CNY,合并,年度报告,年度报告,10092840
