CAPITALRESERVE,SETTLEMENTPROVISION,LTACCOUNTPAY,BILLREC,LLIABOTHER,OTHERPAY,LASSETOTHER,LOANADVANCES,INTERESTPAY,SPECIALRESERVE,SELLBUYBACKFASSET,REPORTDATE,LIABOTHER,ADVANCEPAY,LTREC,SUMLLIAB,SUMLASSET,OTHERREC,ANTICIPATELIAB,NONLLIABONEYEAR,GENERALRISKPREPARE,SUMASSET,TRADEFLIAB,MONETARYFUND,DEFERINCOMETAXASSET,MINORITYEQUITY,OILGASASSET,ACCOUNTPAY,SUMLIABSHEQUITY,SUMNONLLIAB,BUYSELLBACKFASSET,AGENTTRADESECURITY,BORROWFROMCBANK,COMMPAY,INVENTORYSHARE,OTHERLASSET,ENDDATE,SUMLIAB,BORROWFUND,ACCOUNTREC,PREMIUMREC,SHEQUITYOTHER,SUMPARENTEQUITY,DEFERINCOME,ESTATEINVEST,STARTDATE,PARENTEQUITYOTHER,NONLLIABOTHER,OTHERNONLLIAB,PRODUCTBIOLOGYASSET,INTANGIBLEASSET,RICONTACTRESERVEREC,DIVIDENDREC,ADVANCERECEIVE,STBORROW,SALARYPAY,SURPLUSRESERVE,NONLASSETOTHER,SHARECAPITAL,LTBORROW,DEFERINCOMETAXLIAB,RETAINEDEARNING,SUMSHEQUITY,ANTICIPATELLIAB,CONSTRUCTIONPROGRESS,INTERESTREC,OTHERLLIAB,LATESTNOTICEDATE,HELDMATURITYINV,OTHERNONLASSET,INVENTORY,ASSETOTHER,TAXPAY,FIXEDASSET,CONTACTRESERVE,SUMNONLASSET,BONDPAY,NONLASSETONEYEAR,LTDEFERASSET,FIRSTNOTICEDATE,GOODWILL,RIPAY,STBONDREC,DIVIDENDPAY,LTEQUITYINV,AGENTUWSECURITY,DEVELOPEXP,RIREC,SALEABLEFASSET,LENDFUND,BILLPAY,DEPOSIT,SUSTAINBOND,CLHELDSALEASS,OTHERCINCOME,FVALUEFASSET,LTSALARYPAY,PREFERSTOCBOND,CLHELDSALELIAB,SUSTAINBOND,DEFINEFVALUEFASSET,FVALUEFLIAB,DEFINEFVALUEFLIAB,PREFERSTOCBOND,OTHEREQUITYOTHER,OTHEREQUITY,DERIVEFLIAB,DERIVEFASSET,SHORTFINANCING,ACCOUNTBILLPAY,ACCOUNTBILLREC,OTHERNONFASSET,OTHCREDINV,OTHEREQUITYINV,CREDINV,DRAWINGEXP,CONTRACTLIAB,CONTRACTASSET,AMORCOSTFLIAB,HELDSALEASS,FVALUECOMPFASSET,AMORCOSTFLIABFLD,HELDSALELIAB,FVALUECOMPFASSETFLD,AMORCOSTFASSETFLD,AMORCOSTFASSET,MARGINOUTFUND,CURRENCY,REPORTSOURCETYPE,REPORTTIMETYPE,COMPANYCODE,COMBINETYPE,TOTAL_OTHER_RECE,FINANCE_RECE,TRADE_FINLIAB_NOTFVTPL,USERIGHT_ASSET,LEASE_LIAB,TRADE_FINASSET_NOTFVTPL,TOTAL_OTHER_PAYABLE,CONSUMPTIVE_BIOLOGICAL_ASSET
1030130734,,7663488.32,350000,,,,,,,,2019-12-31,,143834025.4,,699576813.8,2786766158,,,,,4512173619,,259194963.7,22312543.05,20638881.08,,238607588,4512173619,381330043.3,,,,,63963120,51302156.09,2020-9-30,1080906857,,392561610.5,,,3410627880,30911276.93,21139511.82,2019-1-1,,,,,103702026.2,,,32625551.71,86504544.81,88290500.91,170204832.4,,336648000,300853043.3,41902234.76,1933834465,3431266762,,137445863,,,2020-10-24,,43674110.96,777055327.4,,54131235.47,1359973135,,1725407461,,,5218013.13,2020-4-23,1413349.2,,,,,,,,,,125156000,,,,3772968.26,,,,,,,,,,,,,334275.95,,363763588,392911610.5,,,30528909.15,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10138644,合并,5455494.75,21863512.26,,,,1134814792,74261392.92,
3643188181,,,151452528.6,,,,,1339000,,,2019-12-31,,316256265.2,,5009468774,6175459070,,352906,25000000,,10419401538,,1235617693,52918603.7,211228108.4,,835319587.2,10419401538,361615125.3,,,,,369191858.5,12623348.88,2020-12-31,5371083899,,2802582160,,,4837089530,62625787.79,,2019-1-1,,,,,307784329.2,,,99564382.15,3435360000,25250259.84,54210588.74,,1667228611,,,-145564333,5048317639,,363087087.5,,,2021-3-30,,,994315100.7,,44056447.23,2387425795,,4243942468,298636431.5,,208169659.5,2020-4-30,778215310.5,,,875065.32,,,,,,,185614681.4,,,,-12781659.32,,,,,,,,,,,,,,,1020934269,2954034689,,,146341683,,,,,,146401502.9,,,42000000,,,,,CNY,年度报告,年度报告,10140440,合并,421355572.3,94854897.58,,,,,317303416,
13751695013,,4462189528,57296753.26,,,,,1977268.44,,,2019-12-31,,53018937.56,,9946363238,6999936865,,,1505167482,,37151081512,,4324449463,271429617.6,4239690929,,4082101908,37151081512,7992524864,,,,,,256129354.9,2020-9-30,17938888102,,758292894.3,,,14972502482,171923789.4,,2019-1-1,,,,,1650065893,,,71870721.7,1891193641,239897062.6,17039690.81,,1367663046,3218774488,139637058.3,-163895268.2,19212193410,,16483437567,,1894923675,2020-10-27,,635185769.7,845279985.8,,16794653.58,8207149944,,30151144647,,,498442941,2020-4-30,732194890.2,,,,1539851777,,133386246.5,,,,187672353.2,,,,,,,,,,,,,,,,,,,4269774261,815589647.6,,,,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10140240,合并,705469476.3,,,,,,56741741.05,
427314904.5,,19621283.55,50243983.69,,,,,77091.67,,,2019-12-31,,113664382.9,,453339665.4,868166777.9,,,,,1328038766,,223355613.2,6839491.18,,,194867951.2,1328038766,22336679.24,,,,,,14324651.34,2020-9-30,475676344.7,,78904521.37,,,852362421.4,2018191.04,,2019-1-1,,,,,63545802.04,,,53712685.57,58000000,17888944.88,36570182.91,,178806000,,697204.65,209671334,852362421.4,,,299258.05,,2020-10-27,,2935316.8,372863459.9,,7659708.48,319298529,,459871988.2,,,7252849.17,2020-4-14,,,,,,,,,,,112200000,,,,,,,,,,,,,,,,,,,307067951.2,129148505.1,,,60000000,,,,,,14510907.35,,,,,,,,CNY,三季度报告,年度报告,10140241,合并,299258.05,,,,,,9010375.28,
851959916.2,,,203843000,,,,,,,,2019-12-31,,51620345.75,,933172338.8,2389865539,,,103364427.8,,2623120273,,322732807,57953599.15,47352178.46,,349492236.7,2623120273,2012690.67,,,,,,43644094.22,2020-9-30,935185029.4,,886587157.1,,,1640583065,,,2019-1-1,,,,,5638713.36,,,90482219.65,346370587.6,1608630.59,34628458.35,,601572239.4,,2012690.67,153456516.2,1687935243,,,,,2020-10-29,,,877646740.1,,24807023.46,30302747.79,,233254733.7,,,4210488.5,2020-4-29,127728432.9,,,,4920751.94,,,,,,,,,,-1034065.21,,,,,,,,,,,,,,,349492236.7,1090430157,,,2500000,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10065359,合并,3791394.93,,,,,,17047212.94,
1112928821,,,,,,,,,,,2019-12-31,,70751519.34,,2266434605,2565617812,,,17000000,,5219894984,,435942692.6,99423986.34,20422319.6,,844673164.2,5219894984,783406297.7,,,,,94805867.69,67393829.68,2020-9-30,3049840902,,891382133.8,,,2149631762,294555581.4,4177128.88,2019-1-1,,,,,297760862.8,,,72474474.76,907473789,82931497.83,98834863.97,,350320801,474791458.7,14059257.53,688883334.4,2170054081,,257813409.5,,107370008.3,2020-10-30,,11646643.41,907855207.4,,22204855.71,1201239373,,2654277171,,,30285090.6,2020-4-29,103628844.7,,,,600082460.1,,,,,,132796055.7,,,,-6530190.68,,,,,,,,,,,,,,,977469219.9,891382133.8,,,48219371.74,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10142004,合并,24187734.41,166204830.9,,,,1899864.37,79510759.11,
3050073561,,,24076556.69,,,,,,5195215.33,,2019-12-31,,30492944.81,,467219933.6,1902510643,,,,,5070496766,,843372617.7,26122050.99,129188533.7,,102370952.9,5070496766,56492058.27,,,,,,30212236.34,2020-9-30,523711991.9,,343275241.7,,,4417596240,21994834.93,,2019-1-1,,,,,200169563.7,,,43030050.32,122226510.6,54359220.4,76993579.52,,462853503,,33236740.85,825334836.5,4546784774,,150361231.8,,,2021-1-7,,45090451.38,312089822.3,,60688707.31,695829870.9,,3167986123,,,13789695.53,2020-4-28,1678989527,,,,,,45032711.36,,,,32489723,,,,-2854455.26,,1260482.49,,,,,,,,,,,,,134860675.9,367351798.4,278883653.9,,33717366.89,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10142006,合并,5330385.22,123660837.8,,,,190000000,52054769.13,
2595556843,,30901317.42,24138639.15,,,,,,,,2019-12-31,,48156777.23,1842011488,2907321531,4578757244,,630054.36,71677152.2,,7844889732,,1332245109,97580906.45,75163661.27,,1457170243,7844889732,387386696.1,,,,,191598844.2,95615110,2020-9-30,3294708228,,1837690237,,,4475017843,,44031365.99,2019-1-1,,,166562964,,148681049.6,,,98495587.16,414920951.4,149736554.6,124743378.3,,1763253048,87820000,101472360.4,188282962.5,4550181504,,48170240.57,,83377258.01,2020-10-30,,8432083.9,715810472.7,,35312914.35,172925259.9,,3266132488,,300099737.4,8403015.3,2020-4-28,717963813.7,,,449024.55,73764654.96,,73198753.15,,,,416249728,,,,-5219544.91,,,,,,,,,,,,,,,1873419971,1861828876,,,30969855.86,,,,,,9785467.89,,,,,,,,CNY,三季度报告,年度报告,10143556,合并,122920439.4,92295254.32,,,,,180381143,
34792805.03,,,,,,,,,,,2019-12-31,,9911663.75,4674180.05,829002999.5,1135896983,,,2583062.81,,1723571479,,460893072.9,46056566.69,139655640.8,,287943263.8,1723571479,20400000,,,,,,9669502.81,2020-9-30,849402999.5,,514907457.4,,,734512838.8,,,2019-1-1,,,,,30477340.48,,,114058968.6,250429331,93433263.05,26927422.86,,430000000,20400000,,241740231.1,874168479.6,,,,,2020-10-28,,,111113636,,33578711.47,67993331.45,,587674495.8,,613000,4498388.46,2020-4-29,9129924.93,,,,384385995.4,,33958768.39,,,,,,,,1052379.78,,,,,,,,,,,,,,,287943263.8,514907457.4,1000000,,,5500000,,,,,,,,,,,,,CNY,三季度报告,年度报告,10127265,合并,28788650.39,,,,,,46976398.8,
849545652.3,,6055299.61,160479643.3,,,,,,,,2019-12-31,,257562040.5,,3941166073,4637549391,,,493241198.5,,9926635027,,425999422.6,63344992.26,202652338.8,,1088365092,9926635027,886538944.6,,,,,,49215254.07,2020-9-30,4827705018,,2403614959,,,4896277670,317675576.4,,2019-1-1,,,,,406434279.1,,16683678.16,211927154.1,692650729.4,30327379.26,371552920.2,,1081272100,562808068.6,,2619672420,5098930009,,173958117.6,,813231111.1,2020-10-31,,77999919.59,1067333338,,304656479.3,3732934276,,5289085636,,,34234785.78,2020-4-29,94757351.42,,,15594000,588375706.4,,39166038.24,,,,110677272.5,,,,-25765422.59,,,,,,,,,,,,,,,1199042364,2564094602,,,27880170,50000000,,,,,,,,,,,,,CNY,三季度报告,年度报告,10148570,合并,133304121.8,140040611.9,,,,,196089657.1,
1881085760,,,4056163.59,,,,,,,,2019-12-31,,97980723.34,,785489460.9,1733686554,,62697863.27,,,3579925067,,1025104979,6326518.01,256161496.1,,74323205.97,3579925067,248161829.8,,,,,49543539.49,174857120.1,2020-9-30,1033651291,,309278720.5,,,2290112280,414738.05,6025300.33,2019-1-1,,,400000,,181837895.3,,,166840731.9,310455325.4,27926364.43,30962021.65,,676914013,148121308.3,36527920.24,-249305975,2546273776,,,,,2020-10-30,,23818706.42,28605919.8,,46947473.77,38389507.33,,1846238513,,,14314696.02,2020-4-25,1485325889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74323205.97,313334884.1,,,90200000,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10142232,合并,88528747.75,,,,,5274180.12,158996359.4,
411478059.4,,30722371.2,126478803,,,,,,,,2019-12-31,,3818436.37,7810851.59,965030913.1,1031272994,,10456014.31,35361226.79,,1633310677,,250188701,34349631.7,-130060.16,,548714831,1633310677,52062695.69,,,,,,41689935.02,2020-9-30,1017093609,,462909161,,,616347128.3,10884310.18,,2019-1-1,,,,,23191790.76,,,13213784.27,157711834.3,30273941.93,25571701,,274327707,,,-56796709.72,616217068.2,,7590000,,,2020-10-21,,14713073.55,120300364.9,,7348316.26,384180534.4,,602037683.1,,,17189832.94,2020-4-22,,,,,91887080.76,,,,,,140000000,,,,-38233629.33,,,,,,,,,,,,,,,688714831,589387964,10000000,,11124887.39,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10193035,合并,23439303.05,2448289.42,,,,,32406978.57,
508827359.4,,,1497003.5,,,,656632262.8,,,,2019-12-31,,30587609.37,,2809308720,2950454863,,,72818.03,,6167316188,,2231204496,13858558.91,79865796.12,,98717412.11,6167316188,8914813.21,,,,,76640740,21747787.54,2020-12-31,2818223533,,559408187.2,,,3269226859,8822706.5,,2019-1-1,,,,,372693323.4,,,969218530.6,1088621732,440702192.4,365525676.1,,1128528738,92106.71,,1343920453,3349092655,,56935623.26,,,2021-3-30,,,21334194.48,,76208260.09,802867042.1,,3216861325,,,12518666.5,2020-3-26,671948658.9,,,862800,232761828,,91328225.86,,,,,,,,-934627.35,,,,,,,,,,,,,,,98717412.11,560905190.7,,,305317135.4,,,,,,,,,,,,,,CNY,年度报告,年度报告,10140533,合并,48575585.19,36100000,,,,,135767774.6,
2192933145,,10402.7,477267349.5,,,,,2357344.82,,,2019-12-31,,719695146.8,,5199951401,5548150859,,,124833.36,,14130817063,,1519483315,64831964.68,635768017.7,,1088861248,14130817063,734733007.9,,,,,199919800.7,58292034.07,2020-9-30,5934684409,,1533223842,,,7560364637,136451183.1,76704822.78,2019-1-1,,,,,1431146211,,,132770606.1,3262143817,147577278,466899566,,1775209253,495008130,103263292.1,3320689865,8196132654,,865740192.8,6349077.75,,2020-10-26,,444435045.3,876998722,,57087027.56,4591287526,,8582666205,,,2120896.12,2020-4-25,1079392775,,,,27006770.79,,,,,,131440000,,,,4552608.26,,,,,,,,,,,,,,,1220301248,2010491191,,,,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10140534,合并,60377423.64,156337836.2,1516779.36,,,146475189.9,378429812.6,
17616590.05,,16056181.04,1103940149,,,,,15705779.18,3533519.65,,2019-12-31,,27793247.3,,2075027280,1858576122,,24338548.78,149178333.3,,3335326306,,162676906.4,135096702.5,244407441.9,,122698686.9,3335326306,223529048.6,,,,,13429099.37,21291263.3,2020-6-30,2298556329,,218551886.6,,,792362535.3,35510037.84,,2019-1-1,,,,,101069601.2,,,4132466.68,1450457814,6114330.15,52139727.59,,1005743085,144000000,3624280.97,-298930743.9,1036769977,,16730673.14,,7119744.29,2020-11-17,,6677784.19,124764928.2,,57352081.3,720699855.4,,1476750184,,,1410726.28,2020-4-28,280632287.2,,,60013.68,94639201.69,,,,,,160754497.8,,,,25689456.31,,,,,,,,,,,,,,,283453184.7,1322492035,,,119793352,,,,,,,,,,,,,,CNY,半年度报告,年度报告,10136138,合并,54708907.72,143848172,,,,1000662.03,117219325.7,
332631938.4,,,,,,,,,,,2019-12-31,,47597816.45,,277728713.8,412918142.8,,291422.22,,,527594834.6,,112568021.3,849885.65,16341082.84,,22365266.31,527594834.6,479899.16,,,,,,13981026.61,2020-9-30,278208612.9,,43090734.29,,,233045138.8,,,2019-1-1,,,,,1862779.78,,,162733973.1,990000,4927630.31,27388843.16,,270000000,,188476.94,-396975642.7,249386221.7,,,,,2020-10-28,,,139609570.4,,3572145.43,1131448.34,,114676691.8,,,,2020-4-21,100832578,,,11025000,,,,,,,4842807,,,,,,,,,,,,,,,,,,,27208073.31,43090734.29,,,10000000,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10143724,合并,30830369.16,,,,,25240604.57,78296891.61,
1220871665,,,3200000,,,,,,6205447.4,,2019-12-31,,8986252.23,,570847340.9,2470545096,,10000,,,5249974853,,1632062523,6416013.72,157301926.5,,107561377.5,5249974853,2638878.32,,,,,,3071177.54,2020-12-31,573486219.2,,3393311.38,,,4519186708,1902733.76,68882446.58,2019-1-1,,,,,15052478.8,,,62916739.79,,1452388.37,204479666.6,,1315878571,,726144.56,1752303375,4676488634,,2446622.66,4510884.88,,2021-3-27,,,661427137.9,,67942828.27,1317162224,,2779429757,,,6573269.3,2020-4-29,,,,,1362896702,,,,,,,,,,19447981.99,,,,,,,,,,,,,,,107561377.5,6593311.38,,,,,,,,,,,,,,,,,CNY,年度报告,年度报告,10141921,合并,54926437.05,,,,,103478256.8,330974006.9,
626345590.8,,35000000,,,,,,2948183.01,,,2019-12-31,,,,580285289,952910911.4,,,256000000,,6511709568,,915745414,25973005.43,325428474.9,,6261270.75,6511709568,1948704909,,,,,,,2020-9-30,2528990198,,,,,3657290896,221568,10882311.61,2019-1-1,,,,,19874124.96,,,1834126.98,,12211669.47,227624468,,1350395121,1910012006,,1452925716,3982719371,,27501773,,,2020-10-28,,,705028.79,,21857536.2,5469748293,,5558798657,,,4819149.08,2020-3-21,,,,,,,,,,,,,,,,,3471334.94,,,,,,,,,,,,,6261270.75,,,,,,,,,,16400,,,,,,,,CNY,三季度报告,年度报告,10141922,合并,36444068.63,,,,,,282120685.6,
2934531398,,130054517.6,35914288.5,,,,,,,,2019-12-31,,165101541.3,,2197689276,4247977905,,,66000000,,8804983316,,273479314.2,33836261.12,166655082.7,,483245889.2,8804983316,1210267003,,,,,,228755921.8,2020-9-30,3407956278,,695337062.9,,,5230371955,68304170.42,54160676.17,2019-1-1,,,,5435463.79,268564754.5,,,32729024.16,1100000000,14989245.2,99728713.81,,766773200,100000000,13575000,1424780647,5397027038,,370601228.7,,,2020-10-28,,628080717.9,2813320742,,47306241,2212269304,,4557005410,898333314.8,,47238705.04,2020-4-25,466539005.7,,,,328985800.9,,44416953.9,,,,354901701.6,,,,4557995.18,,,,,,,,,,,,,,,838147590.8,731251351.4,,8200,96868339,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10143723,合并,36069034.66,,,,,,98517174.36,
8608423000,,433422000,,,,,2474354000,37871000,191815000,,2019-12-31,,343200000,51414000,19324535000,14062467000,,,558280000,306780000,71778991000,,6462804000,982254000,3659458000,,1081110000,71778991000,8022620000,,,,,,2734659000,2020-9-30,27347155000,,2248794000,,,40772378000,46839000,420976000,2019-1-1,,,19560000,,7276373000,,1882000,244170000,4255210000,68011000,2510227000,,13172848000,7063656000,459143000,15808408000,44431836000,,6252590000,,3041032000,2020-10-30,,506230000,481639000,,500313000,30767857000,,57716524000,,,38330000,2020-1-16,143364000,,,266536000,8279075000,,,,,,210461000,7140183000,,,173877000,,,,,,,,,,,,,,,1291571000,2248794000,235044000,,188940000,99723000,,,,,,,,,,,,,CNY,三季度报告,年度报告,10143815,合并,667906000,1123465000,,,,,2225765000,
1233569204,,316460159.4,18460957.01,,,,,28086878.21,,,2019-12-31,,153566073.1,29762612.39,5691766394,6905370274,,14464837.66,165248408,,18904149244,,2729533087,155235723.5,1391230007,,1115270461,18904149244,1749162454,,,,,551942127.9,94457737.88,2020-9-30,7440928849,,1078317776,,,10071990388,148850545.7,,2019-1-1,,,,168934043.4,1605286092,,,668004421,2652885024,301041037.2,493247516.2,,4195329495,650328499.8,19058411.89,4706058461,11463220396,,434308312,,,2020-10-24,,156633653.7,2297977728,,64340489.45,5980297090,,11998778971,600000000,,156637917.2,2020-4-25,272113359.7,,,12483722.72,2252801226,,404652239.1,,,,39337893.59,,,,-4272159.3,,,,,,,,,,,,,,,1154608355,1096778733,,,382116701.4,,,,,,123179350.7,,,,,,,,CNY,三季度报告,年度报告,10145120,合并,392793720.5,16293835.03,943240,,,790010,684695419.8,
411715373.7,,3290503.45,,,,,,24509.96,732228.35,,2019-12-31,,25765211.37,,1372067022,1426682767,,,37537605,,2662487832,,395401043.6,12047317.74,,,149540063.2,2662487832,53207345.9,,,,,,5623633.19,2020-9-30,1425274367,,441324657.1,,,1237213464,12472499.39,,2019-1-1,,,,,98729312.26,,,17401670.52,500506142.5,15875746.77,49127399.07,,480000000,37444343.06,,295684274.5,1237213464,,91604976.05,,,2020-10-28,,25155232,288101374.8,,5637119.23,981481496,,1235805064,,,,2020-4-10,26786730.35,,,,,,,,,,493570000,,,,-45811.43,,,,,,,,,,,,,,,643110063.2,441324657.1,,,,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10148616,合并,14255941.5,256210905.7,,,,,151998674.3,
135921784.4,,,,,,,,,,,2019-12-31,,122557508.1,,2668698805,4581765380,,,10012500,,7058918161,,1136888410,32123172.09,84232690.61,,161889666.6,7058918161,245443829.8,,,,,,4289816.84,2020-9-30,2914142635,,1553654699,,,4060542836,13492672.68,33196669.52,2019-1-1,,,,19149613.41,185047277.3,,,50905783.58,2201918726,13977819.61,328475567.5,,1411200000,212850729.2,19100427.95,2184908802,4144775527,,10887492.16,,,2020-10-28,,14000000,1006947091,,56863089.24,704435961.5,,2477152781,,,63160904.8,2020-4-30,20583856.73,,,,1056283877,,134562073.6,,,,81912612.87,,,,36682.61,,,,,,,,,,,,,,,243802279.4,1553654699,203721882.6,,,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10148617,合并,114433806,642994050.3,,,,,91218606.46,
2208022275,,60173895.5,,,,,,,,,2019-12-31,,17686096.38,,1009050492,3265458127,,,,,4588350433,,2171913395,55446149.6,400000000,,539064835.1,4588350433,156479371.6,,,,,,23577303.15,2020-12-31,1165529863,,571817864.3,,,3022820570,88990907.77,74951441.53,2019-1-1,,,,,118252409.3,,,14220769.14,31824175.17,41270699.56,66042375.57,,436722773,,7314568.36,311983903.6,3422820570,,624465795,,,2021-3-23,,3924397.2,215480635.2,,7227844.35,410797854.2,,1322892306,,,109762.51,2020-4-16,22944497.11,,,,,,,,,,274925122,,,,49242.71,,,,,,,,,,,,,,,813989957.1,571817864.3,,,12000000,,,,,,,,,,,,,,CNY,年度报告,年度报告,10148851,合并,10413167.85,98494802.78,,,,156074861.6,100517046.4,
3836699228,,,2529711.1,,,,,,,,2019-12-31,,1039557538,,9003204955,7729312475,,,917283412.5,,13698285210,,933307157.5,322290446,25188825.22,,2649796695,13698285210,502709834.5,,,,,61740082.5,321952388.7,2020-9-30,9505914790,,2855932771,,,4167181595,101741270.8,,2019-1-1,,,,,309472879,,,404015336.6,3417021737,151988714.7,84129911.7,,3441517719,354086792,46881771.68,-3156452525,4192370420,,800201581.9,,,2020-10-30,,127994147.3,2108209123,,52246509.21,3767416731,,5968972734,,,229389283.6,2020-4-29,125140580,,,,278063707.7,,,,,,359748142.2,,,,23027343.99,,,,,,,,,,,,,,,3009544837,2858462482,,,9003377.37,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10148712,合并,219131988.6,248691798.3,,,,,1051104407,
1354555395,,13041207.96,154079111.7,,,,,,,,2019-12-31,,33713109.64,,841349115.6,2645541211,,,,,4500961413,,555269899.3,22193419.84,168057018.4,,426566021.2,4500961413,62739722.51,,,,,,44239964.67,2020-12-31,904088838.1,,766166292.6,,,3428815557,29475403.47,36197017.76,2019-1-1,,,14367000,,102506498.4,,317535.62,4100737.16,160096678.2,14885951.9,225009698.7,,817114541,,5856111.08,1036611769,3596872575,,243250932.3,,,2021-3-26,,250463453.2,466932377.3,,12426414.79,891803421.5,,1855420203,,,,2020-3-27,145776992,,,,93880107.22,,,,,,121996315.1,,,,-4475846.94,,,,,,,,,,,,,,,548562336.2,920245404.2,,,69348360.45,,,,,,,,,,,,,,CNY,年度报告,年度报告,10142386,合并,15278537.75,,,,,609861917.8,101276997.3,
182173096.9,,,,,,,,4785,,,2019-12-31,,12608479.94,,35457302.38,528934166.9,,9808102.56,,,777965425.7,,8219960.38,,28714488.45,,9076073.53,777965425.7,139303998.6,,,,,,3875721.71,2020-12-31,174761300.9,,109229487.3,,,574489636.3,129495896,,2019-1-1,,,,,6423870.56,,,6680149.45,3000000,4822822.05,23370322.29,,1427193000,,,-1015365362,603204124.8,,,,,2021-3-20,,,2520350.28,,7688154.16,215841540.2,,249031258.8,,343104401.5,2099997.66,2020-4-30,5886259.38,,,,14852239.03,,,,,,,,,,-42881421,,,,,,,,,,,,,,,9076073.53,109229487.3,,,3927351.96,,,,,,,,,,,,,,CNY,年度报告,年度报告,10148852,合并,25375765.76,,,,,24000000,4190103.19,
3854415746,,1452479514,,,,,,35231380.32,12477438.44,,2019-12-31,,431225683,505564480.6,15092363065,14831536328,,617358043.1,1281421377,,28527611026,,5721492442,470625914.9,305385084.1,,2800390234,28527611026,5140470234,,,,,,633221318.4,2020-12-31,20232833299,,3888704283,,,7989392643,381448294.2,,2019-1-1,,,169992000,,760063877.6,,2084786.54,1804174970,4845677553,343815785.9,383578354,,1341675370,2388138137,31029874.95,2457399935,8294777727,,1025113020,,342004323.9,2021-3-30,,88035352.4,2780391891,,239295032.1,10405399609,,13696074698,100024371,700000000,292481841.9,2020-3-30,,,,30151224.75,148790602.1,,,,,,1654676567,,,,-60154200.93,,,,,,,,,,,,,42158862.29,,4455066801,3888704283,,,,,,,,,,,,,,,,,CNY,年度报告,年度报告,10148853,合并,343903886.3,290437961.8,,,,,1780907221,
22306722.99,,,19297110.46,,,,,,,,2019-12-31,,1945855.19,,469547129,492324057.8,,,78672592.62,,1766200609,,75031573.53,17736705.03,-526.04,,17952508.63,1766200609,12631741.62,,,,,,151826497.3,2020-9-30,482178870.6,,76601931.78,,,1284022264,10919961.8,38109200.64,2019-1-1,,,,,42876890.11,,,10432225.65,326749815,3844743.3,51431341.54,,840000000,480466.1,1231313.72,399793887.9,1284021738,,,,,2020-10-31,,,41537356.61,,6096843.1,135200955.5,,1273876551,,,1919003.49,2020-4-30,188397609.6,,,,557232726.3,,,,,,,,,,-29509688.43,,,,,,,,,,,,,,,17952508.63,95899042.24,,,292403460,,,,,,46000000,,,,,,,,CNY,三季度报告,年度报告,10151925,合并,50583732.96,,,,,29500000,25798400.7,
1544615593,,,,,,,171060283.8,60723.81,,,2019-12-31,,170510787.2,,518943086.9,1677290665,,,,,3153703320,,282018749.1,5053790.79,6401092.77,,134177648.1,3153703320,21886133.92,,,,,21040477.9,24974502.31,2020-9-30,540829220.9,,347879945.2,,,2606473006,,,2019-1-1,,,,,103655426.5,,,5662233.15,335300000,7976279.26,28677488.94,,529157876,,21886133.92,524530100.3,2612874099,,,559781.65,,2020-10-29,,45000000,492941754.8,,14274447.43,46568418.84,,1476412655,,263681.97,80218221.86,2020-4-27,480486579.1,,,,231791853.6,,22310644.54,,,,,,,,532425.5,,,,,,,,,,,,,,,134177648.1,347879945.2,131600000,,158667435.8,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10153815,合并,89865561.72,,,,,268835682.7,21552479.04,
876482483,,13446809.22,293986,,,,,,,,2019-12-31,,25606408.4,8227950,488333598.8,1710317009,,,29578969.12,,4140859202,,1404747895,2622214.04,6533518.13,,245765926.1,4140859202,45264034.31,,,,,,7193444.41,2020-12-31,533597633.1,,69955751.83,,,3600728051,31817225.09,,2019-1-1,,,,397176131.5,63744279.9,,,42719718.4,,81160908.3,248970973.9,,577045341,,,1898229253,3607261569,,134819962.6,,,2021-3-3,,14414433.37,161741480.6,,4213171.32,1413428109,,2430542193,,,71365091.43,2020-2-20,34462.96,,,,324709558.4,,,,,,56422206.27,,,,,,,,,,,,,,,,,,,302188132.3,70249737.83,,,,,,,,,,,,,,,,,CNY,年度报告,年度报告,10153947,合并,9581762.42,31196280,,,,,28472699.35,
