CAPITALRESERVE,SETTLEMENTPROVISION,LTACCOUNTPAY,BILLREC,LLIABOTHER,OTHERPAY,LASSETOTHER,LOANADVANCES,INTERESTPAY,SPECIALRESERVE,SELLBUYBACKFASSET,REPORTDATE,LIABOTHER,ADVANCEPAY,LTREC,SUMLLIAB,SUMLASSET,OTHERREC,ANTICIPATELIAB,NONLLIABONEYEAR,GENERALRISKPREPARE,SUMASSET,TRADEFLIAB,MONETARYFUND,DEFERINCOMETAXASSET,MINORITYEQUITY,OILGASASSET,ACCOUNTPAY,SUMLIABSHEQUITY,SUMNONLLIAB,BUYSELLBACKFASSET,AGENTTRADESECURITY,BORROWFROMCBANK,COMMPAY,INVENTORYSHARE,OTHERLASSET,ENDDATE,SUMLIAB,BORROWFUND,ACCOUNTREC,PREMIUMREC,SHEQUITYOTHER,SUMPARENTEQUITY,DEFERINCOME,ESTATEINVEST,STARTDATE,PARENTEQUITYOTHER,NONLLIABOTHER,OTHERNONLLIAB,PRODUCTBIOLOGYASSET,INTANGIBLEASSET,RICONTACTRESERVEREC,DIVIDENDREC,ADVANCERECEIVE,STBORROW,SALARYPAY,SURPLUSRESERVE,NONLASSETOTHER,SHARECAPITAL,LTBORROW,DEFERINCOMETAXLIAB,RETAINEDEARNING,SUMSHEQUITY,ANTICIPATELLIAB,CONSTRUCTIONPROGRESS,INTERESTREC,OTHERLLIAB,LATESTNOTICEDATE,HELDMATURITYINV,OTHERNONLASSET,INVENTORY,ASSETOTHER,TAXPAY,FIXEDASSET,CONTACTRESERVE,SUMNONLASSET,BONDPAY,NONLASSETONEYEAR,LTDEFERASSET,FIRSTNOTICEDATE,GOODWILL,RIPAY,STBONDREC,DIVIDENDPAY,LTEQUITYINV,AGENTUWSECURITY,DEVELOPEXP,RIREC,SALEABLEFASSET,LENDFUND,BILLPAY,DEPOSIT,SUSTAINBOND,CLHELDSALEASS,OTHERCINCOME,FVALUEFASSET,LTSALARYPAY,PREFERSTOCBOND,CLHELDSALELIAB,SUSTAINBOND,DEFINEFVALUEFASSET,FVALUEFLIAB,DEFINEFVALUEFLIAB,PREFERSTOCBOND,OTHEREQUITYOTHER,OTHEREQUITY,DERIVEFLIAB,DERIVEFASSET,SHORTFINANCING,ACCOUNTBILLPAY,ACCOUNTBILLREC,OTHERNONFASSET,OTHCREDINV,OTHEREQUITYINV,CREDINV,DRAWINGEXP,CONTRACTLIAB,CONTRACTASSET,AMORCOSTFLIAB,HELDSALEASS,FVALUECOMPFASSET,AMORCOSTFLIABFLD,HELDSALELIAB,FVALUECOMPFASSETFLD,AMORCOSTFASSETFLD,AMORCOSTFASSET,MARGINOUTFUND,CURRENCY,REPORTSOURCETYPE,REPORTTIMETYPE,COMPANYCODE,COMBINETYPE,TOTAL_OTHER_RECE,FINANCE_RECE,TRADE_FINLIAB_NOTFVTPL,USERIGHT_ASSET,LEASE_LIAB,TRADE_FINASSET_NOTFVTPL,TOTAL_OTHER_PAYABLE,CONSUMPTIVE_BIOLOGICAL_ASSET
2987373991,,,,,,,,,,,2019-12-31,,381045891.2,48272906.53,17584375841,25081372084,,3595057.74,2150677674,,30751317656,,4069790250,485163580.4,1071509054,,1285879559,30751317656,3657928703,,,,,198184502.1,902940568.8,2020-9-30,21242304544,,5202013703,,,8437504058,,545744815.5,2019-1-1,,,205983606.5,,105501016.1,,,8885290320,1676774252,143284283.3,438019773,,1047095025,2016339244,176055928.3,3672078458,9509013112,,10224289.97,7450709.59,2200792065,2020-10-27,,1751400067,12185212239,,257288959.5,778672532.7,,5669945572,1254620022,,17322966.72,2020-4-21,815135909.9,,,633404.72,250857597.5,,,,,,421557875.7,,,,491121313.2,,1334844.64,,,,,,,,,,,,,1707437435,5202013703,62409900,,799199289.2,40700,,,,,,,,,,,,,CNY,三季度报告,年度报告,10002596,合并,2306697100,33672331.33,,,,,562830852.8,
2348952643,,,,,,,,27994616.42,,,2019-12-31,,282959217.9,,11603287005,21676006971,,19551685.95,42205225.53,,24193651173,,5702155705,106993274.9,1621672304,,7780455965,24193651173,431601496.8,,,,,,17484129.22,2020-12-31,12034888501,,10924144259,,,10537090367,39538512.51,3736976.52,2019-1-1,,,158517687.8,,263783638,,,,348921806.5,182909133.3,607475648.4,,754502998,,46432922.28,6803705784,12158762671,,12116297.19,,,2021-3-19,,101324620,3356457583,,222334255.4,608648624.9,,2517644201,,,11136123.66,2020-3-28,203770428.5,,,,794837253.9,,60669863.41,,,,1623464588,,,,22453294.15,,941000,,,,,,,,,,,,,9403920553,10924144259,105000000,,33650648.67,,,68304955.11,3808800,,,,,,,,,,CNY,年度报告,年度报告,10002597,合并,241882885.6,1147114392,,211976451.9,166619688.3,,1334691076,
31993712.18,,,,,,,,68314338.8,,,2019-12-31,,2785985.42,1071554211,2001994886,4252659529,,,853900000,,5638870558,,15303374.71,37149829.79,,,281041958.8,5638870558,520481391.9,,,,,,17111.1,2020-9-30,2522476278,,7673418.49,,,3116394280,35481391.91,42872279.55,2019-1-1,,,,,26166749.42,,,12183470.27,765000000,1576059.86,196783187,,824791293,165000000,,2062826088,3116394280,,,,,2020-10-24,,20324233.04,4121428327,,6431540.69,187975903.6,,1386211028,320000000,100909965.4,167822.28,2020-4-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281041958.8,7673418.49,,,,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10005707,合并,4541347.5,,,,,,81861856.23,
464042408.3,,,682394535.7,,,,,,,,2019-12-31,,77468482.27,152630.26,5526835095,8966126040,,18110428.39,17352593.22,,10547268510,,2108564601,104086925.8,144951996.8,,2075031290,10547268510,1111509375,,,,,82157240,125087210.8,2020-12-31,6638344470,,4590026547,,,3763972044,103453311.4,,2019-1-1,,,30569633.49,,177116083.9,,,259480.48,1579728055,146496762.8,147071629.4,,1058283534,1388917.96,171189.87,2080699622,3908924041,,1090484.81,,56794487.6,2021-3-23,,186007182,1273865738,,45263877.92,783078174.3,,1581142470,924035778.8,500023.2,75062299.78,2020-3-24,91648800.54,,,1219440,115892288.7,,,,,,1187011838,,,,-44214715.4,,,,,,,,,,,140246805.4,,,,3262043129,5272421083,,,,,,109368391.2,,,,,,,,,,,CNY,年度报告,年度报告,10005708,合并,108218902,,3651350,47007600.45,33780114.83,,305876968,
463205862.8,,9019239.17,101473901.2,,,,,,10327408.22,,2019-12-31,,103901654,3351343.54,2740220600,4308684073,,,36961921.56,,7432183983,,1213527351,78045134.02,161363938.5,,837662021.8,7432183983,720627526.9,,,,,,40279517.26,2020-12-31,3460848127,,1312636241,,,3809971918,67343339.3,,2019-1-1,,,,,205906759.2,,,536894579.7,385506429.5,194862736.2,292947003.7,,745837804,510813049.9,84434812.88,2362891894,3971335857,,320786091.9,,,2021-3-27,,15919343.42,709219087.7,,43431944.8,746955242.5,,3123499910,,,2442166.42,2020-4-30,809810665.8,,,517125,290214657.6,,,,,,563047339.4,,,,-65238054.51,,49017085.7,,,,,,,,,,,,,1400709361,1414110142,484642567.6,,165375938,50000,,,,,11217184.31,,,,,,,,CNY,年度报告,年度报告,10005709,合并,55015595.07,25000000,,,,736413541.5,141853626.7,
193198576.2,,3790901.98,4580000,,,,,1301526.39,,,2019-12-31,,65704428.17,3802851,1261377306,1014917862,,,186043231.2,,3075044661,,380760910.4,4839685.34,47631932.83,,206565911.8,3075044661,316616591.9,,,,,,23728935.1,2020-9-30,1577993897,,155886683.9,,,1449418830,5876999.4,112000149.2,2019-1-1,,,,,110855171.7,,,126987520.1,456900000,66511690.71,117653288.1,,768692614,287823994.6,19124695.86,369874352,1497050763,,163624284.2,2388000,,2020-10-28,,138038349.2,337024333.7,,15607072.53,1016117010,,2060126799,,,20442213.97,2020-4-29,381709520.5,,,854484.34,71139701.96,,1219934.57,,,,100722622.4,,,,,,,,,,,,,,,,,,,307288534.2,160466683.9,,,16337926.8,20000000,,,,,,,,,,,,,CNY,三季度报告,年度报告,10005710,合并,32732570.35,,,,,14500000,102039256.8,
707042942.6,,5000000,628071192.7,,,,,,,,2019-12-31,,7660768.37,,298773923.9,5011241306,,,,,5927795521,,1481706244,64346470.44,-1218027.22,,33039281.48,5927795521,17378999.75,,,,,199999764.8,45160803.08,2020-9-30,316152923.6,,293870715.5,,,5612860625,12378999.75,,2019-1-1,,,,,50241301.78,,,24747498.39,,35326232.35,23813477.29,,945609943,,,4136394027,5611642598,,51705627.22,,,2020-10-31,,16052600.1,331682953.3,,5129147.72,557145888.9,,916554214.9,,,2532473.03,2020-4-29,23114617.87,,,2000000,148915235.5,,,,,,,,,,,,,,,,,,,,,,,,,33039281.48,921941908.2,,,2500000,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10005711,合并,131088629.4,,,,,2092000000,200531763.9,
1959430878,,39118021.13,,,,,,,,,2019-12-31,,43731146.85,5000000,933321222.8,1803855720,,,66719605.31,,3288998668,,828264223.5,,31956200.01,,153688275.3,3288998668,237815878.3,,,,,,157309514.7,2020-9-30,1171137101,,90956401.66,,,2085905367,4027857.19,,2019-1-1,,,188670000,,22339659.78,,,13359230.94,308900000,26426624.02,69030441.17,,695263035,6000000,,-637818987.7,2117861567,,253717378.2,,,2020-10-29,,18165326.12,645926258.3,,55141313.03,1045551666,,1485142948,,,140368918.1,2020-4-24,,,,,,,,,,,287737380.2,,,,,,,,,,,,,,,,,,,441425655.5,90956401.66,,,,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10005712,合并,3167514.53,34500660.22,,,,,21348793.99,
1414362782,,,48776373.01,,,,,459915.83,1405815.99,,2019-12-31,,14828951.62,,1409847390,1770488102,,,,,3831660039,,198212425.4,80022090.11,194019618.1,,491956014.6,3831660039,63268170.5,,,,,,180194549.1,2020-9-30,1473115561,,132764452.4,,,2164524860,,298708575.2,2019-1-1,,,,,743571435.5,,,48134591.01,248000000,75431998.41,120473392.4,,1418803318,800000,62468170.5,-796306912.3,2358544478,,179348850.4,849500,32131603.19,2020-10-28,,,196386549.4,,25644887.99,668476896.6,,2061171937,,,,2020-4-28,,,,,,,10223202.55,,,,397469000,,,,5786463.78,,,,,,,,,,,,,,,889425014.6,181540825.4,,,50820887.02,30000000,,,,,,,,,,,,,CNY,三季度报告,年度报告,10005713,合并,627743091.3,7739291.15,,,,363842418.6,91079295.18,
914507597,,,453493572.6,,,,,,,,2019-12-31,,28058344.9,,1671286617,1609985780,,,,,4450087380,,309050334.8,22391952.94,72469163.63,,518695066.8,4450087380,23881297.8,,,,,66567300,37685529.55,2020-9-30,1695167915,,384833994,,,2682450301,22007795.84,,2019-1-1,,,,,514411572.6,,,68494342.03,672810136.6,49910201.79,133474704.3,,689890000,,1873501.96,1011145300,2754919465,,75691255.88,,,2020-10-29,,11310106,362708271.6,,49912005.73,1243671678,,2840101600,,,38706257.26,2020-4-7,882918777.2,,,,,,,,,,68979501.53,,,,,,,,,,,,,,,,,,,587674568.4,838327566.6,,,51000000,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10005715,合并,15023006.04,18632726.02,,,,500000,242485362.7,
70360815.84,,,31681536.54,,,,,87689.95,16925570.32,,2019-12-31,,14569837.64,,116512841.7,713272025.8,,,,,957759707.1,,504901906.7,1553234.69,21984050.06,,27646309.45,957759707.1,6478929.88,,,,,,2269803.3,2020-12-31,122991771.6,,11546982.49,,,812783885.4,230000,,2019-1-1,,,,,27705391.02,,,17364422,6798600,29527429.9,139146905.6,,284905005,,6248929.88,283061194.8,834767935.5,,8955982.37,25956383.76,,2021-3-30,,7663123,49163512.87,,13043283.48,152064416.6,,244487681.3,,,789500.3,2020-3-31,225000,,,,8124908.2,,,,,,,,,,18384393.83,,,,,,,,,,,,,213900,,27646309.45,43228519.03,,,37406125.1,,,,,,,,,,,,,,CNY,年度报告,年度报告,10005716,合并,28441351.82,,,,,70483194.44,22132796.87,
8951925.58,,,300000,,,,,105978957,,,2019-12-31,,252784.52,,1546852701,40874625.85,,337786432,212593228.5,,66208282.17,,5309980.46,,,,330376046.5,66208282.17,536503688,,,,,,6072117.62,2020-9-30,2083356388,,19560490.27,,,-2017148106,,1101347.98,2019-1-1,,,,,21631712.09,,,36939860.52,519100465.1,34539509.62,40109318.76,,91190954,,,-2157400305,-2017148106,,,,,2020-10-31,,,2128982.38,,10063481.79,1982200.05,,25333656.32,198717256,,618396.2,2020-4-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330376046.5,19860490.27,,,,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10005717,合并,7250270.6,,,,,,403240108.5,
1596052628,,11580000,64427879.02,,,,,328400,,,2019-12-31,,159631621.3,,2482137479,3457998695,,,195200000,,5010417741,,652217511.7,22981495.96,128073041.2,,803161636.5,5010417741,140776771.8,,,,,73264427.22,22029616.61,2020-9-30,2622914251,,904284299.5,,,2259430449,16674237.84,58005531.42,2019-1-1,,,,,98633828.96,,,603338634.6,428350700.4,37826798.67,183994028.6,,538235280,103000000,9522533.97,11457699.86,2387503490,,17166307.82,,,2020-10-31,,,1309801611,,15688217.12,396326108.6,,1552419046,,,4766238.27,2020-4-30,714368073.4,,,928548.67,165422200.3,,,,,,358446297.6,,,,2955239.92,,,,,,,,,,,,,,,1161607934,968712178.5,,,74749261.44,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10005718,合并,70227785.91,209408905,,,,65969464.5,40125194.13,
1511760234,,,,,,,,,927898.92,,2019-12-31,,13661087.17,,960955396.8,2103822846,,7426968.04,,,4518707609,,906158939.7,97840579.63,-30073830.02,,579450646.3,4518707609,226508209.8,,,,,,47229667.44,2020-12-31,1187463607,,3731879.8,,,3361317832,135463868.8,,2019-1-1,,,,,83050157.19,,,134114769.4,,94482405.57,415634017.7,,895091926,,,549989678,3331244002,,29316672.44,2530.23,,2021-3-30,,,425336844,,6147642.12,2136668519,,2414884762,,,,2020-4-2,,,,,48563604.27,,8959794.38,,,,66000000,,,,-12085923.04,,83617372.96,,,,,,,,,,,,,645450646.3,3731879.8,,,10485435.94,,,,,,,,,,,,,,CNY,年度报告,年度报告,10005719,合并,41344442.36,666359985.8,,,,,80759933.38,
1424639074,,621122.97,11765716.91,,,,,396115.5,,,2019-12-31,,31021316.05,,1623380282,3403019964,,,71588184.4,,5709305579,,959893398.8,31891999.72,425175121.9,,877461545.5,5709305579,125225649.8,,,,,,68189310.12,2020-9-30,1748605932,,1498311454,,,3535524526,24736759.59,,2019-1-1,,,,,109876499.1,,,10429568.38,294536100,128978824.4,207105731.4,,536966000,90857200,9010567.24,1316956073,3960699648,,197252878.8,,,2020-10-30,,,750304257.8,,22837477.69,1832269130,,2306285615,,,36267218.66,2020-4-2,,,,104713.12,8680124.03,,411904.04,,,,200072791.3,,,,49857647.55,,,,,,,,,,,,,,,1077534337,1510077171,,,89635861.26,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10005720,合并,4846014.11,76553298.44,,,,2135198,17475790.18,
6772368958,,62650850.7,,,,,,,7199439.08,,2019-12-31,,321632325,,26936203982,21966107248,,,4433281224,,69548212726,,9809842196,267291748.5,307301546.8,,4845576351,69548212726,10360234256,,,,,,224868247.9,2020-9-30,37296438237,,1057808722,,,31944472941,170159955.9,61142434.46,2019-1-1,,,,,241274132.5,,,2335255666,8188392375,49989913.29,3072977051,,5696247796,10041634479,4022552.19,16543289923,32251774488,,1123755148,,,2020-10-30,,512510105.8,8482403136,,70816119.3,43562742177,,47582105478,,,2309999.46,2020-4-25,,,,,1629011679,,,,,,6077954209,,,,-147610224.8,,81766417.28,,,,,,,,,,18499598.45,435900,,10923530560,1057808722,,,182068053.7,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10005721,合并,105827443.5,1963289277,,,,,916438525.2,
6605140828,,2400121903,86242617.14,,,,,,,,2019-12-31,,417016564.7,1066212953,16082962756,13135219787,,41079162.21,1669935292,,44533854391,,3407619211,203602376.4,1789278710,,5059565698,44533854391,11615207137,,,,,39915924.09,1219202204,2020-9-30,27698169893,,6945367905,,,15046405788,291708592,34055504.49,2019-1-1,,,500000000,,9648775351,,,395559597.2,3239038271,153166154,565781054.4,,1430578784,7165590562,74871027.5,4987326255,16835684498,,14183348439,,696386674.3,2020-10-29,,882780606.5,678032346.6,,290071405.4,3114281713,,31398634604,1141835890,,255941399.7,2020-4-30,831059934.7,,,11924800.22,1095981515,,,,,,2788309096,,1495500000,,1994791.44,,,,,,,,,,,1495500000,,,,7847874794,7031610522,,,60334811.56,22260000,,,,,,,,,,,,,CNY,三季度报告,年度报告,10005722,合并,376057957,5680981.97,,,,,1790930569,
469696397.5,,,,,,,,31647323.88,,,2019-12-31,,771103216.4,,10103069986,9769069270,,2940000,142924000,,13515196139,,3961630456,103655848,38083157.7,,586130313.1,13515196139,879703642.1,,,,,,255820562.7,2020-9-30,10982773628,,681568415.3,,,2494339353,1414444.28,153280689.5,2019-1-1,,,,,1388170578,,,1043144441,1932500000,53568284.04,160776059.9,,1032675249,283843000,,856098385.2,2532422511,,196347979.9,,,2020-10-26,,21836817.51,3900236290,,98246651.34,252788235.9,,3746126869,591506197.9,,12576256.45,2020-4-30,1011411189,,,675152.67,253643075.8,,,,,,4922000000,,,,-24906738.17,,,,,,,,,,,,,,,5508130313,681568415.3,,,352416199.8,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10005725,合并,198710329.2,,,,,,1324556296,
2370208533,,417794012.4,,,,,,,4444169.1,,2019-12-31,,272064664.9,734367259.4,15015427284,3607580762,,,533344538,,30930421192,,558653989.3,276372488.9,125007839.2,,970510488.2,30930421192,4456772915,,,,,,279343095.5,2020-12-31,19472200200,,103032194.2,,,11333213154,714320878.1,,2019-1-1,,,,,1488259961,,,358834102.4,8408539383,65647680.07,711160661.2,,1464860778,85000000,341434600.2,6785505655,11458220993,,2888020061,,3034863288,2021-3-23,,380039956.1,1300886942,,229634285.3,21262786773,,27322840430,2898223425,,,2020-4-14,,,,,187993931.4,,,,,,228834000,,,,-2966642.98,,,,,,,,,,,,,,,1199344488,103032194.2,105000000,,,,,,,,,,,,,,,,CNY,年度报告,年度报告,10005726,合并,1084806938,8792938.93,,,,,1185219519,
740083090.1,,,6767813.06,,,,,228578.49,34772600.73,,2019-12-31,,42646627.3,,401550031.5,2259886830,,,,,2765688909,,141482631.2,24409613.1,83684312.09,,117727041.4,2765688909,57662926.84,,,,,,104815761.2,2020-9-30,459212958.3,,236035800,,,2222791639,518580.45,,2019-1-1,,,51336182.7,,12859603.7,,,695809,224916663.8,16264194.57,159252190.2,,980888981,,5808163.69,296549109.4,2306475951,,3652267.32,88725,22923633.41,2020-10-24,,,1651438545,,15275884.4,107526753.4,,505802078.8,,,,2020-4-24,,,,,338717257.6,,,,,,,,,,11245667.26,,,,,,,,,,,,,,,117727041.4,242803613.1,,,18636583.68,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10005727,合并,4396803.38,72302849.43,,,,,3746804.9,
1385759773,,36606430.84,1480000,,,,,844082.43,3929942.99,,2019-12-31,,13866337.1,,1447246445,1900598822,,21629860.5,25000000,,4375183941,,1124713084,20460052.49,-31655215.64,,575600228.8,4375183941,154215187.6,,,,,,33322886.87,2020-9-30,1601461633,,32636318.44,,,2805377523,41238156.85,,2019-1-1,,,,,909433407.9,,,22128933.96,590787485.4,34437334.08,88888916.7,,668401851,16913842.6,,663567039.8,2773722308,,81331348.08,,,2020-10-30,,70730141.55,589378673.7,,15801123.53,1363153886,,2474585119,,,6928421.83,2020-4-11,,,,2731118.62,19997861.29,,,,,,,,,,-5170000,,37826896.77,,,,,,,,,,,,,575600228.8,34116318.44,,,2550000,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10005729,合并,9432449.2,95769072.68,,,,,183491339.7,
95201287.63,,4400000,,,,,,37645396.59,,,2019-12-31,,16750879.92,,848099336.6,74602572.62,,9923987.32,603669702.1,,504478477.1,,8730861.71,,-437470.16,,33157288.17,504478477.1,15457320.64,,,,,,16400992.53,2020-9-30,863556657.2,,11852718.45,,,-358640709.9,1133333.32,,2019-1-1,,,,,253705776.1,,,11965173.01,,1917518.01,,,326760374,,,-780602371.5,-359078180.1,,12467822.03,,,2020-10-29,,,11284517.65,,17542076.86,146984187.1,,429875904.5,,,16718119.21,2020-4-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33157288.17,11852718.45,,,,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10005730,合并,9582602.36,,,,,,179847578.4,
130381548.6,,,,,,,,,,,2019-12-31,,11123306.96,,947294527.9,1278454866,,,84500000,,2583227514,,216922343.1,40545866.42,55865818.81,,256958630.2,2583227514,330635514.8,,,,,,78972044.05,2020-9-30,1277930043,,591342081,,,1249431653,116635514.8,731192.4,2019-1-1,,,,,82770291.24,,,452221.27,484450000,12475799.04,4790403.54,,1208455224,214000000,,-94133458.58,1305297472,,306795218.6,,2144222.66,2020-10-31,,43003600,344792927,,10750467.47,620594107.9,,1304772648,,,6755218.23,2020-4-29,,,,2002496,,,,,,,76790380.93,,,,-62064.72,,,,,,,,,,,,,,,333749011.1,591342081,,,203577153.7,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10005731,合并,8832733.53,26469430.32,,,,,18772806.34,
1458658299,,347985058.3,108460356.6,,,,,5439881.11,7208840,,2019-12-31,,119945059.5,993173206.6,3914395025,4738473953,,2000000,240501833.5,,8584163681,,732515285,60398757.35,711210493.6,,834509473.7,8584163681,1743727127,,,,,,743664239.2,2020-12-31,5658122153,,731270740.4,,,2214831035,267350170.1,1812653.16,2019-1-1,,,,,316709697.3,,,296697713.1,1861020679,74273744.29,94897076.48,,693370910,1122239668,3674511.38,-26669151.21,2926041529,,171841833.5,,83771683.98,2021-3-30,,92239701.92,1465902800,,42102541.76,2142200369,,3845689728,,466387064,19355454.18,2020-4-22,,,,6720700,1456927.4,,16817724.98,,,,386580664.8,,,,-12634938.95,,477719.26,,,,,,,,,,,,,1221090139,839731097,5329163,,24354239.27,,,,,,,,,,,,,,CNY,年度报告,年度报告,10005732,合并,50924829.05,288097425.3,,,,31306154.02,94936690.91,
1078326978,,248424173.6,100000,,,,,4398808.49,,,2019-12-31,,36392537.76,,6777265687,3894189636,,,1672676314,,17109127540,,442966210,78549122.8,-53722812.86,,1838801548,17109127540,1503981582,,,,,,219481491.4,2020-9-30,8281247270,,740884904.9,,,8881603083,755000,109698303.4,2019-1-1,,,,,962033693.2,,25035626.93,635329288.6,1440170918,288697680.1,641940426.9,,3919826352,,257047479.9,3219141903,8827880270,,761950759.3,,1000000,2020-10-31,,132806646.9,2225129216,,345291589.6,340000867.8,,13214937904,997754928.9,,84759301.17,2020-4-30,,,,,8636465975,,,,,,,,,,22367422.76,,,,,,,,,,,,,,,1838801548,740984904.9,197026026.6,2144657.53,1909502550,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10005734,合并,229235275.5,,,,,,555298348.7,
17308439.11,,,,,,,,,,,2019-12-31,,12387171.08,,1023044707,2530646346,,,,,3105501655,,2203622279,16412902.06,35412343.68,,217608965.6,3105501655,51458306.81,,,,,,1126998.37,2020-9-30,1074503014,,,,,1995586297,,,2019-1-1,,,,,296996836,,,665504266.8,,55309779.33,437540706.8,,978562728,,51458306.81,562174423.6,2030998641,,27850435.61,,,2020-10-26,,,313358445.2,,52705731.46,230366224.5,,574855309,,,319530.68,2020-3-28,,,,,2009380.13,,,,,,,,,,,,,,,,,,,,,,,,,217608965.6,,,,900000,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10005735,合并,151453.02,,,,,,31915964.11,
2484425630,,,28925000,,,,,435449.18,3746033.78,,2019-12-31,,28763250.48,,1790117913,2717618968,,,20144531.6,,8890595074,,662388136.8,20930955.63,19848232.39,,579763545.1,8890595074,115884474.9,,,,,400750083.3,119815620,2020-12-31,1906002388,,462117157,,,6964744454,29609721.93,18863742.32,2019-1-1,,,,,382371609.9,,750000,82274424.44,397173681.5,56853530.86,495187148.1,,1432730543,75000000,11274753.01,2949405442,6984592686,,532029520.3,1856550.18,,2021-3-30,,246031769.6,670215113.6,,122922965.3,4325532014,,6172976106,,,53837943.54,2020-4-17,485714229.1,,,,104164321.4,,,,,,,,,,-259.92,,,,,,,,,,,,,,,579763545.1,491042157,,,3500000,,,,,,,,,,,,,,CNY,年度报告,年度报告,10007135,合并,7247557.65,738147132.3,,,,,530985234,
7752172000,,121498000,,,,,4552146000,,,,2019-12-31,,633635000,1285891000,47952561000,72686306000,,234509000,2129687000,59244000,99241536000,,12157201000,1147411000,1271537000,,12276227000,99241536000,2865959000,,,,,839552000,7609436000,2020-9-30,50818520000,5712574000,21775480000,,,47151479000,401908000,126320000,2019-1-1,,,7371000,,3340383000,,,1280954000,8639175000,1292596000,3225142000,,8426246000,1302835000,713866000,29819628000,48423016000,,1104777000,,2421516000,2020-10-30,,150061000,14251743000,,1515468000,10618044000,,26555230000,,3653172000,76312000,2020-4-24,49445000,,,100744000,2985437000,,53525000,,,89909000,8018394000,,,,-1291401000,,83972000,,,,,,,,,,503030000,323728000,,20294621000,21775480000,258380000,,807098000,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10007136,合并,2787145000,1037461000,,,,8367396000,4162940000,
104163957,,17070275.25,706443175.2,,,,,254971.17,7437548.99,,2019-12-31,,291732249.8,,2060204950,3468259028,,,10000000,,4922366227,,1023879334,49955944.11,675043703.3,,747511035.9,4922366227,30731510.96,,,,,,2110742.73,2020-12-31,2090936461,,858080993.8,,,2156386062,8795782.99,14681362.6,2019-1-1,,,,,344092927.7,,,288154736.2,182137217,44997593.27,86072172.73,,1489320000,,4865452.72,466880143,2831429766,,40371806.24,,,2021-3-18,,46356858.65,567514421.4,,87134974.69,888126105.5,,1454107199,,228884.57,841178.18,2020-4-24,60249485.5,,,,,,,,,,648631351.1,,,,2512240.69,,,,,,,,,,,,,,,1396142387,1564524169,,,9431530.96,,,,,,,,,,,,,,CNY,年度报告,年度报告,10007137,合并,6448867.08,11820359.15,,,,,51638042.31,
248992789.4,,764612.99,4788566,,,,,149391.78,,,2019-12-31,,73919488.9,,1503252603,4020269449,,,240000000,,5025893655,,455888757.3,33085942.53,4252809.18,,40267678.34,5025893655,654585583.2,,,,,,8615995.13,2020-9-30,2157838186,,245354853.5,,,2863802659,,,2019-1-1,,,,,200760337.9,,,28235548.97,1060166510,75582351.08,228225316.5,,1131985440,650000000,3820970.24,1581514915,2868055468,,53993239.66,,,2020-10-31,,27767508.42,3196541415,,28147505.08,541990196.5,,1005624206,,,10949786.84,2020-4-30,15864059.19,,,,,,,,,,3600000,,,,-326915802.1,,,,,,,,,,,,,,,43867678.34,250143419.5,,,121213134.9,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10007138,合并,35160373.18,,,,,,27253009.73,
4744876261,,171483409.2,,,,,,1597325808,,,2019-12-31,,115982997.5,6182124320,17835614060,13256502430,,,150000000,,22298022373,,592892643.8,93979176.76,-162594692.7,,34872856.8,22298022373,4348089190,,,,,,6343428172,2020-9-30,22183703250,,3783519121,,,276913816.3,,,2019-1-1,,,1483900000,,4822485.33,,,106121085.2,9327052454,14338641.14,193147185.3,,2123749330,2172841357,,-6768996402,114319123.6,,,743999737.1,6131303518,2020-10-30,,770086666.7,1236266542,,121476119.9,149413581.8,,9041519944,519864423.4,,785343.32,2020-4-30,,,,187515315.7,891545169.2,,,,,,,,,,-15862557.91,,,,,,,,,,,,,,,34872856.8,3783519121,,,948763200,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10005528,合并,1184412954,,,,,,1950449384,
