NETPROFIT,FIRSTNOTICEDATE,INTEXP,INVESTINCOME,SURRENDERPREMIUM,TOTALOPERATEREVE,DILUTEDEPS,NONOPERATEREVE,NETCONTACTRESERVE,EXCHANGEINCOME,NONOPERATEEXP,PARENTOTHERCINCOME,COMMEXP,PREMIUMEARNED,SUMPROFIT,MINORITYCINCOME,COMBINEDNETPROFITB,INCOMETAX,MINORITYINCOME,TOTALOPERATEEXPOTHER,PARENTNETPROFIT,OTHERREVE,SALEEXP,BASICEPS,STARTDATE,PARENTCINCOME,POLICYDIVIEXP,SUMCINCOME,OTHEREXP,FVALUEINCOME,COMMREVE,FINANCEEXP,NETINDEMNITYEXP,OPERATEEXP,NONLASSETNETLOSS,INVESTJOINTINCOME,NETPROFITOTHER2,OPERATEREVE,OTHERCINCOME,TOTALOPERATEREVEOTHER,RDEXP,ASSETDEVALUELOSS,LATESTNOTICEDATE,OPERATETAX,OPERATEPROFIT,RIEXP,TOTALOPERATEEXP,INTREVE,MANAGEEXP,OPERATEPROFITBALANCE,MINORITYOTHERCINCOME,REPORTDATE,ENDDATE,MATURITYRECSALABLE,EFFECTIVECAFLHEDGING,INVESTEDCANTREC,OTHERCINCOMEOTHER,FVALUEOSALABLE,OTHERCINCOMEREC,CANTRECOTHER,INVESTEDREC,OTHERCINCOMECANTREC,RECOTHER,REMEDEFINEDBENEFIT,DIFFCONVERSIONFC,SUMCINCOMEOTHER,TERMINATIONONPROFIT,MIOTHERINCOME,CONTINUOUSONPROFIT,ADISPOSALINCOME,OFWINTREVE,CREDRISKFVALUE,OTHCREDINVCRED,OTHCREDINVFVALUE,OFWINTEXP,NETEXHEDGINCOME,CREDDEVALUELOSS,OTHEREQUITYINVFVALUE,FASSETRECOTHER,CURRENCY,COMPANYCODE,COMBINETYPE,REPORTTIMETYPE,REPORTSOURCETYPE,ACF_END_INCOME,CREDIT_IMPAIRMENT_INCOME,ASSET_IMPAIRMENT_INCOME
1790687864,2020-4-25,,85932500.32,,32657944785,0.71,57100904.12,,,73562564.89,-7102974.45,,,2305680016,89870747.41,,514992151.5,89870747.41,,1700817117,,230416442.4,0.71,2019-1-1,1693714142,,1783584890,,,,413589480.4,,26755300695,,85932500.32,,32657944785,-7102974.45,,242761582.5,,2020-4-25,1400007140,2322141676,,30224118184,,1182042844,0,,2019-12-31,2019-12-31,,,,,,-172974.45,,,-6930000,,,-172974.45,,,116531390.4,1790687864,,34527607.2,,,,433178178.4,,,-6930000,,CNY,10007150,合并,年度报告,年度报告,,-301819671,-12329144.57
159042286,2020-4-25,,226044279.3,,8150710057,0.09,20779067.32,,,13809533.01,-13901071.24,,,276444237.7,23254211.11,,117401951.7,24701264.89,,134341021.1,,2191391216,0.09,2019-1-1,120439949.9,,143694161,,-1114624.97,,151638076,,5470466594,,225503505.8,,8150710057,-15348125.02,,20355603.38,,2020-4-25,44070599.13,269474703.4,,8228599151,,350677061.9,0,-1447053.78,2019-12-31,2019-12-31,,,,,,-609028.72,,,-13292042.52,,,-609028.72,,,113791420.6,159042286,-2676852.17,29276968.26,,,,170870860.6,,,-13292042.52,,CNY,10007157,合并,年度报告,年度报告,,12825168.04,-1505593.74
95209088.79,2020-4-25,,-1032820.91,,9446620387,0.06,41047753.88,,,16294661.84,,,,123904069.1,-5891725.95,,28694980.26,-5891725.95,,101100814.7,,221155239.8,0.06,2019-1-1,101100814.7,,95209088.79,,,,269340074,,8639818740,,-5102958.51,,9446620387,,,115315689,,2020-4-25,51816507.16,99150977.01,,9589853092,,292406842.2,0,,2019-12-31,2019-12-31,,,,,,,,,,,,,,,302607077.3,95209088.79,49635276.81,11445760.34,,,,227884211.8,,,,,CNY,10004163,合并,年度报告,年度报告,,-70465259.34,-38360592.32
59506000000,2020-4-25,1.53244E+11,13571000000,,1.90688E+11,1.92,106000000,,312000000,153000000,2608000000,10749000000,,69817000000,596000000,,10311000000,595000000,-1000000,58911000000,1788000000,,1.95,2019-1-1,61519000000,,62115000000,1119000000,3765000000,35523000000,,,,,171000000,,1.90688E+11,2609000000,,,,2021-3-27,1946000000,69864000000,,1.20824E+11,2.97767E+11,43052000000,,1000000,2019-12-31,2020-12-31,,-1000000,,,,2363000000,,,245000000,645000000,,-41000000,,,485000000,59506000000,1470000000,,,,1760000000,,,74708000000,245000000,,CNY,10002252,合并,年度报告,年度报告,-309000000,,
2987713782,2020-4-25,,3033946016,,838331604.3,0.669,1590506.57,,,7703510.23,1468532.48,,,3020271212,40560790.49,,32557429.82,40560790.49,,2947152991,,15717501.53,0.6695,2019-1-1,2948621524,,2989182314,,,,288846266.7,,415909655.7,,3004781032,,838331604.3,1468532.48,,18874725.18,,2020-4-25,25185663.13,3026384215,,884213291.7,,119679479.4,0,,2019-12-31,2019-12-31,,,,,,1468532.48,,1413654.28,,,,,,,19878409.14,2987713782,375083.67,18110666.15,,,,297882959.1,,,,54878.2,CNY,10003984,合并,年度报告,年度报告,,-4937284.63,23003678.44
21540792.23,2020-4-25,,5138698.24,,177268383.9,0.09,643493.04,,,1020447.55,,,,28096872.58,-5886635.72,,6556080.35,-5886635.72,,27427427.95,,60419724.83,0.09,2019-1-1,27427427.95,,21540792.23,,3996630.14,,-5484094.47,,63601115.41,,,,177268383.9,,,503904.25,,2020-4-25,9823095.71,28473827.09,,162170868.2,,33307122.43,0,,2019-12-31,2019-12-31,,,,,,,,,,,,,,,2000769.61,21540792.23,7604141.36,6097655.77,,,,109971.58,,,,,CNY,10007191,合并,年度报告,年度报告,,-3636062.1,-1727865.93
115585280.7,2020-4-25,,,,3670966928,0.7,2924499.4,,,-601242.81,,,,121256117,4518854.1,,5670836.24,4518854.1,,111066426.6,,123761970.1,0.7,2019-1-1,111066426.6,,115585280.7,,,,42788616.85,,2996202456,,,,3670966928,,,119114339.9,,2020-4-25,17979851.18,117730374.8,,3502443522,,202596288,0,,2019-12-31,2019-12-31,,,,,,,,,,,,,,,39225598.61,115585280.7,-37755.64,30764548.23,,,,71456814.93,,,,,CNY,10007213,合并,年度报告,年度报告,,-39353819.97,-50627053.94
353395164.7,2020-4-25,,20028982.11,,2705396243,0.84,290859.5,,,2479412.41,320875.77,,,422410909.9,-6565392.71,,69015745.13,-6572074.89,,359967239.6,,574459474.8,0.84,2019-1-1,360288115.4,,353722722.7,,13642702.73,,-8970211.95,,1595507305,,5131313.95,,2705396243,327557.95,,55292117.69,,2021-3-26,21790613.1,424599462.8,,2323125386,,85046087.93,0,6682.18,2019-12-31,2020-12-31,,,,,,320875.77,,,,,,320875.77,,,17257508.78,353395164.7,2811773.29,16876854.05,,,,5141064.62,,,,,CNY,10007217,合并,年度报告,年度报告,,-892924.24,-10519436.6
83249158.89,2020-4-25,,-614841.48,,1290332663,,278637.6,,,584404.03,,,,101462838.4,3518658.43,,18213679.54,3518658.43,,79730500.46,,514163089.2,0.28,2019-1-1,79730500.46,,83249158.89,,3330,,6104025.81,,513694948.9,,-614841.48,,1290332663,,,46967585.53,,2020-4-25,8971224.7,101768604.9,,1185050138,,95149263.39,0,,2019-12-31,2019-12-31,,,,,,,,,,,,,,,1031312.3,83249158.89,30324.82,3248240.39,,,,9373803.42,,,,,CNY,10005860,合并,年度报告,年度报告,,-2509785.85,-1454260.16
111913399.9,2020-4-25,,4280562.11,,6959518488,0.0579,32014038.02,,,8185886.88,34603217.69,,,169436136,10437314.96,,57522736.14,10381680.08,,101531719.8,,91863993.25,0.0579,2019-1-1,136134937.5,,146572252.4,,-254834.25,,153211912,,5972583793,,1736690.22,,6959518488,34658852.57,,212281109.2,,2020-4-25,23383509.07,145607984.9,,6632443028,,179118712,0,55634.88,2019-12-31,2019-12-31,,,,,,3024761.44,,,31578456.25,,,3024761.44,,,33502531.63,111913399.9,4244947.89,6404966.61,,,,115455593.3,,,31578456.25,,CNY,10005870,合并,年度报告,年度报告,,-33733131.56,-189507551.4
177969012.8,2020-4-25,,219306534.3,,3256880896,0.22,9725375.53,,,11454265.12,129122.09,,,194332831.8,8276231.39,,16363819.02,8276231.39,,169692781.4,,123655539.1,0.22,2019-1-1,169821903.5,,178098134.9,,-30640093.97,,54382942.13,,2887729212,,197186027.1,,3256880896,129122.09,,620413.42,,2021-3-27,18780412.73,196061721.4,,3187219300,,102050780.2,0,,2019-12-31,2020-12-31,,,,,,,,,129122.09,,129122.09,,,,18022981.63,177969012.8,360090.47,7221191.55,,,,64832516.48,,,,,CNY,10005872,合并,年度报告,年度报告,,-15188455.16,-65460932.48
1386935598,2020-4-25,,20283655,,5722273431,2.28,9222724.41,,,2777675.92,143717834.8,,,1644593387,14143676.47,,257657789,12558774.65,,1374376824,,523062710.4,2.28,2019-1-1,1518094659,,1532238335,,-8436.66,,-44954130.36,,3190943251,,14407994.55,,5722273431,145302736.6,,119432087.4,,2020-4-25,45862422.35,1638148339,,4107510144,,273163803.3,0,1584901.82,2019-12-31,2019-12-31,,,54833605.17,,,1239533.12,,,142478301.7,159679.99,-839361.23,1079853.13,,2496646.22,13485664.01,1384438952,5180027.22,75027121.67,,,,31131145.29,,,88484057.72,,CNY,10007131,合并,年度报告,年度报告,,-1960219.1,-13595639.03
880550624.5,2020-4-25,,-33979709.36,,23760860873,0.63,850929.21,,,2053340.92,-68380752.35,,,1014042036,2764674.13,,133491411.2,2764674.13,,877785950.4,,10395820.19,0.63,2019-1-1,809405198,,812169872.2,,,,-64699542.33,,21646571261,,-28385746.28,,23760860873,-68380752.35,,218351084,,2021-3-30,37880719.58,1015244447,,22626263187,,777763844,0,,2019-12-31,2020-12-31,,,,,,,,,-68380752.35,,-68380752.35,,,,43801945.95,880550624.5,-2082404.88,96101983.49,,,,17801204.6,,,,,CNY,10004204,合并,年度报告,年度报告,,-62758757.7,-64334312.83
10798573.42,2020-4-25,,-12177912.54,,3041915899,0.0179,5401558.43,,,8620155.71,-1922937.53,,,49875498.58,-3108367.62,,39076925.16,-3108367.62,,13906941.04,,1138557119,0.0179,2019-1-1,11984003.51,,8875635.89,,-2301818.07,,46181779.9,,1108100201,,-7090518.98,,3041915899,-1922937.53,,112789552.2,,2020-6-17,38972177.71,53094095.86,,2726343205,,281742374.5,0,,2019-12-31,2019-12-31,,,,,,-14545.49,,,-1908392.04,,,-14545.49,,,32614398.8,10798573.42,361343.94,6612157.17,,,,51772647.34,,,-1908392.04,,CNY,10002532,合并,年度报告,年度报告,,419329.44,-281393939.6
-82244401.7,2020-4-25,,2792279.49,,132499432.1,-0.206,6305552.78,,,627730.39,31079.56,,,-85007521.73,-11956129.52,,-2763120.03,-11956129.52,,-70288272.18,,16803165.06,-0.206,2019-1-1,-70257192.62,,-82213322.14,,,,2055666.94,,100445396.5,,-506072.88,,132499432.1,31079.56,,8999899.28,,2020-4-25,1636335.7,-90685344.12,,178617178.5,,48676714.99,0,,2019-12-31,2019-12-31,,,,,,31079.56,,,,,,31079.56,,-46996296.28,1906746.6,-35248105.42,-236499.54,189832.48,,,,2647421.58,,,,,CNY,10004211,合并,年度报告,年度报告,,-1748757.24,-47281367.01
106525150.2,2020-4-25,,-10553434.03,,1343819998,0.13,592543.35,,,694749.98,6120299.91,,,168888950.9,150864.29,,62363800.7,150864.29,,106374285.9,,98768960.67,0.13,2019-1-1,112494585.8,,112645450.1,,,,43651236.02,,763539606.2,,-18442034.64,,1343819998,6120299.91,,,,2020-4-25,143093851.1,168991157.5,,1160514816,,111461161.8,0,,2019-12-31,2019-12-31,,,,,,,,,6120299.91,,,,,,170160.79,106525150.2,73740.06,16314358.92,,,,57516626.31,,,6120299.91,,CNY,10004217,合并,年度报告,年度报告,1163600.61,-1661094.67,-2343397.17
33232050.29,2020-4-25,,21169637.44,,1183465586,,3137344.68,,,4190971.5,885243.86,,,86725137.11,15223877.39,,53493086.82,15223877.39,,18008172.9,,45082708.48,0.04,2019-1-1,18893416.76,,34117294.15,,480200,,73198756.6,,885497689.6,,-3099411.15,,1183465586,885243.86,,,,2020-4-25,37208305.75,87778763.93,,1120142762,,79155301.06,0,,2019-12-31,2019-12-31,,,,,,,-759116.14,,885243.86,,,,,,,33232050.29,-33081.96,2956964.06,,,,71166366.97,,,1644360,,CNY,10634784,合并,年度报告,年度报告,,2800483.51,38700
383155801.3,2020-4-25,,-11125299.33,,6463262390,0.28,2761784.86,,,1384300.33,1341258.58,,,415065355.5,47533016.18,,31909554.16,47533016.18,,335622785.1,,88550172.42,0.28,2019-1-1,336964043.7,,384497059.9,,,,-31871307.71,,5539185787,,-2916079.77,,6463262390,1341258.58,,113101944.1,,2021-3-25,24120165.91,413687871,,6055589589,,322502827.5,0,,2019-12-31,2020-12-31,,,,,,,-55780.44,,1341258.58,,,,,,43935419.86,383155801.3,-34555.95,49471222.96,,,,16732228.42,,,1397039.02,,CNY,10002341,合并,年度报告,年度报告,-8265000,-26760494.29,
310411825.6,2020-4-25,,-20106276.49,,35902958481,0.136,27270495.14,,,2259858.79,-7512860.43,,,334430106.2,10966347.77,,24018280.53,10652463.74,,299759361.9,,164034041.9,0.136,2019-1-1,292246501.5,,303212849.2,,80584414.16,,241591067.5,,34624332637,,-34770005.45,,35902958481,-7198976.4,,51949672.28,,2021-3-25,65166988.02,309419469.8,,35501910867,,354836461,0,313884.03,2019-12-31,2019-12-31,,-7827684.98,,,,-7512860.43,,,,,,314824.55,,,8664550.9,310411825.6,,22330418.55,,,,300831140.8,,,,,CNY,10004021,合并,年度报告,更正公告,,7740838.3,-168511671.2
39639954.28,2020-4-25,,-4348429.55,,1178720034,0.094,175305.36,,,383604.13,985926.32,,,47194522.75,326962.16,,7554568.47,126380.64,,39513573.64,,100892209,0.094,2019-1-1,40499499.96,,40826462.12,,1202019.91,,-19002490.87,,899265395.6,,-814906.88,,1178720034,1186507.84,,102657780.3,,2021-3-27,7485241.39,47402821.52,,1139578522,,48280386.28,0,200581.52,2019-12-31,2020-12-31,,,,,,985926.32,,,,,,,,,25008231.45,39639954.28,-302511.98,20402011.09,,,,955806.82,,,,,CNY,10007253,合并,年度报告,年度报告,,2153105.79,-15451106.94
536367716.8,2020-4-25,,-133666020,,9137754087,0.17,8079270.66,,,5299047.16,308471124.2,,,901683378.7,183160346.5,,365315661.9,183032437.1,,353335279.7,,364526116.3,0.17,2019-1-1,661806403.9,,844966750.4,,84948059.96,,363661802.7,,6196934218,,-299783659.4,,9137754087,308599033.6,,21063501.44,,2020-4-25,1026499605,898903155.2,,8240816844,,268131600.6,0,127909.4,2019-12-31,2019-12-31,,,,,,-187384.54,,,308658508.8,,,-335396.12,,,46595612.32,536367716.8,214883848.1,42179067.27,,148011.58,,403702687.5,,,308658508.8,,CNY,10004046,合并,年度报告,年度报告,,-28429602.14,-182365985.4
709688245,2020-4-25,,264158197.7,,7421750259,0.323,19601633.25,,,23816427.21,,,,1000821188,-47500073.5,,291132943.2,-47500073.5,,757188318.5,,497488494.1,0.323,2019-1-1,757188318.5,,709688245,,176929274.4,,172055466,,5382058546,,188330516.5,,7421750259,,,,,2020-4-25,488100486.8,1005035982,,6826682388,,286979395.1,0,,2019-12-31,2019-12-31,,,,,,,,,,,,,,1111.35,4524200.47,709687133.7,150759.08,61319924.17,,,,128837416,,,,,CNY,10004053,合并,年度报告,年度报告,,-22361675.62,-13432644.38
28486289.42,2020-4-25,,5430995.64,,127072134.2,0.0492,4800000,,,1667697.9,,,,46177342.96,-86.17,,17691053.54,-86.17,,28486375.59,,0,0.0492,2019-1-1,28486375.59,,28486289.42,,,,-1387696.67,,44749716.95,,4000833.16,,127072134.2,,,0,,2020-4-25,15711892.66,43045040.86,,89458089.02,,30384176.08,0,,2019-12-31,2019-12-31,,,,,,,,,,,,,,,,28486289.42,,1398548.77,,,,,,,,,CNY,10004061,合并,年度报告,年度报告,,,
818384874.9,2020-4-25,,11147875,,14900141029,1.0909,365619.1,,,1544863.45,,,,1184725706,9155496.57,,366340830.6,9155496.57,,809229378.3,,1430170110,1.0909,2019-1-1,809229378.3,,818384874.9,,,,124963126.7,,9506762139,,,,14900141029,,,18218524.65,,2020-4-25,1709844433,1185904950,,13628418518,,838460184.2,0,,2019-12-31,2019-12-31,,,,,,,,,,,,,,,,818384874.9,-1375237.66,66637398.9,,,,181632833.9,,,,,CNY,10005742,合并,年度报告,年度报告,,-1949387.42,-93640810.96
-10252072.59,2020-4-25,,185837.25,,1373705459,0.004,35263370.21,,,1603050.12,-382074.87,,,3769459.22,-12295527.92,,14021531.81,-13176506.23,,2924433.64,,191595260.1,0.004,2019-1-1,2542358.77,,-9753169.15,,-344347.86,,36742748.86,,977549176.3,,,,1373705459,498903.44,,58561744.17,,2021-3-30,9221993.44,-29890860.87,,1395481688,,121810765.3,0,880978.31,2019-12-31,2020-12-31,,,,,,-339896.23,,,-42178.64,,,-339896.23,,,3133259.76,-10252072.59,-642843.22,472055.99,,,,34858946.76,,,-42178.64,,CNY,10005479,合并,年度报告,年度报告,,12754968.73,-23201506.64
1058954442,2020-4-25,,519673157.1,,16092240913,0.39,25501131.37,,,4442653.15,699115088.3,,,1285685445,285074603.5,,226731003.4,285074603.5,,773879838.5,,3624996.45,0.39,2019-1-1,1472994927,,1758069530,,128327.8,,495095381.8,,14695824745,,423472314.5,,16092240913,699115088.3,,,,2021-3-26,121617167.2,1264626967,,15366630634,,50468343.84,0,,2019-12-31,2020-12-31,,,315425.25,,,,,,699115088.3,,,,,,21819322.62,1058954442,2290162.41,12347282.2,,,,503208895.4,,,698799663,,CNY,10005489,合并,年度报告,年度报告,,444119.91,-5338401.73
1070970687,2020-4-25,,903223354,,2219578463,0.71,13837752.81,,,8423066.67,82391112.91,,,1147146026,24594018.28,,76175339.1,24594018.28,,1046376668,,57944089.72,0.71,2019-1-1,1128767781,,1153361800,,2946.3,,137772538.2,,1564336727,,893647604.9,,2219578463,82391112.91,,33531320.49,,2020-4-25,20554636.59,1141731340,,1994021052,,179881739.2,0,,2019-12-31,2019-12-31,,,,,,87412500.66,,86210058.96,-5021387.75,,,1202441.7,,,21833797.98,1070970687,-9192.93,17831132.88,,,,150289896.6,,,-5021387.75,,CNY,10005608,合并,年度报告,年度报告,,-7955455,-921521.7
1082120458,2020-4-25,,8234056.4,,14090067143,0.23,818633,,,18986574,,,,1476159412,126403380.9,,394038954.3,126403380.9,,955717076.7,,721815153.8,0.23,2019-1-1,955717076.7,,1082120458,,273420,,252451498.8,,10772781117,,8556824.11,,14090067143,,,24363917.27,,2020-4-25,253833468.8,1494327353,,12544563574,,519318418.2,0,,2019-12-31,2019-12-31,,,,,,,,,,,,,,,12332456.43,1082120458,177985.94,8826865.98,,,,259877731,,,,,CNY,10005643,合并,年度报告,年度报告,,-8390266.49,-63803868.79
945115498.1,2020-4-25,,44503374.55,,26788840656,1.238,18563477.93,,,101731531.2,,,,1444883928,-16221248.82,,499768429.9,-16221248.82,,961336747,,2919377351,1.238,2019-1-1,961336747,,945115498.1,,71421000,,-896804.55,,21258254115,,29467374.55,,26788840656,,,0,,2020-4-25,243902407.6,1528051981,,25332140357,,911503288.5,0,,2019-12-31,2019-12-31,,,,,,,,,,,,,,,8212216.81,945115498.1,-912000.13,282090178.2,,,,212929680.4,,,,,CNY,10004303,合并,年度报告,年度报告,,-447443.55,-51425464.73
1393398380,2020-4-25,,1258947047,,3088379592,1.1824,5041890.8,,,8366546.71,148418111.9,,,1479744958,-10241933.63,,86346577.57,-10241933.63,,1403640314,,1327230621,1.207,2019-1-1,1552058425,,1541816492,,26437710.24,,34734441.57,,958646732.1,,1246644513,,3088379592,148418111.9,,142897914.2,,2020-4-25,55569640.92,1483069613,,2940995464,,421916113.6,0,,2019-12-31,2019-12-31,,,77455749.34,,,70955734.15,,72812080.88,77462377.77,,,-1856346.73,,,114110015.7,1393398380,-189142.3,79377260.8,,,,113081367.5,,,6628.43,,CNY,10005562,合并,年度报告,年度报告,,-535594.12,-63084550.96
42187884.01,2020-4-25,,14280366.5,,418864406.5,0.25,146934.73,,,5641802.3,61333352.49,,,94149731.93,12354995.94,,51961847.92,5540179,,36647705.01,,5031998.99,0.25,2019-1-1,97981057.5,,110336053.4,,,,18296443.78,,190757888,,,,418864406.5,68148169.43,,,,2020-6-6,77321192.88,99644599.5,,336080511.6,,44672987.89,0,6814816.94,2019-12-31,2019-12-31,,,,,,,,,61333352.49,,,,,,680904.47,42187884.01,,3322060.02,,,,18957570.37,,,61333352.49,,CNY,10005593,合并,年度报告,年度报告,,1899433.58,
13481687.54,2020-4-25,,202161.39,,2156216693,0.0312,984698.79,,,4766335.46,,,,33947702.09,3591575.87,,20466014.55,3591575.87,,9890111.67,,349965286.6,0.0312,2019-1-1,9890111.67,,13481687.54,,2038671.6,,12969331.23,,1480905717,,-14020.64,,2156216693,,,,,2020-4-25,-554134.99,37729338.76,,2129654687,,286368486.4,0,,2019-12-31,2019-12-31,,,,,,,,,,,,,,,9004860.9,13481687.54,5430.62,6511719.89,,,,21191906.19,,,,,CNY,10004305,合并,年度报告,年度报告,,-83792.02,
15493303.55,2020-4-25,,46298705.78,,129912816,0.0194,320142.01,,,418986.3,1271200.39,,,15999464.27,-1934419.23,,506160.72,-1934419.23,,17427722.78,,16397244.37,0.0194,2019-1-1,18698923.17,,16764503.94,,-8476109.57,,-16114361.5,,163316110.9,,126707.04,,129912816,1271200.39,,5794995.28,,2020-4-25,741334.17,16098308.56,,285700517.2,,115565194,0,,2019-12-31,2019-12-31,,,,,,3426809.42,,,-2155609.03,,,3426809.42,,,150398656.8,15493303.55,-67333.61,13877889.16,,,,355830.01,,,-2155609.03,,CNY,10004340,合并,年度报告,年度报告,,-4992602.75,-11275306.9
17496139.06,2020-4-25,0,-17184.84,0,417878239.9,0.0139,831899.19,,0,1050169.16,0,0,0,27846852.08,3165365.54,,10350713.02,3165365.54,,14330773.52,,151300702.6,0.0139,2019-1-1,14330773.52,0,17496139.06,,0,0,3201220.47,0,106900301.8,,-17184.84,,417878239.9,0,,42979055.82,,2020-4-25,2276684.22,28065122.05,0,387011303.4,,80353338.56,0,0,2019-12-31,2019-12-31,0,0,0,,0,0,,0,0,,0,0,,0,6085465.91,17496139.06,-14819.14,74938.12,0,0,0,3428679.2,0,,0,0,CNY,10005464,合并,年度报告,年度报告,0,-6302458.3,-2552818.05
442478393.7,2020-4-25,,14737263.14,,3708545531,0.45,2945803.19,,,19043814.34,-453614.89,,,527297088.5,32109807.74,,84818694.83,32109807.74,,410368586,,1127255252,0.45,2019-1-1,409914971.1,,442024778.8,,,,64384103.7,,1463332164,,4521166.84,,3708545531,-453614.89,,204521925.8,,2020-4-25,35210858.73,543395099.7,,3178705741,,284001437.5,0,,2019-12-31,2019-12-31,,,,,,-453614.89,,,,,,-453614.89,,,37432240.4,442478393.7,-22610.16,8922187.81,,,,59839741.12,,,,,CNY,10033407,合并,年度报告,年度报告,,-19705131.57,-18886451.68
65124073.03,2020-4-25,,1501276,,2058412415,0.2191,1270504.32,,,1344049.74,4076059.28,,,97782804.4,12683602.85,,32658731.37,12683602.85,,52440470.18,,138016286.7,0.2191,2019-1-1,56516529.46,,69200132.31,,205740,,12598816.14,,1662276372,,949722.3,,2058412415,4076059.28,,65516442.74,,2020-4-25,8917171.45,97856349.82,,1992697476,,105372387.3,0,,2019-12-31,2019-12-31,,,,,,,,,4076059.28,,,,,,17311724.04,65124073.03,2917104.67,1169191.8,,,,23970580.01,,,4076059.28,,CNY,10097169,合并,年度报告,年度报告,,24597545.41,-14391979.29
362125625.2,2020-4-25,,15799186.36,,6288423897,0.51,8845612.8,,,2449848.05,222172.98,,,431842053.4,15439019.43,,69716428.23,15439019.43,,346686605.8,,112993883.1,0.51,2019-1-1,346908778.7,,362347798.2,,2291420.86,,55018573.86,,5540094449,,9708263.31,,6288423897,222172.98,,35384568.66,,2020-4-25,27466308.83,425446288.7,,5882447819,,111490035.2,0,,2019-12-31,2019-12-31,,,,,,222172.98,,,,,,222172.98,,,10830962.31,362125625.2,-175990.44,4279395.13,,,,48505254.58,,,,,CNY,10077410,合并,年度报告,年度报告,,2359848.57,-11635216.61
2260704565,2020-4-25,,33199676.51,,30834654530,0.88,4950546.95,,,4533450.34,23261261.16,,,2695090886,-92592906.95,,434386321.5,-88691041.24,,2349395606,,650794185.7,0.88,2019-1-1,2372656867,,2280063960,,-59789345.26,,134886779.4,,25164792618,,-6162676,,30834654530,19359395.45,,879866123.5,,2020-4-25,94606201.19,2694673790,,27926731278,,1001785370,0,-3901865.71,2019-12-31,2019-12-31,,,,,,23261261.16,,,,,,23261261.16,,,19660084.94,2260704565,-1219850.07,26670537.36,,,,142341566.8,,,,,CNY,10087429,合并,年度报告,年度报告,,-205096377.8,-3651.14
204250133,2020-4-25,,22768108.42,,3272553596,0.17,9106383.47,,,2657408.37,158062.64,,,282107802.8,-5838527.42,,77857669.72,-5838527.42,,210088660.5,,1284338946,0.17,2019-1-1,210246723.1,,204408195.7,,14940332,,11406735.54,,1253235230,,8535040.19,,3272553596,158062.64,,61282465.82,,2020-4-25,32936490.75,275658827.7,,2950767532,,307567663.9,0,,2019-12-31,2019-12-31,,,,,,158062.64,,,,,,158062.64,,,78869423.21,204250133,153204.17,2969237.86,,,,11964954.59,,,,,CNY,10092703,合并,年度报告,年度报告,,-21722324.25,-141135979.7
84642488.29,2020-4-25,,8142682.13,,3386147599,0.07,1528103.53,,,4657017.15,,,,95059484.42,-202858.31,,10416996.13,-202858.31,,84845346.6,,140096113.9,0.07,2019-1-1,84845346.6,,84642488.29,,111123.29,,81649533.56,,2899401279,,151618.87,,3386147599,,,102480907.1,,2020-4-25,15235168.25,98188398.04,,3322654806,,83791804.23,0,,2019-12-31,2019-12-31,,,,,,,,,,,,,,,52192502.08,84642488.29,49472312.17,5313603.04,,,,72996729.72,,,,,CNY,10094698,合并,年度报告,年度报告,,-12770054.01,-62452960.49
369653491.9,2020-4-25,,,,4058312882,0.6708,22110806.52,,,3401123.44,-668079.16,,,439314917.2,60621220.86,,69661425.3,60621220.86,,309032271,,238346983.9,0.6708,2019-1-1,308364191.9,,368985412.7,,,,99201664.88,,2413280786,,,,4058312882,-668079.16,,524612770.2,,2020-4-25,28481323.05,420605234.1,,3862114507,,558190979.6,0,,2019-12-31,2019-12-31,,,,,,-668079.16,,,,,,-668079.16,,,257513546.8,369653491.9,-283879.15,4868012.16,,,,80110684.27,,,,,CNY,10081732,合并,年度报告,年度报告,,-26890155.56,-5932652.23
52802474.74,2020-4-25,,11135473.65,,3101650196,0.0735,10436686.68,,,2329302.09,1680629.2,,,57434727.75,537569.4,,4632253.01,537569.4,,52264905.34,,99048384.11,0.0735,2019-1-1,53945534.54,,54483103.94,,-132317.99,,53049171.71,,2099480028,,-176195.75,,3101650196,1680629.2,,323615110,,2020-4-25,18109201.43,49327343.16,,3006508210,,413206314.1,0,,2019-12-31,2019-12-31,,,,,,1680629.2,,,,,,1680629.2,,,20018457.83,52802474.74,-83654.88,3483131.72,,,,55544952.54,,,,,CNY,10099805,合并,年度报告,年度报告,,-50319267.89,-26433334.2
1162382499,2020-4-25,328302372.9,1455111221,1466168813,11258396303,0.2831,2338609.1,4122400211,-711565.5,5724117.39,32630671.78,1194229064,8734821121,1320452946,528210176.1,,158070447.7,510201888.1,,652180610.6,,0,0.2831,2019-1-1,684811282.4,110881371,1213021459,,312853112.3,508259984.8,,1112951329,121307952.4,,236278214.7,,326630756.3,50638959.81,,21663629.95,,2020-4-25,8568470.27,1323838455,,10860437427,1688684441,2373964214,0,18008288.03,2019-12-31,2019-12-31,,,,,,25011834.28,,12475568.87,7618837.5,,,3056031.84,,,440310.53,1162382499,-1339918.18,,,327063.96,9153169.61,,,,7618837.5,,CNY,10083441,合并,年度报告,年度报告,,-840473581.3,
