NETPROFIT,FIRSTNOTICEDATE,INTEXP,INVESTINCOME,SURRENDERPREMIUM,TOTALOPERATEREVE,DILUTEDEPS,NONOPERATEREVE,NETCONTACTRESERVE,EXCHANGEINCOME,NONOPERATEEXP,PARENTOTHERCINCOME,COMMEXP,PREMIUMEARNED,SUMPROFIT,MINORITYCINCOME,COMBINEDNETPROFITB,INCOMETAX,MINORITYINCOME,TOTALOPERATEEXPOTHER,PARENTNETPROFIT,OTHERREVE,SALEEXP,BASICEPS,STARTDATE,PARENTCINCOME,POLICYDIVIEXP,SUMCINCOME,OTHEREXP,FVALUEINCOME,COMMREVE,FINANCEEXP,NETINDEMNITYEXP,OPERATEEXP,NONLASSETNETLOSS,INVESTJOINTINCOME,NETPROFITOTHER2,OPERATEREVE,OTHERCINCOME,TOTALOPERATEREVEOTHER,RDEXP,ASSETDEVALUELOSS,LATESTNOTICEDATE,OPERATETAX,OPERATEPROFIT,RIEXP,TOTALOPERATEEXP,INTREVE,MANAGEEXP,OPERATEPROFITBALANCE,MINORITYOTHERCINCOME,REPORTDATE,ENDDATE,MATURITYRECSALABLE,EFFECTIVECAFLHEDGING,INVESTEDCANTREC,OTHERCINCOMEOTHER,FVALUEOSALABLE,OTHERCINCOMEREC,CANTRECOTHER,INVESTEDREC,OTHERCINCOMECANTREC,RECOTHER,REMEDEFINEDBENEFIT,DIFFCONVERSIONFC,SUMCINCOMEOTHER,TERMINATIONONPROFIT,MIOTHERINCOME,CONTINUOUSONPROFIT,ADISPOSALINCOME,OFWINTREVE,CREDRISKFVALUE,OTHCREDINVCRED,OTHCREDINVFVALUE,OFWINTEXP,NETEXHEDGINCOME,CREDDEVALUELOSS,OTHEREQUITYINVFVALUE,FASSETRECOTHER,CURRENCY,COMPANYCODE,COMBINETYPE,REPORTTIMETYPE,REPORTSOURCETYPE,ACF_END_INCOME,CREDIT_IMPAIRMENT_INCOME,ASSET_IMPAIRMENT_INCOME
170074699.7,2020-4-15,,478233.49,,1915070926,1.4,0,,,1137770.13,-3066310.62,,,182471637.4,,,12396937.7,,,170074699.7,,86509135.96,1.4,2019-1-1,167008389.1,,167008389.1,,3562797.55,,-562663.9,,1404348746,,365066.82,,1915070926,-3066310.62,,197397087.4,,2020-4-15,5090901.84,183609407.5,,1739138343,,46355135.89,0,,2019-12-31,2019-12-31,,,,,,-3366310.62,,,300000,,,-3366310.62,,,30051278.96,170074699.7,0,4889479.58,,,,5637091.27,,,300000,,CNY,10470380,合并,年度报告,年度报告,,-13653235.98,-12762249.17
1235294618,2020-4-15,,133578823.9,,2489346726,2.0651,905420.33,,,273538.95,-1395.62,,,1360913838,,,125619219.5,,,1235294618,,164496797.7,2.0679,2019-1-1,1235293223,,1235293223,,4743195.36,,-10979316.89,,846367538,,-48490.42,,2489346726,-1395.62,,192193775.7,,2020-4-15,29957431.31,1360281957,,1277612634,,55576408.39,0,,2019-12-31,2019-12-31,,,,,,-1395.62,,,,,,-1395.62,,,15937454.15,1235294618,672213.27,3721148.59,,,,1162449.31,,,,,CNY,10495132,合并,年度报告,年度报告,,-4358885.44,-2024936.77
62571577.94,2020-4-15,,4916271.29,,655031758.2,0.52,2544527.42,,,1267323.31,30941864.99,,,83422096.45,213990.21,,20850518.51,213990.21,,62357587.73,,321258704.7,0.52,2019-1-1,93299452.72,,93513442.93,,,,-519367.05,,188820087.4,,,,655031758.2,30941864.99,,,,2020-4-15,2646614.39,82144892.34,,581341671,,69135631.57,0,,2019-12-31,2019-12-31,,,,,,455812.32,,,30486052.67,,,455812.32,,,4434021.7,62571577.94,0,3502966.34,,,,,,,30486052.67,,CNY,10183305,合并,年度报告,年度报告,,-10465.07,-885022.79
70284081.22,2020-4-16,,591120,,479650905.3,0.34,86738.09,,,883106.81,,,,79987117.76,,,9703036.54,,,70284081.22,,24239643.96,0.34,2019-1-1,70284081.22,,70284081.22,,,,5438714.84,,318667801.1,,,,479650905.3,,,20391376.1,,2020-4-16,5089913.34,80783486.48,,403154895.8,,29327446.46,0,,2019-12-31,2019-12-31,,,,,,,,,,,,,,,7169463.78,70284081.22,,272861.18,,,,3593977.09,,,,,CNY,10499272,合并,年度报告,年度报告,,-1107139.1,-2365967.68
135474211.3,2020-4-14,,-5781694.09,,578355544.1,0.94,134328.07,,,1234593.1,425822.18,,,161349865.8,,,25875654.45,,,135474211.3,,220272491.9,0.94,2019-1-1,135900033.5,,135900033.5,,63666.67,,-14911624.9,,55705791.05,,-6250389.98,,578355544.1,425822.18,,93754196.37,,2020-4-14,3747715.3,162450130.8,,428975702.2,,70407132.5,0,,2019-12-31,2019-12-31,,,,,,425822.18,,124152.54,,,,301669.64,,,22440052.28,135474211.3,449.92,13228884.32,,,,50251.01,,,,,CNY,10500735,合并,年度报告,年度报告,,-3652185.9,
383837909.7,2020-4-16,,,,3306617442,1.14,444344.83,,,3936780.31,206765.1,,,460048958.4,29710096.09,,76211048.65,29525550.6,,354312359.1,,586037229,1.14,2019-1-1,354519124.2,,384229220.3,,,,58407642.84,,1803979777,,,,3306617442,391310.59,,171062963.7,,2021-3-26,31231910.87,463541393.8,,2836882903,,186163379.9,0,184545.49,2019-12-31,2020-12-31,,,,,,206765.1,,,,,,206765.1,,,24357441.61,383837909.7,-68860.34,2301896.41,,,,57800747.18,,,,,CNY,10506160,合并,年度报告,年度报告,,-30481726.17,
154007311.5,2020-4-14,,5036018.18,,1332034205,0.49,358135.48,,,1409387.95,,,,191077640,,,37070328.53,,,154007311.5,,295951774.7,0.49,2019-1-1,154007311.5,,154007311.5,,,,592498.29,,748190391,,,,1332034205,,,41146810.47,,2021-3-30,11282878.11,192128892.5,,1154333960,,57169607.12,0,,2019-12-31,2020-12-31,,,,,,,,,,,,,,,23620305.91,154007311.5,-395847.52,509070.63,,,,,,,,,CNY,10508358,合并,年度报告,年度报告,,-12273874.45,-1557954.86
67461378.5,2020-4-16,,266299.32,,529584726,1.07,,,,545054.65,,,,75789047.75,,,8327669.25,,,67461378.5,,29204926.37,1.07,2019-1-1,67461378.5,,67461378.5,,,,1780207.58,,368496617.2,,,,529584726,,,27215055.26,,2020-4-16,4162869.04,76334102.4,,468078442.4,,37218766.97,0,,2019-12-31,2019-12-31,,,,,,,,,,,,,,,18524423.1,67461378.5,70520.98,102713.16,,,,1709331.73,,,,,CNY,10195230,合并,年度报告,年度报告,,-1397726.16,-2635698.5
26160244.6,2020-4-15,,5223780.79,,274816055.4,0.21,4081315.08,,,110709.29,3480.59,,,28693056.62,,,2532812.02,,,26160244.6,,26647329.2,0.21,2019-1-1,26163725.19,,26163725.19,,,,-1295944.12,,174662178.5,,,,274816055.4,3480.59,,21799347.88,,2020-4-15,3765639.54,24722450.83,,254340226.2,,28761675.18,0,,2019-12-31,2019-12-31,,,,,,3480.59,,,,,,3480.59,,,1097210.25,26160244.6,76581.55,1443181.26,,,,,,,,,CNY,10521858,合并,年度报告,年度报告,,34406.67,-2185357.57
75901269.49,2020-4-16,,1012989.66,,610967607.1,0.4841,343857.86,,,852975.46,,,,88264652.98,,,12363383.49,,,75901269.49,,26996912.72,0.4841,2019-1-1,75901269.49,,75901269.49,,,,2747187.26,,420039064,,,,610967607.1,,,20429851.42,,2020-4-16,2832552.47,88773770.58,,520451163.1,,47405595.25,0,,2019-12-31,2019-12-31,,,,,,,,,,,,,,,8921773.59,75901269.49,24159.1,601786.08,,,,3432453.34,,,,,CNY,10325831,合并,年度报告,年度报告,,-2063556.05,-9638039.65
149508562.3,2020-3-9,,15730817.69,,596622687.3,0.4162,25833.64,,,22289.36,18910.76,,,163373481.9,-332062.95,,13864919.59,-332062.95,,149840625.3,,31671847.89,0.4162,2019-1-1,149859536,,149527473.1,,,,-12446402.74,,330290605.4,,11177935.98,,596622687.3,18910.76,,54069769.23,,2020-4-30,2417203.8,163369937.6,,453625356.3,,47622332.7,0,,2019-12-31,2019-12-31,,,,,,39809.75,,,-20898.99,,,39809.75,,,4881431.82,149508562.3,,203340.84,,,,,,,-20898.99,,CNY,10400606,合并,年度报告,招股说明书,,-239642.86,
452081971.7,2020-4-15,,24694221.03,,2626651065,0.52,27404162.01,,,3711659.77,708193.96,,,558653131.4,12658655.79,,106571159.8,12658655.79,,439423315.9,,111708472.3,0.52,2019-1-1,440131509.8,,452790165.6,,-4012457.04,,-34364796.84,,1740262969,,-218765.33,,2626651065,708193.96,,117235084.4,,2021-3-26,27032203.65,534960629.2,,2126326997,,164453064.4,0,,2019-12-31,2020-12-31,,,,,,708193.96,,,,,,708193.96,,,14286155.51,452081971.7,8631.33,33887931.99,,,,7189094.88,,,,,CNY,10483992,合并,年度报告,年度报告,,-1316510.44,976520.42
69550504.61,2020-4-15,,772325.81,,349209451,1.32,42021.45,,,-351714.06,1087943.72,,,83714364.93,284433.67,,14163860.32,141392.64,,69409111.97,,38833205.85,1.32,2019-1-1,70497055.69,,70781489.36,,,,-174575.13,,183528520.3,,772325.81,,349209451,1230984.75,,11136846.07,,2020-4-15,4274896.82,83320629.42,,273248006.4,,35649112.53,0,143041.03,2019-12-31,2019-12-31,,,,,,1087943.72,,,,,,1087943.72,,,5213869.81,69550504.61,-9048,982232.57,,,,1803491.31,,,,,CNY,10489265,合并,年度报告,年度报告,,1488818.32,-106781.14
155838116.5,2020-4-15,,8695135.05,,4971330414,0.87,9000,,,625750,,,,182984083.3,,,27145966.71,,,155838116.5,,30135633.22,0.87,2019-1-1,155838116.5,,155838116.5,,310981,,28530683.46,,4611350700,,,,4971330414,,,102437387.2,,2020-4-15,6380146.87,183600833.3,,4794847004,,16012452.62,0,,2019-12-31,2019-12-31,,,,,,,,,,,,,,,6026584.68,155838116.5,380204.59,1072604.2,,,,29165051.64,,,,,CNY,10661934,合并,年度报告,年度报告,,-8295482.4,
119029332.2,2020-4-15,,5099309.22,,662029241.1,2.61,399510.53,,,374426.58,7953.95,,,129801253.6,,,10771921.42,,,119029332.2,,150446942.5,2.61,2019-1-1,119037286.1,,119037286.1,,403400.3,,4041286.18,,188199220.5,,,,662029241.1,7953.95,,107483859,,2020-4-15,9807274.57,129776169.6,,543838333,,83859750.3,0,,2019-12-31,2019-12-31,,,,,,7953.95,,,,,,7953.95,,,8466677.64,119029332.2,-2230.35,669497.42,,,,4974221.04,,,,,CNY,10669602,合并,年度报告,年度报告,,-2381895.27,
54560490.98,2020-4-15,,1969850.93,,782167255.5,0.8,18005.48,,,79233.73,,,,59847719.14,,,5287228.16,,,54560490.98,,25134365.62,0.8,2019-1-1,54560490.98,,54560490.98,,,,9185158.82,,586680828.5,,,,782167255.5,,,62051573.51,,2020-4-15,2088453.05,59908947.39,,726612339.1,,41471959.6,0,,2019-12-31,2019-12-31,,,,,,,,,,,,,,,10544878.15,,,328575.18,,,,7402341.77,,,,,CNY,10494296,合并,年度报告,年度报告,,-3213621.84,-4947076.23
106608055.9,2020-4-15,,4425074.06,,562866267.6,0.79,84794.85,,,1410021.88,1121860.03,,,124321190.7,,,17713134.77,,,106608055.9,,17632925.74,0.79,2019-1-1,107729915.9,,107729915.9,,,,-12580682.35,,370393700.1,,,,562866267.6,1121860.03,,22017803.12,,2021-3-26,4096604.82,125646417.7,,443823863.4,,42263512,0,,2019-12-31,2020-12-31,,,,,,1121860.03,,,,,,1121860.03,,,3687606.83,106608055.9,-147215.25,12159967.51,,,,1038447.24,,,,,CNY,10697194,合并,年度报告,年度报告,,-286518.22,-1074933.91
758899876.9,2020-4-15,,29128534.1,,4589898923,1.89,5415417.93,,,3221889.2,1413659.9,,,790817093.1,,,31917216.2,,,758899876.9,,1608174964,1.9,2019-1-1,760313536.8,,760313536.8,,7076127,,-123400301.8,,1276658375,,439642.24,,4589898923,1413659.9,,1140894231,,2020-4-15,53436559.45,788623564.4,,4147292109,,191528281.8,0,,2019-12-31,2019-12-31,,,,,,1413659.9,,,,,,1413659.9,,,319127051.9,758899876.9,,123619798.5,,,,,,,,,CNY,10143193,合并,年度报告,年度报告,,-8648739.14,-666223.18
148001477.8,2020-4-15,,2331250,,4129746036,1.94,10782.43,,,55855.76,-46901.81,,,145353285.2,,,-2648192.62,,,148001477.8,,202063698,1.94,2019-1-1,147954576,,147954576,,360071.08,,27254889.55,,3256180033,,,,4129746036,-46901.81,,361645466.8,,2020-4-15,7101926.42,145398358.5,,3982036061,,127790047.1,0,,2019-12-31,2019-12-31,,,,,,-46901.81,,,,,,-46901.81,,,12710079.2,148001477.8,,3954030.36,,,,6660819.06,,,,,CNY,10467399,合并,年度报告,年度报告,,-13803046.33,-3909970.71
234178922.8,2020-4-14,,-12537774,,1738628793,0.63,1158400.95,,,1341951.74,-7357.94,,,265923508.2,,,31744585.37,,,234178922.8,,76974600.84,0.63,2019-1-1,234171564.9,,234171564.9,,,,-26828490.45,,1133957124,,,,1738628793,-7357.94,,117088401.5,,2020-4-14,15209626.38,266107059,,1462857011,,146455748.8,0,,2019-12-31,2019-12-31,,,,,,-7357.94,,,,,,-7357.94,,,15286002.16,234178922.8,142134.8,20390241.51,,,,,,,,,CNY,10925258,合并,年度报告,年度报告,,-3616797.62,-8938289.17
103420827.6,2020-4-15,,1397260.27,,1231066880,0.62,1859097.89,,,2890754.11,,,,115376312.3,,,11955484.67,,,103420827.6,,17783383.63,0.62,2019-1-1,103420827.6,,103420827.6,,,,21743346.56,,958283410.7,,,,1231066880,,,59903432,,2021-3-25,5952677.3,116407968.5,,1116532724,,52866473.51,0,,2019-12-31,2020-12-31,,,,,,,,,,,,,,,3734837.05,103420827.6,628076.63,343759.09,,,,21949498.42,,,,,CNY,10939057,合并,年度报告,年度报告,,-1656888.02,-2229474.14
323848157.4,2020-4-14,,6095135.38,,1196645497,3.5,2246416.87,,,,-24460.26,,,377430721.9,,,53582564.43,,,323848157.4,,56524861.9,3.5,2019-1-1,323823697.2,,323823697.2,,,,826741.45,,684994710.4,,,,1196645497,-24460.26,,43897830.25,,2020-4-14,6427776.34,375184305,,825781769.5,,33109849.17,0,,2019-12-31,2019-12-31,,,,,,-24460.26,,,,,,-24460.26,,,1734890.9,323848157.4,,910283.1,,,,,,,,,CNY,10947277,合并,年度报告,年度报告,,-3012886.98,-496561.7
123828203.2,2020-4-15,,,,320820618,0.94,3363131.69,,,278614.63,327062.14,,,144137422.4,-71624.53,,20309219.24,-71624.53,,123899827.7,,14956376.35,0.94,2019-1-1,124226889.9,,124155265.3,,,,-1261030.4,,123956677.5,,,,320820618,327062.14,,19399710.27,,2020-4-15,2879894.88,141052905.4,,186493840.9,,26562212.29,0,,2019-12-31,2019-12-31,,,,,,327062.14,,,,,,327062.14,,,7058799.34,123828203.2,,-2168174.15,,,,,,,,,CNY,10434054,合并,年度报告,年度报告,,-332671.04,
67645350.02,2020-4-14,,879296.07,,603753103.9,0.72,299565.06,,,1116529.71,,,,78341658.42,1034300.59,,10696308.4,1034300.59,,66611049.43,,53715024.65,0.72,2019-1-1,66611049.43,,67645350.02,,32472.94,,713879.47,,430315927.8,,-294335.63,,603753103.9,,,15373766.65,,2020-10-13,3627695.88,79158623.07,,532255195.1,,28508900.73,0,,2019-12-31,2019-12-31,,,,,,,,,,,,,,,5532293.24,67645350.02,7000,169188.34,,,,331127,,,,,CNY,10437066,合并,年度报告,招股说明书,,2351735.39,-1142083.31
62413456.91,2020-4-14,,,,234084126.4,,264919.65,,,400,,,,72297203.61,38731.04,,9883746.7,38731.04,,62374725.87,,4100825.44,,2019-1-1,62374725.87,,62413456.91,,,,5139291.81,,119589520.3,,,,234084126.4,,,7422384.95,,2020-4-21,5480173.05,72032683.96,,162042858.4,,20310662.78,0,,2019-12-31,2019-12-31,,,,,,,,,,,,,,,1540000,,,425462.2,,,,4907343.75,,,,,CNY,10999181,合并,年度报告,招股说明书,,-92079.98,-1456504.1
174698349.7,2020-4-14,,187304.28,,1686950305,1.45,28109.59,,,132104.71,,,,190032915.3,,,15334565.6,,,174698349.7,,42187122.56,1.45,2019-1-1,174698349.7,,174698349.7,,,,6091168.14,,1233676990,,,,1686950305,,,123875627.3,,2020-4-22,13066738.5,190136910.4,,1500870051,,81972404.36,0,,2019-12-31,2019-12-31,,,,,,,,,,,,,,,7185513.75,,-83319.09,616489.94,,,,6224667.47,,,,,CNY,10000010036,合并,年度报告,招股说明书,,-3232841.94,
92173153.96,2020-4-15,,-1749888.35,,944032874.3,1.62,293461.17,,,1403337.94,,,,91014050.33,-47283.43,,-1159103.63,-47283.43,,92220437.39,,316256377.9,1.62,2019-1-1,92220437.39,,92173153.96,,,,-2813914.32,,288181908.1,,-1749888.35,,944032874.3,,,204539517.3,,2020-4-15,11690443.07,92123927.1,,902380036.7,,84525704.66,0,,2019-12-31,2019-12-31,,,,,,,,,,,,,,,59258869.29,92173153.96,94.73,7070039.28,,,,4138803.24,,,,,CNY,10000015511,合并,年度报告,年度报告,,-4152649.56,-2885336.65
60021564.87,2020-4-15,,1042539.07,,255014004.8,0.88,3660473.86,,,63685.69,,,,68689385.81,,,8667820.94,,,60021564.87,,20849486.27,0.88,2019-1-1,60021564.87,,60021564.87,,,,-4891593.57,,132178600.5,,,,255014004.8,,,17483002.37,,2020-4-15,2342608.47,65092597.64,,197079770.6,,29117666.55,0,,2019-12-31,2019-12-31,,,,,,,,,,,,,,,5990390.28,60021564.87,,4971193.72,,,,48024,,,,,CNY,10959852,合并,年度报告,年度报告,-31809.43,286112.72,-160678.63
143077038.2,2020-4-16,,1323069.42,,910261053.8,0.64,13028177.71,,,1579309.15,145664.64,,,164100588.9,,,21023550.69,,,143077038.2,,34658370.5,0.64,2019-1-1,143222702.8,,143222702.8,,,,16247933.53,,603295873.4,,,,910261053.8,145664.64,,38146109.15,,2020-4-16,8848366.11,152651720.3,,750070223.8,,48873571.1,0,,2019-12-31,2019-12-31,,,,,,145664.64,,,,,,145664.64,,,4067435.45,143077038.2,19954.32,1155896.73,,,,19527282.74,,,,,CNY,10534952,合并,年度报告,年度报告,,-5416972.44,-7532596.43
100424171.7,2020-4-13,,727899.72,,296879606.8,2.25,3423924.88,,,210000,,,,117725322.7,,,17301150.93,,,100424171.7,,1016391.24,2.25,2019-1-1,100424171.7,,100424171.7,,,,-160446.91,,143913858.3,,,,296879606.8,,,13370420.58,,2020-7-6,2610557.22,114511397.8,,180587715.3,,19836934.92,0,,2019-12-31,2019-12-31,,,,,,,,,,,,,,,3033889.04,100424171.7,-2531.29,216280.87,,,,6645.83,,,,,CNY,10000015548,合并,年度报告,招股意向书,,-5539751.19,
78176632.64,2020-4-14,,-1369606.88,,488570549.3,0.2172,907114.66,,,529930.88,,,,83556170.57,,,5379537.93,,,78176632.64,,27064864.59,0.2172,2019-1-1,78176632.64,,78176632.64,,,,-6562410.43,,266940171.6,,-2108374.56,,488570549.3,,,76583755.68,,2020-6-24,2463075.95,83178986.79,,409353252,,42863794.69,0,,2019-12-31,2019-12-31,,,,,,,,,,,,,,,11046158.38,78176632.64,28354.12,6655976.73,,,,,,,,,CNY,10092164,合并,年度报告,招股意向书,,-5743216.13,
269723615.6,2020-4-14,,-3379309.25,,6077903716,0.409,12141962.79,,,5338974,20825.75,,,408308585.8,-16504324.82,,138584970.2,-16504324.82,,286227940.5,,75017764.88,0.409,2019-1-1,286248766.2,,269744441.4,,-12851850.89,,235791601.6,,4968170384,,9113490.67,,6077903716,20825.75,,17526847.3,,2021-3-23,16074449.09,401505597,,5691691020,,379109973.1,0,,2019-12-31,2020-12-31,,,,,,-248123.72,,,268949.47,,,-248123.72,,,30950530.06,269723615.6,-1326131.39,15127555.01,,,,244852498.6,,,268949.47,,CNY,10004127,合并,年度报告,年度报告,,-6507548.75,8407211
2181034537,2020-4-17,,873438338.5,,43623680176,0.68,23977331.18,,,28059664.22,10693567.12,,,2787548671,45835743.52,,606514134.3,44248714.06,,2136785823,,21279111.41,0.68,2019-1-1,2147479390,,2193315134,,,,604898745.9,,38260760219,,23898066.07,,43623680176,12280596.58,,1637115662,,2020-4-17,102629489,2791631005,,41860363896,,1233680668,0,1587029.46,2019-12-31,2019-12-31,,,,,,16315336.39,,,-5621769.27,,22342.6,15898836.39,,,113382356.8,2181034537,51327468.08,105545045.9,,,416500,694134329.8,,,-5644111.87,,CNY,10004264,合并,年度报告,年度报告,,-9833439.52,
20204097.28,2020-4-17,,36668489.04,,1346633734,0.02,2176432.25,,,102554.09,5466340.25,,,32390375.92,-373041.24,,12186278.64,-373041.24,,20577138.52,,407813140,0.02,2019-1-1,26043478.77,,25670437.53,,2874798.16,,-33376306.04,,884885334.2,,7963849.4,,1346633734,5466340.25,,,,2020-4-17,6442825.19,30316497.76,,1352354047,,86589053.3,0,,2019-12-31,2019-12-31,,,,,,,,,5466340.25,,,,,,792787.45,20204097.28,87495527.98,33716372.23,,,,,,,5466340.25,,CNY,10004269,合并,年度报告,年度报告,,-56838563.16,-34956229.52
61632302.42,2020-4-17,,-68056.14,,745340799.1,0.1,81600.66,,,238974.04,337308.7,,,75754725.13,,,14122422.71,,,61632302.42,,325546575.5,0.1,2019-1-1,61969611.12,,61969611.12,,,,-6975191.9,,276742810,,-1621924.07,,745340799.1,337308.7,,23067451.54,,2020-4-17,11495017.82,75912098.51,,670863250.5,,40986587.56,0,,2019-12-31,2019-12-31,,,,,,337308.7,,,,,,,,,1137987.09,61632302.42,,7126833.26,,,,50491.92,,,,337308.7,CNY,10005691,合并,年度报告,年度报告,,4985119.73,-4620500.76
531436394.9,2020-4-16,,513215291.2,,1476684652,0.38,378045.08,,,51241560.28,35583463.45,,,803326253.7,-51384273.39,,271889858.9,-51384273.39,,582820668.2,,35598767.62,0.38,2019-1-1,618404131.7,,567019858.3,,-58731943.61,,247837642.6,,603741519.5,,220370043.6,,1476684652,35583463.45,,,,2020-4-16,148648364.6,854189768.9,,1098971009,,63144714.65,0,,2019-12-31,2019-12-31,,,,,,35583463.45,,,,,,35583463.45,,,19759244.09,531436394.9,,36492921,,,,290773041.4,,,,,CNY,10004066,合并,年度报告,年度报告,,-5020780.98,7254315.32
299495662.8,2020-4-17,,11191603.17,,1511902798,0.9217,2329268.04,,,1342733.18,,,,400947984.4,,,101452321.6,,,299495662.8,,383878342.9,0.9217,2019-1-1,299495662.8,,299495662.8,,,,-10534298.13,,336366813.5,,-2305109.17,,1511902798,,,9736442.97,,2020-4-30,241155547.3,399961449.6,,1107118172,,146515323.5,0,,2019-12-31,2019-12-31,,,,,,,,,,,,,,,1696715.84,299495662.8,-8322,10638624.65,,,,,,,,,CNY,10005699,合并,年度报告,年度报告,,505723.25,-18208896.39
537148103.2,2020-4-17,,26766606.49,,1785330954,1.7405,4605699.55,,,1493478.27,,,,715815006.8,18820172.7,,178666903.6,18820172.7,,518327930.5,,,1.7405,2019-1-1,518327930.5,,537148103.2,,5595833.36,,-1444211.8,,1018861206,,5444844.47,,1785330954,,,,,2020-4-17,47158349.52,712702785.5,,1116561549,,51986205,0,,2019-12-31,2019-12-31,,,,,,,,,,,,,,,11458995.35,537148103.2,62363.12,1914859.02,,,,131119.99,,,,,CNY,10004068,合并,年度报告,年度报告,,49581.61,
112252332.2,2020-4-17,,34055868.21,,10452454057,0.13,5765045.28,,,380378.26,,,,121432249.3,6307990.22,,9179917.07,6307990.22,,105944342,,52780869.1,0.13,2019-1-1,105944342,,112252332.2,,3542426.81,,1844509.57,,10070867885,,,,10452454057,,,98680535.53,,2020-4-17,12803868.7,116047582.2,,10377862111,,140884443,0,,2019-12-31,2019-12-31,,,,,,,,,,,,,,,15247920.13,112252332.2,-1002501.83,1594458.84,,,,3471217.93,,,,,CNY,10002416,合并,年度报告,年度报告,8734108.51,-650411.72,-9737664.93
243213027.7,2020-4-17,,97110020.7,,2670327894,0.25,3864217.79,,,31162765.82,,,,300801677.6,-21352.87,,57588649.87,-21352.87,,243234380.6,,154934.35,0.25,2019-1-1,243234380.6,,243213027.7,,,,101406151.7,,2198538594,,78367361.1,,2670327894,,,,,2020-4-17,23676556.71,328100225.6,,2436511615,,112735377.9,0,,2019-12-31,2019-12-31,,,,,,,,,,,,,,,438376.56,243213027.7,30206.49,4327351.86,,,,104020963.7,,,,,CNY,10005769,合并,年度报告,年度报告,,-594657.17,-2700000.12
44838596.36,2020-4-17,,59585375.71,,1945741772,0.0508,695768.23,,,8714276.62,585449.55,,,47968963.83,-4842397.1,,3130367.47,-4842397.1,,49680993.46,,46426990.97,0.0508,2019-1-1,50266443.01,,45424045.91,,44708732.86,,23029818,,1600287769,,-173498.91,,1945741772,585449.55,,126940094.6,,2020-4-17,30061511.76,55987472.22,,1985924213,,159178028.6,0,,2019-12-31,2019-12-31,,,,,,585449.55,,,,,,585449.55,,,22373606.46,44838596.36,-4933938.19,7371299.83,,,,30305756.58,,,,,CNY,10002544,合并,年度报告,年度报告,,-4540630.59,-21023232.66
944347475.1,2020-4-17,,308127934.1,,33843821481,0.46,8303796.28,,,8674590.73,-3668899.55,,,1117696660,156248468.2,,173349185,156331683.6,,788015791.5,,1024932266,0.46,2019-1-1,784346892,,940595360.1,,12939874.13,,470545214.7,,30780267804,,296361486.7,,33843821481,-3752115,,2850173.06,,2020-4-17,87567768.85,1118067455,,32964631629,,598468402.6,0,-83215.45,2019-12-31,2019-12-31,,,-393067.27,,0,-204948.89,,-204948.89,-3463950.66,,-3070883.39,,,0,51399711.97,944347475.1,4732188.27,22943111.85,,,,431982232,,,,,CNY,10005807,合并,年度报告,年度报告,,-88366193.04,-49955911.92
1109093627,2020-4-17,,12805212.88,,42887232440,0.5126,16234193.67,,,71906559.57,13786616.15,,,1305562660,259531462.6,,196469033.8,259743498.5,,849350128.2,,198948372.4,0.5126,2019-1-1,863136744.3,,1122668207,,-15928474.54,,684381312.9,,39109365896,,1894415.79,,42887232440,13574580.33,,144527440.2,,2020-12-22,171082795.5,1361235026,,41521780359,,1213474542,0,-212035.82,2019-12-31,2019-12-31,,,,,,2645515.72,,-1329708.74,11141100.43,-20665828.46,,24641052.92,,,55739363.55,1109093627,13701401.45,40004653.13,,,,681180074.1,,,11141100.43,,CNY,10005816,合并,年度报告,年度报告,,4327965.84,-74862523.69
4158838156,2020-4-17,,108808697.7,,39193679010,1.0236,80127022.08,,,45344537.52,-5732412.69,,,5590477819,703096977.5,,1431639663,699773147.4,,3459065008,,1606269980,1.0538,2019-1-1,3453332595,,4156429573,,137163652.2,,760394505.1,,28090840382,,55649297.31,,39193679010,-2408582.63,,71833239.04,,2020-4-17,1810773890,5555695334,,33628021540,,1287909544,0,3323830.06,2019-12-31,2019-12-31,,,,,,7062885.63,,,-12795298.32,4688140.15,,2374745.48,,,54929497.62,4158838156,-23729.5,147908774.5,,,,615837526.6,,,-12795298.32,,CNY,10002582,合并,年度报告,年度报告,,17115456.82,-327955710.9
1230591178,2020-4-17,,10940309.75,,5369034304,0.88,29201137.2,,,32245106.42,-3.92,,,1440569219,3617634.09,,209978041,3617634.09,,1226973544,,66691462.62,0.88,2019-1-1,1226973540,,1230591174,,,,18782694.24,,3503203390,,8041812.1,,5369034304,-3.92,,193057989.5,,2021-3-30,22598137.16,1443613188,,3949058938,,144725264.1,0,,2019-12-31,2020-12-31,,,,,,-3.92,,,,,,-3.92,,,8166529.07,1230591178,749542.32,10626639.69,,,,20729561.25,,,,,CNY,10007135,合并,年度报告,年度报告,,-2954835.47,6736276.33
