resultno,reportdate,reportscope,reportperiod,scope,regioncode,industrytype
20190630410000D46,2019/06,合并,半年报,all,410000,D46
20191231440000J69,2019/12,合并,年报,all,440000,J69
20191231340000C38,2019/12,合并,年报,all,340000,C38
20190630310000C17,2019/06,合并,半年报,all,310000,C17
20191231110000F51,2019/12,合并,年报,all,110000,F51
20190630230000C37,2019/06,合并,半年报,all,230000,C37
20190630440000C34,2019/06,合并,半年报,all,440000,C34
20200930210000G53,2020/09,合并,季报,all,210000,G53
20200630520000F52,2020/06,合并,半年报,all,520000,F52
20200630350000F51,2020/06,合并,半年报,all,350000,F51
20200331620000C311,2020/03,合并,季报,all,620000,C31
20200331620000C31,2020/03,合并,季报,all,620000,C31
20190331230000C39,2019/03,合并,季报,all,230000,C39
20190630330000C41,2019/06,合并,半年报,all,330000,C41
20200930540000K70,2020/09,合并,季报,all,540000,K70
20190930440000A04,2019/09,合并,季报,all,440000,A04
20200930370000C37,2020/09,合并,季报,all,370000,C37
20200930500000C34,2020/09,合并,季报,all,500000,C34
20200630230000C35,2020/06,合并,半年报,all,230000,C35
20190630320000N77,2019/06,合并,半年报,all,320000,N77
20190630420000C26,2019/06,合并,半年报,all,420000,C26
20200630410000D44,2020/06,合并,半年报,all,410000,D44
20200630630000B09,2020/06,合并,半年报,all,630000,B09
20200331440000C38,2020/03,合并,季报,all,440000,C38
20200630360000C311,2020/06,合并,半年报,all,360000,C31
20200630360000C31,2020/06,合并,半年报,all,360000,C31
20190930210000F51,2019/09,合并,季报,all,210000,F51
20190630350000C22,2019/06,合并,半年报,all,350000,C22
20200630360000C40,2020/06,合并,半年报,all,360000,C40
20200331640000F52,2020/03,合并,季报,all,640000,F52
20200630130000C29,2020/06,合并,半年报,all,130000,C29
20200630430000I63,2020/06,合并,半年报,all,430000,I63
20190930310000G56,2019/09,合并,季报,all,310000,G56
20200630410000C35,2020/06,合并,半年报,all,410000,C35
20190331150000C37,2019/03,合并,季报,all,150000,C37
20200331130000C27,2020/03,合并,季报,all,130000,C27
20190630370000M74,2019/06,合并,半年报,all,370000,M74
20200930500000D45,2020/09,合并,季报,all,500000,D45
20200930630000E48,2020/09,合并,季报,all,630000,E48
20191231630000C27,2019/12,合并,年报,all,630000,C27
20190630360000C42,2019/06,合并,半年报,all,360000,C42
20200930510000M73,2020/09,合并,季报,all,510000,M73
20190930370000D44,2019/09,合并,季报,all,370000,D44
20200930340000C26,2020/09,合并,季报,all,340000,C26
20200930530000C25,2020/09,合并,季报,all,530000,C25
20190630440000D45,2019/06,合并,半年报,all,440000,D45
20190630230000D46,2019/06,合并,半年报,all,230000,D46
20190630310000J66,2019/06,合并,半年报,all,310000,J66
20190630410000C37,2019/06,合并,半年报,all,410000,C37
20200630420000G55,2020/06,合并,半年报,all,420000,G55
20200331150000C35,2020/03,合并,季报,all,150000,C35
20190930320000C36,2019/09,合并,季报,all,320000,C36
20190930420000J67,2019/09,合并,季报,all,420000,J67
20191231420000C37,2019/12,合并,年报,all,420000,C37
20191231320000J66,2019/12,合并,年报,all,320000,J66
20190930110000K70,2019/09,合并,季报,all,110000,K70
20191231370000C14,2019/12,合并,年报,all,370000,C14
20191231350000C42,2019/12,合并,年报,all,350000,C42
20191231450000C13,2019/12,合并,年报,all,450000,C13
20200331530000C26,2020/03,合并,季报,all,530000,C26
20190331320000C35,2019/03,合并,季报,all,320000,C35
20190331420000I64,2019/03,合并,季报,all,420000,I64
20191231440000C25,2019/12,合并,年报,all,440000,C25
20190630610000B11,2019/06,合并,半年报,all,610000,B11
20191231340000M74,2019/12,合并,年报,all,340000,M74
20190331510000L72,2019/03,合并,季报,all,510000,L72
20200630320000C39,2020/06,合并,半年报,all,320000,C39
20200930310000J69,2020/09,合并,季报,all,310000,J69
20200930410000C38,2020/09,合并,季报,all,410000,C38
20190331430000F52,2019/03,合并,季报,all,430000,F52
20190630140000C32,2019/06,合并,半年报,all,140000,C32
20190630440000N78,2019/06,合并,半年报,all,440000,N78
20200630500000E48,2020/06,合并,半年报,all,500000,E48
20191231330000E50,2019/12,合并,年报,all,330000,E50
20191231430000A01,2019/12,合并,年报,all,430000,A01
20190331310000G55,2019/03,合并,季报,all,310000,G55
20200331440000P83,2020/03,合并,季报,all,440000,P83
20200331440000Q83,2020/03,合并,季报,all,440000,Q83
20190930650000I65,2019/09,合并,季报,all,650000,I65
20200331370000D45,2020/03,合并,季报,all,370000,D45
20190331340000C27,2019/03,合并,季报,all,340000,C27
20191231210000K70,2019/12,合并,年报,all,210000,K70
20200331500000C37,2020/03,合并,季报,all,500000,C37
20190930650000C14,2019/09,合并,季报,all,650000,C14
20191231330000C21,2019/12,合并,年报,all,330000,C21
20200630150000N77,2020/06,合并,半年报,all,150000,N77
20200630650000C26,2020/06,合并,半年报,all,650000,C26
20191231410000C26,2019/12,合并,年报,all,410000,C26
20190331330000L72,2019/03,合并,季报,all,330000,L72
20191231310000N77,2019/12,合并,年报,all,310000,N77
20190331630000C38,2019/03,合并,季报,all,630000,C38
20190930370000B08,2019/09,合并,季报,all,370000,B08
20200930610000F52,2020/09,合并,季报,all,610000,F52
20200331330000R87,2020/03,合并,季报,all,330000,R87
20200331220000C30,2020/03,合并,季报,all,220000,C30
20200630320000E48,2020/06,合并,半年报,all,320000,E48
20191231340000A05,2019/12,合并,年报,all,340000,A05
20190331510000A03,2019/03,合并,季报,all,510000,A03
20191231440000G54,2019/12,合并,年报,all,440000,G54
20190630110000C311,2019/06,合并,半年报,all,110000,C31
20190630110000C31,2019/06,合并,半年报,all,110000,C31
20191231430000R87,2019/12,合并,年报,all,430000,R87
20200630630000C34,2020/06,合并,半年报,all,630000,C34
20200331340000G54,2020/03,合并,季报,all,340000,G54
20190331370000C36,2019/03,合并,季报,all,370000,C36
20190630120000F51,2019/06,合并,半年报,all,120000,F51
20191231370000I65,2019/12,合并,年报,all,370000,I65
20190331520000I63,2019/03,合并,季报,all,520000,I63
20200630110000C33,2020/06,合并,半年报,all,110000,C33
20200630610000H62,2020/06,合并,半年报,all,610000,H62
20190331330000Q85,2019/03,合并,季报,all,330000,Q85
20190331330000R85,2019/03,合并,季报,all,330000,R85
20190930110000A01,2019/09,合并,季报,all,110000,A01
20200930320000N78,2020/09,合并,季报,all,320000,N78
20200930620000C32,2020/09,合并,季报,all,620000,C32
20200930420000C29,2020/09,合并,季报,all,420000,C29
20190930440000C39,2019/09,合并,季报,all,440000,C39
20190630370000C38,2019/06,合并,半年报,all,370000,C38
20191231420000D46,2019/12,合并,年报,all,420000,D46
20200331330000K70,2020/03,合并,季报,all,330000,K70
20200630440000C41,2020/06,合并,半年报,all,440000,C41
20190930340000C22,2019/09,合并,季报,all,340000,C22
20200930320000C32,2020/09,合并,季报,all,320000,C32
20200930120000C29,2020/09,合并,季报,all,120000,C29
20190331520000C29,2019/03,合并,季报,all,520000,C29
20190331220000N78,2019/03,合并,季报,all,220000,N78
20190331150000C311,2019/03,合并,季报,all,150000,C31
20190331150000C31,2019/03,合并,季报,all,150000,C31
20200630410000C33,2020/06,合并,半年报,all,410000,C33
20200630430000I65,2020/06,合并,半年报,all,430000,I65
20200630330000C34,2020/06,合并,半年报,all,330000,C34
20191231450000C28,2019/12,合并,年报,all,450000,C28
20190331110000O82,2019/03,合并,季报,all,110000,O82
20190331110000P82,2019/03,合并,季报,all,110000,P82
20190930210000C26,2019/09,合并,季报,all,210000,C26
20200331610000C26,2020/03,合并,季报,all,610000,C26
20200630360000D46,2020/06,合并,半年报,all,360000,D46
20200630510000D45,2020/06,合并,半年报,all,510000,D45
20190630520000C27,2019/06,合并,半年报,all,520000,C27
20190630350000C24,2019/06,合并,半年报,all,350000,C24
20190630370000Q85,2019/06,合并,半年报,all,370000,Q85
20190630370000R85,2019/06,合并,半年报,all,370000,R85
20190930370000C42,2019/09,合并,季报,all,370000,C42
20191231610000N77,2019/12,合并,年报,all,610000,N77
20190630360000D44,2019/06,合并,半年报,all,360000,D44
20191231130000K70,2019/12,合并,年报,all,130000,K70
20190630460000C15,2019/06,合并,半年报,all,460000,C15
20200930460000C27,2020/09,合并,季报,all,460000,C27
20190331140000B07,2019/03,合并,季报,all,140000,B07
20190630330000C36,2019/06,合并,半年报,all,330000,C36
20190930520000J66,2019/09,合并,季报,all,520000,J66
20190930350000I65,2019/09,合并,季报,all,350000,I65
20190331110000A04,2019/03,合并,季报,all,110000,A04
20190630360000C35,2019/06,合并,半年报,all,360000,C35
20190630440000C32,2019/06,合并,半年报,all,440000,C32
20191231610000B06,2019/12,合并,年报,all,610000,B06
20190930500000C30,2019/09,合并,季报,all,500000,C30
20190630320000R86,2019/06,合并,半年报,all,320000,R86
20200930530000F52,2020/09,合并,季报,all,530000,F52
20190930320000C41,2019/09,合并,季报,all,320000,C41
20200930610000J69,2020/09,合并,季报,all,610000,J69
20200930310000C23,2020/09,合并,季报,all,310000,C23
20200930110000C38,2020/09,合并,季报,all,110000,C38
20190630310000B11,2019/06,合并,半年报,all,310000,B11
20190630410000C40,2019/06,合并,半年报,all,410000,C40
20190331620000C35,2019/03,合并,季报,all,620000,C35
20190630520000G56,2019/06,合并,半年报,all,520000,G56
20190630450000A04,2019/06,合并,半年报,all,450000,A04
20200630510000C34,2020/06,合并,半年报,all,510000,C34
20190930460000G54,2019/09,合并,季报,all,460000,G54
20200930450000C36,2020/09,合并,季报,all,450000,C36
20200930220000C35,2020/09,合并,季报,all,220000,C35
20200930350000J67,2020/09,合并,季报,all,350000,J67
20190930540000M74,2019/09,合并,季报,all,540000,M74
20190930430000C26,2019/09,合并,季报,all,430000,C26
20190930330000N77,2019/09,合并,季报,all,330000,N77
20200331360000C39,2020/03,合并,季报,all,360000,C39
20190331650000B11,2019/03,合并,季报,all,650000,B11
20200930370000C311,2020/09,合并,季报,all,370000,C31
20200930370000C31,2020/09,合并,季报,all,370000,C31
20200930410000Q85,2020/09,合并,季报,all,410000,Q85
20200930410000R85,2020/09,合并,季报,all,410000,R85
20190930620000C36,2019/09,合并,季报,all,620000,C36
20190331360000B06,2019/03,合并,季报,all,360000,B06
20190630610000J66,2019/06,合并,半年报,all,610000,J66
20190630110000C37,2019/06,合并,半年报,all,110000,C37
20200630120000G55,2020/06,合并,半年报,all,120000,G55
20200331220000C36,2020/03,合并,季报,all,220000,C36
20190331430000C25,2019/03,合并,季报,all,430000,C25
20190331330000M74,2019/03,合并,季报,all,330000,M74
20200930640000C26,2020/09,合并,季报,all,640000,C26
20200930510000C39,2020/09,合并,季报,all,510000,C39
20200331320000C40,2020/03,合并,季报,all,320000,C40
20190331110000C39,2019/03,合并,季报,all,110000,C39
20200331500000C311,2020/03,合并,季报,all,500000,C31
20200331500000C31,2020/03,合并,季报,all,500000,C31
20200331430000C27,2020/03,合并,季报,all,430000,C27
20191231420000C40,2019/12,合并,年报,all,420000,C40
20190630620000B06,2019/06,合并,半年报,all,620000,B06
20200930120000I65,2020/09,合并,季报,all,120000,I65
20190930110000B07,2019/09,合并,季报,all,110000,B07
20191231220000J67,2019/12,合并,年报,all,220000,J67
20200331340000F52,2020/03,合并,季报,all,340000,F52
20200331440000A03,2020/03,合并,季报,all,440000,A03
20190331120000G59,2019/03,合并,季报,all,120000,G59
20190930460000J69,2019/09,合并,季报,all,460000,J69
20200630510000N78,2020/06,合并,半年报,all,510000,N78
20200331310000F51,2020/03,合并,季报,all,310000,F51
20190331320000C33,2019/03,合并,季报,all,320000,C33
20200331440000L72,2020/03,合并,季报,all,440000,L72
20191231350000D44,2019/12,合并,年报,all,350000,D44
20200930120000C14,2020/09,合并,季报,all,120000,C14
20190331350000C17,2019/03,合并,季报,all,350000,C17
20190630120000C26,2019/06,合并,半年报,all,120000,C26
20190331450000D46,2019/03,合并,季报,all,450000,D46
20200331210000C27,2020/03,合并,季报,all,210000,C27
20191231420000C311,2019/12,合并,年报,all,420000,C31
20191231420000C31,2019/12,合并,年报,all,420000,C31
20190331440000K70,2019/03,合并,季报,all,440000,K70
20190331110000E48,2019/03,合并,季报,all,110000,E48
20200630650000F51,2020/06,合并,半年报,all,650000,F51
20190930350000C29,2019/09,合并,季报,all,350000,C29
20200331440000Q85,2020/03,合并,季报,all,440000,Q85
20200331440000R85,2020/03,合并,季报,all,440000,R85
20200930510000E48,2020/09,合并,季报,all,510000,E48
20200930140000B06,2020/09,合并,季报,all,140000,B06
20200331450000D44,2020/03,合并,季报,all,450000,D44
20190331510000M74,2019/03,合并,季报,all,510000,M74
20190630110000D46,2019/06,合并,半年报,all,110000,D46
20200930110000M74,2020/09,合并,季报,all,110000,M74
20191231320000C27,2019/12,合并,年报,all,320000,C27
20190630370000B08,2019/06,合并,半年报,all,370000,B08
20200331430000B11,2020/03,合并,季报,all,430000,B11
20190930110000C311,2019/09,合并,季报,all,110000,C31
20190930110000C31,2019/09,合并,季报,all,110000,C31
20191231370000G55,2019/12,合并,年报,all,370000,G55
20200630610000F52,2020/06,合并,半年报,all,610000,F52
20200331210000G60,2020/03,合并,季报,all,210000,G60
20200630310000C18,2020/06,合并,半年报,all,310000,C18
20200331230000C36,2020/03,合并,季报,all,230000,C36
20200331530000J67,2020/03,合并,季报,all,530000,J67
20191231220000F51,2019/12,合并,年报,all,220000,F51
20200930650000C26,2020/09,合并,季报,all,650000,C26
20190630650000C14,2019/06,合并,半年报,all,650000,C14
20190331320000M74,2019/03,合并,季报,all,320000,M74
20200331350000F52,2020/03,合并,季报,all,350000,F52
20200630420000C29,2020/06,合并,半年报,all,420000,C29
20191231440000I64,2019/12,合并,年报,all,440000,I64
20191231530000C36,2019/12,合并,年报,all,530000,C36
20190331360000C30,2019/03,合并,季报,all,360000,C30
20191231340000C35,2019/12,合并,年报,all,340000,C35
20190331510000C33,2019/03,合并,季报,all,510000,C33
20190630110000A01,2019/06,合并,半年报,all,110000,A01
20190331460000H61,2019/03,合并,季报,all,460000,H61
20190930370000C38,2019/09,合并,季报,all,370000,C38
20200630500000B09,2020/06,合并,半年报,all,500000,B09
20190630440000C39,2019/06,合并,半年报,all,440000,C39
20190331410000D45,2019/03,合并,季报,all,410000,D45
20191231330000B11,2019/12,合并,年报,all,330000,B11
20190331310000C14,2019/03,合并,季报,all,310000,C14
20200331420000C27,2020/03,合并,季报,all,420000,C27
20200930630000C34,2020/09,合并,季报,all,630000,C34
20191231460000C32,2019/12,合并,年报,all,460000,C32
20190331440000C37,2019/03,合并,季报,all,440000,C37
20190630130000C26,2019/06,合并,半年报,all,130000,C26
20191231410000J67,2019/12,合并,年报,all,410000,J67
20190630640000G53,2019/06,合并,半年报,all,640000,G53
20200930140000C30,2020/09,合并,季报,all,140000,C30
20191231340000D44,2019/12,合并,年报,all,340000,D44
20190630110000K70,2019/06,合并,半年报,all,110000,K70
20190331360000C41,2019/03,合并,季报,all,360000,C41
20200331350000C23,2020/03,合并,季报,all,350000,C23
20190331420000G54,2019/03,合并,季报,all,420000,G54
20200930150000B06,2020/09,合并,季报,all,150000,B06
20200331440000D44,2020/03,合并,季报,all,440000,D44
20200331510000C40,2020/03,合并,季报,all,510000,C40
20200630410000C38,2020/06,合并,半年报,all,410000,C38
20191231500000C27,2019/12,合并,年报,all,500000,C27
20190630620000C41,2019/06,合并,半年报,all,620000,C41
20200930320000C39,2020/09,合并,季报,all,320000,C39
20190930610000B11,2019/09,合并,季报,all,610000,B11
20190930110000C40,2019/09,合并,季报,all,110000,C40
20200930500000E48,2020/09,合并,季报,all,500000,E48
20190930340000C29,2019/09,合并,季报,all,340000,C29
20190930440000N78,2019/09,合并,季报,all,440000,N78
20200930410000C35,2020/09,合并,季报,all,410000,C35
20200630420000I65,2020/06,合并,半年报,all,420000,I65
20190630530000C27,2019/06,合并,半年报,all,530000,C27
20200930230000D44,2020/09,合并,季报,all,230000,D44
20200930360000C40,2020/09,合并,季报,all,360000,C40
20190930350000C22,2019/09,合并,季报,all,350000,C22
20190930220000K70,2019/09,合并,季报,all,220000,K70
20200331370000E48,2020/03,合并,季报,all,370000,E48
20190331530000C29,2019/03,合并,季报,all,530000,C29
20200930130000C29,2020/09,合并,季报,all,130000,C29
20190930230000D46,2019/09,合并,季报,all,230000,D46
20200630340000C26,2020/06,合并,半年报,all,340000,C26
20200630530000C25,2020/06,合并,半年报,all,530000,C25
20200630440000N77,2020/06,合并,半年报,all,440000,N77
20191231120000K70,2019/12,合并,年报,all,120000,K70
20190630420000J67,2019/06,合并,半年报,all,420000,J67
20200930420000G55,2020/09,合并,季报,all,420000,G55
20190630360000Q85,2019/06,合并,半年报,all,360000,Q85
20190630360000R85,2019/06,合并,半年报,all,360000,R85
20190930430000H61,2019/09,合并,季报,all,430000,H61
20200630630000E48,2020/06,合并,半年报,all,630000,E48
20190630150000B09,2019/06,合并,半年报,all,150000,B09
20190930360000C42,2019/09,合并,季报,all,360000,C42
20200930520000F52,2020/09,合并,季报,all,520000,F52
20200630460000E50,2020/06,合并,半年报,all,460000,E50
20190331420000C18,2019/03,合并,季报,all,420000,C18
20190930410000D46,2019/09,合并,季报,all,410000,D46
20190331650000C27,2019/03,合并,季报,all,650000,C27
20200630310000C25,2020/06,合并,半年报,all,310000,C25
20200630410000M74,2020/06,合并,半年报,all,410000,M74
20190630500000C36,2019/06,合并,半年报,all,500000,C36
20190930340000I65,2019/09,合并,季报,all,340000,I65
20190630330000L71,2019/06,合并,半年报,all,330000,L71
20200331370000C39,2020/03,合并,季报,all,370000,C39
20190331110000C32,2019/03,合并,季报,all,110000,C32
20190331310000C29,2019/03,合并,季报,all,310000,C29
20191231130000C37,2019/12,合并,年报,all,130000,C37
20191231650000P83,2019/12,合并,年报,all,650000,P83
20191231650000Q83,2019/12,合并,年报,all,650000,Q83
20200930440000C36,2020/09,合并,季报,all,440000,C36
20200630500000C34,2020/06,合并,半年报,all,500000,C34
20200930410000D44,2020/09,合并,季报,all,410000,D44
20190930320000N77,2019/09,合并,季报,all,320000,N77
20190930420000C26,2019/09,合并,季报,all,420000,C26
20200331520000C26,2020/03,合并,季报,all,520000,C26
20200331220000N77,2020/03,合并,季报,all,220000,N77
20190331510000D44,2019/03,合并,季报,all,510000,D44
20190331330000C35,2019/03,合并,季报,all,330000,C35
20190930350000C19,2019/09,合并,季报,all,350000,C19
20200930510000N78,2020/09,合并,季报,all,510000,N78
20191231330000J66,2019/12,合并,年报,all,330000,J66
20191231430000C37,2019/12,合并,年报,all,430000,C37
20190331310000I63,2019/03,合并,季报,all,310000,I63
20190331440000C40,2019/03,合并,季报,all,440000,C40
20200331500000K70,2020/03,合并,季报,all,500000,K70
20200630140000B06,2020/06,合并,半年报,all,140000,B06
20200331330000C37,2020/03,合并,季报,all,330000,C37
20191231370000C22,2019/12,合并,年报,all,370000,C22
20200630610000C25,2020/06,合并,半年报,all,610000,C25
20200630110000M74,2020/06,合并,半年报,all,110000,M74
20190930110000D46,2019/09,合并,季报,all,110000,D46
20190930540000B08,2019/09,合并,季报,all,540000,B08
20200331340000C13,2020/03,合并,季报,all,340000,C13
20200630330000C39,2020/06,合并,半年报,all,330000,C39
20191231350000M74,2019/12,合并,年报,all,350000,M74
20200331410000C30,2020/03,合并,季报,all,410000,C30
20190630450000N78,2019/06,合并,半年报,all,450000,N78
20190630150000C32,2019/06,合并,半年报,all,150000,C32
20190630350000C29,2019/06,合并,半年报,all,350000,C29
20200930650000F51,2020/09,合并,季报,all,650000,F51
20200930220000C38,2020/09,合并,季报,all,220000,C38
20190331320000L72,2019/03,合并,季报,all,320000,L72
20200630510000C39,2020/06,合并,半年报,all,510000,C39
20191231520000B06,2019/12,合并,年报,all,520000,B06
20200630330000E48,2020/06,合并,半年报,all,330000,E48
20200930120000G55,2020/09,合并,季报,all,120000,G55
20200331360000C34,2020/03,合并,季报,all,360000,C34
20190630620000C36,2019/06,合并,半年报,all,620000,C36
20191231320000C21,2019/12,合并,年报,all,320000,C21
20191231420000K70,2019/12,合并,年报,all,420000,K70
20190930140000D45,2019/09,合并,季报,all,140000,D45
20200930430000C29,2020/09,合并,季报,all,430000,C29
20190331320000Q85,2019/03,合并,季报,all,320000,Q85
20190331320000R85,2019/03,合并,季报,all,320000,R85
20190331230000C32,2019/03,合并,季报,all,230000,C32
20200331320000K70,2020/03,合并,季报,all,320000,K70
20190630460000J69,2019/06,合并,半年报,all,460000,J69
20190630360000C38,2019/06,合并,半年报,all,360000,C38
20190331330000D44,2019/03,合并,季报,all,330000,D44
20191231310000C41,2019/12,合并,年报,all,310000,C41
20190930620000B06,2019/09,合并,季报,all,620000,B06
20200331540000N78,2020/03,合并,季报,all,540000,N78
20200630530000F52,2020/06,合并,半年报,all,530000,F52
20190630500000C30,2019/06,合并,半年报,all,500000,C30
20190930320000R86,2019/09,合并,季报,all,320000,R86
20190630370000C33,2019/06,合并,半年报,all,370000,C33
20190930440000C32,2019/09,合并,季报,all,440000,C32
20200930320000M73,2020/09,合并,季报,all,320000,M73
20190930310000B11,2019/09,合并,季报,all,310000,B11
20191231110000R90,2019/12,合并,年报,all,110000,R90
20191231110000S90,2019/12,合并,年报,all,110000,S90
20200630310000C23,2020/06,合并,半年报,all,310000,C23
20190630320000C41,2019/06,合并,半年报,all,320000,C41
20190331220000C39,2019/03,合并,季报,all,220000,C39
20190930460000I64,2019/09,合并,季报,all,460000,I64
20190331120000G54,2019/03,合并,季报,all,120000,G54
20200331610000J67,2020/03,合并,季报,all,610000,J67
20200331110000C36,2020/03,合并,季报,all,110000,C36
20190630410000K70,2019/06,合并,半年报,all,410000,K70
20200930310000C13,2020/09,合并,季报,all,310000,C13
20190930370000A03,2019/09,合并,季报,all,370000,A03
20200930440000C30,2020/09,合并,季报,all,440000,C30
20200630410000Q85,2020/06,合并,半年报,all,410000,Q85
20200630410000R85,2020/06,合并,半年报,all,410000,R85
20191231110000J67,2019/12,合并,年报,all,110000,J67
20200630370000C311,2020/06,合并,半年报,all,370000,C31
20200630370000C31,2020/06,合并,半年报,all,370000,C31
20200630450000C36,2020/06,合并,半年报,all,450000,C36
20200630350000J67,2020/06,合并,半年报,all,350000,J67
20200930510000C34,2020/09,合并,季报,all,510000,C34
20200930210000I65,2020/09,合并,季报,all,210000,I65
20190630430000C26,2019/06,合并,半年报,all,430000,C26
20190630330000N77,2019/06,合并,半年报,all,330000,N77
20190331640000C17,2019/03,合并,季报,all,640000,C17
20200930330000C34,2020/09,合并,季报,all,330000,C34
20200930210000C14,2020/09,合并,季报,all,210000,C14
20200930460000C17,2020/09,合并,季报,all,460000,C17
20200930510000D45,2020/09,合并,季报,all,510000,D45
20190331110000D45,2019/03,合并,季报,all,110000,D45
20200630220000D44,2020/06,合并,半年报,all,220000,D44
20200630520000C15,2020/06,合并,半年报,all,520000,C15
20190331130000C13,2019/03,合并,季报,all,130000,C13
20200331350000C18,2020/03,合并,季报,all,350000,C18
20200630120000C29,2020/06,合并,半年报,all,120000,C29
20190331210000C28,2019/03,合并,季报,all,210000,C28
20200630460000C27,2020/06,合并,半年报,all,460000,C27
20200930350000C26,2020/09,合并,季报,all,350000,C26
20190930360000D44,2019/09,合并,季报,all,360000,D44
20190930430000J67,2019/09,合并,季报,all,430000,J67
20190930330000C36,2019/09,合并,季报,all,330000,C36
20190331220000E48,2019/03,合并,季报,all,220000,E48
20190930500000R86,2019/09,合并,季报,all,500000,R86
20200630310000F52,2020/06,合并,半年报,all,310000,F52
20200331540000B09,2020/03,合并,季报,all,540000,B09
20190930620000C38,2019/09,合并,季报,all,620000,C38
20200630320000C40,2020/06,合并,半年报,all,320000,C40
20191231110000I64,2019/12,合并,年报,all,110000,I64
20191231610000C35,2019/12,合并,年报,all,610000,C35
20200930340000H62,2020/09,合并,季报,all,340000,H62
20190930350000G56,2019/09,合并,季报,all,350000,G56
20200930360000C34,2020/09,合并,季报,all,360000,C34
20190630360000B06,2019/06,合并,半年报,all,360000,B06
20190331610000J66,2019/03,合并,季报,all,610000,J66
20191231330000C29,2019/12,合并,年报,all,330000,C29
20200630450000C35,2020/06,合并,半年报,all,450000,C35
20200331120000G55,2020/03,合并,季报,all,120000,G55
20200930330000D46,2020/09,合并,季报,all,330000,D46
20200930430000C17,2020/09,合并,季报,all,430000,C17
20190930230000C32,2019/09,合并,季报,all,230000,C32
20200630440000A03,2020/06,合并,半年报,all,440000,A03
20200630640000C18,2020/06,合并,半年报,all,640000,C18
20190630420000C13,2019/06,合并,半年报,all,420000,C13
20190930110000B09,2019/09,合并,季报,all,110000,B09
20190930330000D44,2019/09,合并,季报,all,330000,D44
20190930430000C15,2019/09,合并,季报,all,430000,C15
20200630430000C27,2020/06,合并,半年报,all,430000,C27
20191231650000L71,2019/12,合并,年报,all,650000,L71
20191231520000C38,2019/12,合并,年报,all,520000,C38
20200630460000G55,2020/06,合并,半年报,all,460000,G55
20190630350000J66,2019/06,合并,半年报,all,350000,J66
20190930360000C36,2019/09,合并,季报,all,360000,C36
20190630330000P83,2019/06,合并,半年报,all,330000,P83
20190630330000Q83,2019/06,合并,半年报,all,330000,Q83
20190930510000D44,2019/09,合并,季报,all,510000,D44
20190630220000D45,2019/06,合并,半年报,all,220000,D45
20190630450000D46,2019/06,合并,半年报,all,450000,D46
20200331110000D44,2020/03,合并,季报,all,110000,D44
20200630210000C27,2020/06,合并,半年报,all,210000,C27
20190930330000C35,2019/09,合并,季报,all,330000,C35
20200630310000F51,2020/06,合并,半年报,all,310000,F51
20200630340000C23,2020/06,合并,半年报,all,340000,C23
20200930500000K70,2020/09,合并,季报,all,500000,K70
20200930430000J66,2020/09,合并,季报,all,430000,J66
20200930330000C37,2020/09,合并,季报,all,330000,C37
20191231210000N78,2019/12,合并,年报,all,210000,N78
20190630430000G54,2019/06,合并,半年报,all,430000,G54
20191231510000C29,2019/12,合并,年报,all,510000,C29
20200630450000D44,2020/06,合并,半年报,all,450000,D44
20191231430000B09,2019/12,合并,年报,all,430000,B09
20190630510000M74,2019/06,合并,半年报,all,510000,M74
20190331110000D46,2019/03,合并,季报,all,110000,D46
20190630360000N77,2019/06,合并,半年报,all,360000,N77
20200930340000C13,2020/09,合并,季报,all,340000,C13
20200930230000C41,2020/09,合并,季报,all,230000,C41
20190630440000K70,2019/06,合并,半年报,all,440000,K70
20190331540000B08,2019/03,合并,季报,all,540000,B08
20191231110000C15,2019/12,合并,年报,all,110000,C15
20200630500000C40,2020/06,合并,半年报,all,500000,C40
20191231140000J67,2019/12,合并,年报,all,140000,J67
20200331650000F51,2020/03,合并,季报,all,650000,F51
20190930320000A03,2019/09,合并,季报,all,320000,A03
20190930420000F52,2019/09,合并,季报,all,420000,F52
20200630440000Q85,2020/06,合并,半年报,all,440000,Q85
20200630440000R85,2020/06,合并,半年报,all,440000,R85
20190630110000O82,2019/06,合并,半年报,all,110000,O82
20190630110000P82,2019/06,合并,半年报,all,110000,P82
20200930120000C27,2020/09,合并,季报,all,120000,C27
20200331510000D45,2020/03,合并,季报,all,510000,D45
20200331460000C17,2020/03,合并,季报,all,460000,C17
20190331520000C27,2019/03,合并,季报,all,520000,C27
20190331350000C24,2019/03,合并,季报,all,350000,C24
20191231350000N77,2019/12,合并,年报,all,350000,N77
20190930210000C28,2019/09,合并,季报,all,210000,C28
20200930350000C18,2020/09,合并,季报,all,350000,C18
20200930650000F52,2020/09,合并,季报,all,650000,F52
20190630520000C29,2019/06,合并,半年报,all,520000,C29
20190331360000D44,2019/03,合并,季报,all,360000,D44
20190331460000C15,2019/03,合并,季报,all,460000,C15
20190331510000E47,2019/03,合并,季报,all,510000,E47
20191231340000C41,2019/12,合并,年报,all,340000,C41
20200331350000C26,2020/03,合并,季报,all,350000,C26
20200930140000C35,2020/09,合并,季报,all,140000,C35
20191231310000C33,2019/12,合并,年报,all,310000,C33
20190331430000J67,2019/03,合并,季报,all,430000,J67
20190331330000C36,2019/03,合并,季报,all,330000,C36
