resultno,reportdate,reportscope,reportperiod,scope,regioncode,industrytype
20200930350000M74,2020/09,合并,季报,all,350000,M74
20200930520000B06,2020/09,合并,季报,all,520000,B06
20200930450000G54,2020/09,合并,季报,all,450000,G54
20190630430000P83,2019/06,合并,半年报,all,430000,P83
20190630430000Q83,2019/06,合并,半年报,all,430000,Q83
20190930510000I64,2019/09,合并,季报,all,510000,I64
20200331110000I64,2020/03,合并,季报,all,110000,I64
20191231220000C38,2019/12,合并,年报,all,220000,C38
20190930430000D44,2019/09,合并,季报,all,430000,D44
20190930110000G58,2019/09,合并,季报,all,110000,G58
20190331350000C39,2019/03,合并,季报,all,350000,C39
20190930440000G60,2019/09,合并,季报,all,440000,G60
20190930340000C311,2019/09,合并,季报,all,340000,C31
20190930340000C31,2019/09,合并,季报,all,340000,C31
20190630540000C26,2019/06,合并,半年报,all,540000,C26
20190630330000C25,2019/06,合并,半年报,all,330000,C25
20190331610000C37,2019/03,合并,季报,all,610000,C37
20191231430000C29,2019/12,合并,年报,all,430000,C29
20200930510000J66,2020/09,合并,季报,all,510000,J66
20190930370000F51,2019/09,合并,季报,all,370000,F51
20190930500000F52,2019/09,合并,季报,all,500000,F52
20190630440000E50,2019/06,合并,半年报,all,440000,E50
20190331130000C30,2019/03,合并,季报,all,130000,C30
20190331460000B08,2019/03,合并,季报,all,460000,B08
20190930120000C38,2019/09,合并,季报,all,120000,C38
20191231320000M73,2019/12,合并,年报,all,320000,M73
20191231620000C39,2019/12,合并,年报,all,620000,C39
20200331330000C14,2020/03,合并,季报,all,330000,C14
20200630140000C25,2020/06,合并,半年报,all,140000,C25
20190331510000R90,2019/03,合并,季报,all,510000,R90
20190331510000S90,2019/03,合并,季报,all,510000,S90
20190930610000C34,2019/09,合并,季报,all,610000,C34
20190930110000I65,2019/09,合并,季报,all,110000,I65
20190630120000C35,2019/06,合并,半年报,all,120000,C35
20191231370000A01,2019/12,合并,年报,all,370000,A01
20200630610000B06,2020/06,合并,半年报,all,610000,B06
20200331340000C30,2020/03,合并,季报,all,340000,C30
20190331500000F51,2019/03,合并,季报,all,500000,F51
20190930330000C28,2019/09,合并,季报,all,330000,C28
20200930350000C38,2020/09,合并,季报,all,350000,C38
20200331220000G54,2020/03,合并,季报,all,220000,G54
20190331510000J67,2019/03,合并,季报,all,510000,J67
20200930110000J67,2020/09,合并,季报,all,110000,J67
20200930640000D44,2020/09,合并,季报,all,640000,D44
20190630140000C27,2019/06,合并,半年报,all,140000,C27
20190630210000C38,2019/06,合并,半年报,all,210000,C38
20200630150000C13,2020/06,合并,半年报,all,150000,C13
20200331120000C39,2020/03,合并,季报,all,120000,C39
20200930460000B09,2020/09,合并,季报,all,460000,B09
20191231510000C34,2019/12,合并,年报,all,510000,C34
20191231460000C17,2019/12,合并,年报,all,460000,C17
20191231510000D45,2019/12,合并,年报,all,510000,D45
20190630330000J69,2019/06,合并,半年报,all,330000,J69
20191231360000D46,2019/12,合并,年报,all,360000,D46
20191231210000C14,2019/12,合并,年报,all,210000,C14
20191231330000C34,2019/12,合并,年报,all,330000,C34
20190630510000C18,2019/06,合并,半年报,all,510000,C18
20191231430000I65,2019/12,合并,年报,all,430000,I65
20190331310000C311,2019/03,合并,季报,all,310000,C31
20190331310000C31,2019/03,合并,季报,all,310000,C31
20190331430000C36,2019/03,合并,季报,all,430000,C36
20190331330000J67,2019/03,合并,季报,all,330000,J67
20191231440000C41,2019/12,合并,年报,all,440000,C41
20200331450000C26,2020/03,合并,季报,all,450000,C26
20200331520000M74,2020/03,合并,季报,all,520000,M74
20200630120000D46,2020/06,合并,半年报,all,120000,D46
20190630650000C311,2019/06,合并,半年报,all,650000,C31
20190630650000C31,2019/06,合并,半年报,all,650000,C31
20200930650000A03,2020/09,合并,季报,all,650000,A03
20191231350000C26,2019/12,合并,年报,all,350000,C26
20191231450000N77,2019/12,合并,年报,all,450000,N77
20190331370000C23,2019/03,合并,季报,all,370000,C23
20200331340000C41,2020/03,合并,季报,all,340000,C41
20200630130000K70,2020/06,合并,半年报,all,130000,K70
20190331220000C27,2019/03,合并,季报,all,220000,C27
20190630620000C15,2019/06,合并,半年报,all,620000,C15
20190930110000C14,2019/09,合并,季报,all,110000,C14
20200630140000G54,2020/06,合并,半年报,all,140000,G54
20200930610000C35,2020/09,合并,季报,all,610000,C35
20200930110000I64,2020/09,合并,季报,all,110000,I64
20191231340000H62,2019/12,合并,年报,all,340000,H62
20190331510000I64,2019/03,合并,季报,all,510000,I64
20190630110000G56,2019/06,合并,半年报,all,110000,G56
20191231440000C33,2019/12,合并,年报,all,440000,C33
20200331450000G54,2020/03,合并,季报,all,450000,G54
20190930650000M73,2019/09,合并,季报,all,650000,M73
20190930350000C39,2019/09,合并,季报,all,350000,C39
20200331320000C21,2020/03,合并,季报,all,320000,C21
20190630460000C38,2019/06,合并,半年报,all,460000,C38
20191231430000C17,2019/12,合并,年报,all,430000,C17
20190331610000B09,2019/03,合并,季报,all,610000,B09
20190630360000J69,2019/06,合并,半年报,all,360000,J69
20190331440000G60,2019/03,合并,季报,all,440000,G60
20190331530000C32,2019/03,合并,季报,all,530000,C32
20190331340000C311,2019/03,合并,季报,all,340000,C31
20190331340000C31,2019/03,合并,季报,all,340000,C31
20190331420000Q85,2019/03,合并,季报,all,420000,Q85
20190331420000R85,2019/03,合并,季报,all,420000,R85
20200331330000C17,2020/03,合并,季报,all,330000,C17
20200630140000C26,2020/06,合并,半年报,all,140000,C26
20200930310000R88,2020/09,合并,季报,all,310000,R88
20200331540000C14,2020/03,合并,季报,all,540000,C14
20191231320000K70,2019/12,合并,年报,all,320000,K70
20190630120000C36,2019/06,合并,半年报,all,120000,C36
20190930130000C30,2019/09,合并,季报,all,130000,C30
20191231350000G54,2019/12,合并,年报,all,350000,G54
20200331530000C30,2020/03,合并,季报,all,530000,C30
20200331340000C33,2020/03,合并,季报,all,340000,C33
20190630350000B09,2019/06,合并,半年报,all,350000,B09
20200630210000C39,2020/06,合并,半年报,all,210000,C39
20200930650000L71,2020/09,合并,季报,all,650000,L71
20200331310000C30,2020/03,合并,季报,all,310000,C30
20190331320000F52,2019/03,合并,季报,all,320000,F52
20200331440000C13,2020/03,合并,季报,all,440000,C13
20191231220000N77,2019/12,合并,年报,all,220000,N77
20190331450000C27,2019/03,合并,季报,all,450000,C27
20191231500000K70,2019/12,合并,年报,all,500000,K70
20200331540000I65,2020/03,合并,季报,all,540000,I65
20200930430000B09,2020/09,合并,季报,all,430000,B09
20191231510000D46,2019/12,合并,年报,all,510000,D46
20190331610000N78,2019/03,合并,季报,all,610000,N78
20191231430000J66,2019/12,合并,年报,all,430000,J66
20200630650000C30,2020/06,合并,半年报,all,650000,C30
20190930350000E48,2019/09,合并,季报,all,350000,E48
20200930510000C29,2020/09,合并,季报,all,510000,C29
20200630610000P83,2020/06,合并,半年报,all,610000,P83
20200630610000Q83,2020/06,合并,半年报,all,610000,Q83
20191231310000H61,2019/12,合并,年报,all,310000,H61
20190331540000J67,2019/03,合并,季报,all,540000,J67
20191231410000C30,2019/12,合并,年报,all,410000,C30
20200331350000M74,2020/03,合并,季报,all,350000,M74
20200331220000C26,2020/03,合并,季报,all,220000,C26
20200630620000C14,2020/06,合并,半年报,all,620000,C14
20191231340000C13,2019/12,合并,年报,all,340000,C13
20190630110000C27,2019/06,合并,半年报,all,110000,C27
20190331510000C15,2019/03,合并,季报,all,510000,C15
20191231230000C41,2019/12,合并,年报,all,230000,C41
20200930110000C15,2020/09,合并,季报,all,110000,C15
20190930120000N77,2019/09,合并,季报,all,120000,N77
20200930500000C22,2020/09,合并,季报,all,500000,C22
20190630420000C30,2019/06,合并,半年报,all,420000,C30
20200630110000C18,2020/06,合并,半年报,all,110000,C18
20200630330000G55,2020/06,合并,半年报,all,330000,G55
20200630430000A04,2020/06,合并,半年报,all,430000,A04
20191231650000F52,2019/12,合并,年报,all,650000,F52
20190630460000P83,2019/06,合并,半年报,all,460000,P83
20190630460000Q83,2019/06,合并,半年报,all,460000,Q83
20190930330000J67,2019/09,合并,季报,all,330000,J67
20200930520000M74,2020/09,合并,季报,all,520000,M74
20200930350000N77,2020/09,合并,季报,all,350000,N77
20200630360000C27,2020/06,合并,半年报,all,360000,C27
20190630450000C14,2019/06,合并,半年报,all,450000,C14
20200630620000C29,2020/06,合并,半年报,all,620000,C29
20200630320000I63,2020/06,合并,半年报,all,320000,I63
20200331650000A03,2020/03,合并,季报,all,650000,A03
20200930310000C33,2020/09,合并,季报,all,310000,C33
20190930320000F51,2019/09,合并,季报,all,320000,F51
20190630440000C22,2019/06,合并,半年报,all,440000,C22
20190630530000K70,2019/06,合并,半年报,all,530000,K70
20191231540000B09,2019/12,合并,年报,all,540000,B09
20200331620000C27,2020/03,合并,季报,all,620000,C27
20200930510000C14,2020/09,合并,季报,all,510000,C14
20200930330000I65,2020/09,合并,季报,all,330000,I65
20190630430000N77,2019/06,合并,半年报,all,430000,N77
20190630330000C26,2019/06,合并,半年报,all,330000,C26
20200930330000C14,2020/09,合并,季报,all,330000,C14
20200331110000R90,2020/03,合并,季报,all,110000,R90
20200331110000S90,2020/03,合并,季报,all,110000,S90
20200630430000O82,2020/06,合并,半年报,all,430000,O82
20200630430000P82,2020/06,合并,半年报,all,430000,P82
20200930510000I65,2020/09,合并,季报,all,510000,I65
20190930450000G55,2019/09,合并,季报,all,450000,G55
20200630350000C36,2020/06,合并,半年报,all,350000,C36
20191231540000N78,2019/12,合并,年报,all,540000,N78
20191231630000C311,2019/12,合并,年报,all,630000,C31
20191231630000C31,2019/12,合并,年报,all,630000,C31
20191231610000J67,2019/12,合并,年报,all,610000,J67
20190331330000C28,2019/03,合并,季报,all,330000,C28
20190930370000F52,2019/09,合并,季报,all,370000,F52
20191231140000D44,2019/12,合并,年报,all,140000,D44
20190630450000I65,2019/06,合并,半年报,all,450000,I65
20200630210000A04,2020/06,合并,半年报,all,210000,A04
20191231450000C38,2019/12,合并,年报,all,450000,C38
20200331140000C15,2020/03,合并,季报,all,140000,C15
20200630610000C38,2020/06,合并,半年报,all,610000,C38
20200331460000B09,2020/03,合并,季报,all,460000,B09
20190630420000C41,2019/06,合并,半年报,all,420000,C41
20190930310000C40,2019/09,合并,季报,all,310000,C40
20200930370000E50,2020/09,合并,季报,all,370000,E50
20190630310000R87,2019/06,合并,半年报,all,310000,R87
20190930340000C32,2019/09,合并,季报,all,340000,C32
20200630440000F51,2020/06,合并,半年报,all,440000,F51
20200331330000G60,2020/03,合并,季报,all,330000,G60
20200630140000F51,2020/06,合并,半年报,all,140000,F51
20190930340000N78,2019/09,合并,季报,all,340000,N78
20190930440000C29,2019/09,合并,季报,all,440000,C29
20190930640000C32,2019/09,合并,季报,all,640000,C32
20200930120000M73,2020/09,合并,季报,all,120000,M73
20200930420000C39,2020/09,合并,季报,all,420000,C39
20190930110000B11,2019/09,合并,季报,all,110000,B11
20200630610000L72,2020/06,合并,半年报,all,610000,L72
20190331370000C26,2019/03,合并,季报,all,370000,C26
20191231350000C23,2019/12,合并,年报,all,350000,C23
20190630650000C34,2019/06,合并,半年报,all,650000,C34
20190331320000G54,2019/03,合并,季报,all,320000,G54
20200331410000J67,2020/03,合并,季报,all,410000,J67
20191231340000C15,2019/12,合并,年报,all,340000,C15
20200331350000L72,2020/03,合并,季报,all,350000,L72
20200331650000C38,2020/03,合并,季报,all,650000,C38
20200930310000B08,2020/09,合并,季报,all,310000,B08
20200930110000C13,2020/09,合并,季报,all,110000,C13
20190930370000C18,2019/09,合并,季报,all,370000,C18
20190630440000C19,2019/06,合并,半年报,all,440000,C19
20191231310000J67,2019/12,合并,年报,all,310000,J67
20190331310000C34,2019/03,合并,季报,all,310000,C34
20190331410000I65,2019/03,合并,季报,all,410000,I65
20191231330000C311,2019/12,合并,年报,all,330000,C31
20191231330000C31,2019/12,合并,年报,all,330000,C31
20200930630000C14,2020/09,合并,季报,all,630000,C14
20190630130000N77,2019/06,合并,半年报,all,130000,N77
20190331340000C37,2019/03,合并,季报,all,340000,C37
20191231360000C32,2019/12,合并,年报,all,360000,C32
20190331440000J66,2019/03,合并,季报,all,440000,J66
20190331310000D45,2019/03,合并,季报,all,310000,D45
20190630340000C39,2019/06,合并,半年报,all,340000,C39
20190331330000C13,2019/03,合并,季报,all,330000,C13
20190930370000J69,2019/09,合并,季报,all,370000,J69
20200930410000C28,2020/09,合并,季报,all,410000,C28
20200331350000A03,2020/03,合并,季报,all,350000,A03
20191231440000C35,2019/12,合并,年报,all,440000,C35
20191231530000J67,2019/12,合并,年报,all,530000,J67
20191231340000I64,2019/12,合并,年报,all,340000,I64
20190630110000E50,2019/06,合并,半年报,all,110000,E50
20191231230000C36,2019/12,合并,年报,all,230000,C36
20190331460000C30,2019/03,合并,季报,all,460000,C30
20190630650000D45,2019/06,合并,半年报,all,650000,D45
20190930130000C36,2019/09,合并,季报,all,130000,C36
20200331230000J67,2020/03,合并,季报,all,230000,J67
20200331340000C35,2020/03,合并,季报,all,340000,C35
20190331500000G54,2019/03,合并,季报,all,500000,G54
20191231650000C18,2019/12,合并,年报,all,650000,C18
20200630110000F52,2020/06,合并,半年报,all,110000,F52
20200930320000C19,2020/09,合并,季报,all,320000,C19
20190930420000N77,2019/09,合并,季报,all,420000,N77
20200630420000D45,2020/06,合并,半年报,all,420000,D45
20200630320000C14,2020/06,合并,半年报,all,320000,C14
20190331130000C35,2019/03,合并,季报,all,130000,C35
20191231110000C30,2019/12,合并,年报,all,110000,C30
20200930440000J67,2020/09,合并,季报,all,440000,J67
20190930650000E48,2019/09,合并,季报,all,650000,E48
20190331410000C29,2019/03,合并,季报,all,410000,C29
20190630360000F52,2019/06,合并,半年报,all,360000,F52
20190331610000C32,2019/03,合并,季报,all,610000,C32
20200630350000C30,2020/06,合并,半年报,all,350000,C30
20190331530000B09,2019/03,合并,季报,all,530000,B09
20190331230000G58,2019/03,合并,季报,all,230000,G58
20200930370000G56,2020/09,合并,季报,all,370000,G56
20190630500000J67,2019/06,合并,半年报,all,500000,J67
20191231620000A01,2019/12,合并,年报,all,620000,A01
20200630230000G54,2020/06,合并,半年报,all,230000,G54
20191231370000C39,2019/12,合并,年报,all,370000,C39
20200630310000M74,2020/06,合并,半年报,all,310000,M74
20200930320000C24,2020/09,合并,季报,all,320000,C24
20190930330000B10,2019/09,合并,季报,all,330000,B10
20200630130000C39,2020/06,合并,半年报,all,130000,C39
20200331110000H61,2020/03,合并,季报,all,110000,H61
20200630460000A01,2020/06,合并,半年报,all,460000,A01
20190630450000I63,2019/06,合并,半年报,all,450000,I63
20190630650000N78,2019/06,合并,半年报,all,650000,N78
20190930210000C30,2019/09,合并,季报,all,210000,C30
20190630430000R86,2019/06,合并,半年报,all,430000,R86
20190930360000C13,2019/09,合并,季报,all,360000,C13
20200630510000C22,2020/06,合并,半年报,all,510000,C22
20190630210000R86,2019/06,合并,半年报,all,210000,R86
20190630340000O82,2019/06,合并,半年报,all,340000,O82
20190630340000P82,2019/06,合并,半年报,all,340000,P82
20190930410000J66,2019/09,合并,季报,all,410000,J66
20191231370000E48,2019/12,合并,年报,all,370000,E48
20190630320000J67,2019/06,合并,半年报,all,320000,J67
20200630230000C25,2020/06,合并,半年报,all,230000,C25
20200630340000N77,2020/06,合并,半年报,all,340000,N77
20200630440000C26,2020/06,合并,半年报,all,440000,C26
20190630370000C15,2019/06,合并,半年报,all,370000,C15
20190930440000C14,2019/09,合并,季报,all,440000,C14
20190930340000D45,2019/09,合并,季报,all,340000,D45
20190331120000Q85,2019/03,合并,季报,all,120000,Q85
20190331120000R85,2019/03,合并,季报,all,120000,R85
20190331530000N78,2019/03,合并,季报,all,530000,N78
20190930150000J68,2019/09,合并,季报,all,150000,J68
20190630320000R90,2019/06,合并,半年报,all,320000,R90
20190630320000S90,2019/06,合并,半年报,all,320000,S90
20190930500000C26,2019/09,合并,季报,all,500000,C26
20190630440000C24,2019/06,合并,半年报,all,440000,C24
20190331130000D44,2019/03,合并,季报,all,130000,D44
20190630310000B07,2019/06,合并,半年报,all,310000,B07
20191231140000C33,2019/12,合并,年报,all,140000,C33
20200930310000C35,2020/09,合并,季报,all,310000,C35
20200930310000Q85,2020/09,合并,季报,all,310000,Q85
20200930310000R85,2020/09,合并,季报,all,310000,R85
20190930440000G53,2019/09,合并,季报,all,440000,G53
20200630410000C13,2020/06,合并,半年报,all,410000,C13
20190630320000C20,2019/06,合并,半年报,all,320000,C20
20191231650000C13,2019/12,合并,年报,all,650000,C13
20200630330000C14,2020/06,合并,半年报,all,330000,C14
20190930430000N77,2019/09,合并,季报,all,430000,N77
20190930330000C26,2019/09,合并,季报,all,330000,C26
20190930360000G54,2019/09,合并,季报,all,360000,G54
20190331120000C35,2019/03,合并,季报,all,120000,C35
20200930430000O82,2020/09,合并,季报,all,430000,O82
20200930430000P82,2020/09,合并,季报,all,430000,P82
20200630510000I65,2020/06,合并,半年报,all,510000,I65
20190630310000C40,2019/06,合并,半年报,all,310000,C40
20190331210000C38,2019/03,合并,季报,all,210000,C38
20190930420000C41,2019/09,合并,季报,all,420000,C41
20190331130000A03,2019/03,合并,季报,all,130000,A03
20190930310000R87,2019/09,合并,季报,all,310000,R87
20190630340000C32,2019/06,合并,半年报,all,340000,C32
20200630220000G54,2020/06,合并,半年报,all,220000,G54
20190630210000C36,2019/06,合并,半年报,all,210000,C36
20200930210000A04,2020/09,合并,季报,all,210000,A04
20190930520000C37,2019/09,合并,季报,all,520000,C37
20200930430000M75,2020/09,合并,季报,all,430000,M75
20200930540000C27,2020/09,合并,季报,all,540000,C27
20200930450000R90,2020/09,合并,季报,all,450000,R90
20200930450000S90,2020/09,合并,季报,all,450000,S90
20190331140000C27,2019/03,合并,季报,all,140000,C27
20190630540000C15,2019/06,合并,半年报,all,540000,C15
20190630430000C36,2019/06,合并,半年报,all,430000,C36
20190630350000O82,2019/06,合并,半年报,all,350000,O82
20190630350000P82,2019/06,合并,半年报,all,350000,P82
20200930330000G55,2020/09,合并,季报,all,330000,G55
20200930430000A04,2020/09,合并,季报,all,430000,A04
20190930450000C14,2019/09,合并,季报,all,450000,C14
20200630450000C26,2020/06,合并,半年报,all,450000,C26
20200630500000C22,2020/06,合并,半年报,all,500000,C22
20190331430000C38,2019/03,合并,季报,all,430000,C38
20191231110000N77,2019/12,合并,年报,all,110000,N77
20200930440000C20,2020/09,合并,季报,all,440000,C20
20200930110000C18,2020/09,合并,季报,all,110000,C18
20200331450000C28,2020/03,合并,季报,all,450000,C28
20190630310000C311,2019/06,合并,半年报,all,310000,C31
20190630310000C31,2019/06,合并,半年报,all,310000,C31
20200630510000C14,2020/06,合并,半年报,all,510000,C14
20200930520000D44,2020/09,合并,季报,all,520000,D44
20200331140000G54,2020/03,合并,季报,all,140000,G54
20200630430000C34,2020/06,合并,半年报,all,430000,C34
20200930210000O82,2020/09,合并,季报,all,210000,O82
20200930210000P82,2020/09,合并,季报,all,210000,P82
20190630320000F51,2019/06,合并,半年报,all,320000,F51
20190930310000A01,2019/09,合并,季报,all,310000,A01
20191231110000O80,2019/12,合并,年报,all,110000,O80
20200930620000C29,2020/09,合并,季报,all,620000,C29
20200930320000I63,2020/09,合并,季报,all,320000,I63
20190930530000K70,2019/09,合并,季报,all,530000,K70
20200630230000C13,2020/06,合并,半年报,all,230000,C13
20200630340000C41,2020/06,合并,半年报,all,340000,C41
20200331350000D44,2020/03,合并,季报,all,350000,D44
20191231340000C23,2019/12,合并,年报,all,340000,C23
20190331360000C26,2019/03,合并,季报,all,360000,C26
20190630640000C34,2019/06,合并,半年报,all,640000,C34
20200331340000Q85,2020/03,合并,季报,all,340000,Q85
20200331340000R85,2020/03,合并,季报,all,340000,R85
20190331610000E48,2019/03,合并,季报,all,610000,E48
20200331420000C311,2020/03,合并,季报,all,420000,C31
20200331420000C31,2020/03,合并,季报,all,420000,C31
20190331440000C21,2019/03,合并,季报,all,440000,C21
20191231210000C27,2019/12,合并,年报,all,210000,C27
20190331230000C22,2019/03,合并,季报,all,230000,C22
20191231440000Q85,2019/12,合并,年报,all,440000,Q85
20191231440000R85,2019/12,合并,年报,all,440000,R85
20190331520000D45,2019/03,合并,季报,all,520000,D45
20200331510000C27,2020/03,合并,季报,all,510000,C27
20190930110000C27,2019/09,合并,季报,all,110000,C27
20200331440000C23,2020/03,合并,季报,all,440000,C23
20200630430000B09,2020/06,合并,半年报,all,430000,B09
20200630510000C29,2020/06,合并,半年报,all,510000,C29
20190630350000E48,2019/06,合并,半年报,all,350000,E48
20200930220000C28,2020/09,合并,季报,all,220000,C28
20190930360000J69,2019/09,合并,季报,all,360000,J69
20190630650000M73,2019/06,合并,半年报,all,650000,M73
20190630350000C39,2019/06,合并,半年报,all,350000,C39
20191231220000C36,2019/12,合并,年报,all,220000,C36
20191231350000I64,2019/12,合并,年报,all,350000,I64
20200331230000F51,2020/03,合并,季报,all,230000,F51
20200630430000N78,2020/06,合并,半年报,all,430000,N78
20200630330000C29,2020/06,合并,半年报,all,330000,C29
20200331440000F52,2020/03,合并,季报,all,440000,F52
20200630110000I64,2020/06,合并,半年报,all,110000,I64
20191231370000C32,2019/12,合并,年报,all,370000,C32
20200331330000C27,2020/03,合并,季报,all,330000,C27
20200930330000C19,2020/09,合并,季报,all,330000,C19
20200331310000R86,2020/03,合并,季报,all,310000,R86
20190331340000A01,2019/03,合并,季报,all,340000,A01
20191231460000G55,2019/12,合并,年报,all,460000,G55
20190331440000E50,2019/03,合并,季报,all,440000,E50
20190630130000C30,2019/06,合并,半年报,all,130000,C30
20200630520000C38,2020/06,合并,半年报,all,520000,C38
20190331530000A02,2019/03,合并,季报,all,530000,A02
20200630650000L71,2020/06,合并,半年报,all,650000,L71
20190331110000J68,2019/03,合并,季报,all,110000,J68
20200930210000C39,2020/09,合并,季报,all,210000,C39
20190930350000B09,2019/09,合并,季报,all,350000,B09
20200630310000R88,2020/06,合并,半年报,all,310000,R88
20200930140000C26,2020/09,合并,季报,all,140000,C26
20191231310000C20,2019/12,合并,年报,all,310000,C20
20190331540000C26,2019/03,合并,季报,all,540000,C26
20190331330000C25,2019/03,合并,季报,all,330000,C25
20191231530000F51,2019/12,合并,年报,all,530000,F51
20190630610000C37,2019/06,合并,半年报,all,610000,C37
20190331510000G54,2019/03,合并,季报,all,510000,G54
20190630110000J66,2019/06,合并,半年报,all,110000,J66
20200331520000C36,2020/03,合并,季报,all,520000,C36
20200331350000C35,2020/03,合并,季报,all,350000,C35
20191231640000F52,2019/12,合并,年报,all,640000,F52
20200630320000G55,2020/06,合并,半年报,all,320000,G55
20200331650000C35,2020/03,合并,季报,all,650000,C35
20190630440000C14,2019/06,合并,半年报,all,440000,C14
20190630340000D45,2019/06,合并,半年报,all,340000,D45
20200630370000C27,2020/06,合并,半年报,all,370000,C27
20200930440000C26,2020/09,合并,季报,all,440000,C26
20200930460000K70,2020/09,合并,季报,all,460000,K70
20190930650000B09,2019/09,合并,季报,all,650000,B09
20200630450000C20,2020/06,合并,半年报,all,450000,C20
20190331310000C39,2019/03,合并,季报,all,310000,C39
20200331370000C29,2020/03,合并,季报,all,370000,C29
20190630430000C30,2019/06,合并,半年报,all,430000,C30
20200930500000C14,2020/09,合并,季报,all,500000,C14
20190930230000C27,2019/09,合并,季报,all,230000,C27
20200630530000D44,2020/06,合并,半年报,all,530000,D44
20200331630000C27,2020/03,合并,季报,all,630000,C27
20191231120000B11,2019/12,合并,年报,all,120000,B11
20190630370000C25,2019/06,合并,半年报,all,370000,C25
20190630500000C26,2019/06,合并,半年报,all,500000,C26
20190331650000C37,2019/03,合并,季报,all,650000,C37
20200930420000C34,2020/09,合并,季报,all,420000,C34
20191231110000R86,2019/12,合并,年报,all,110000,R86
20190930330000F51,2019/09,合并,季报,all,330000,F51
20191231650000I64,2019/12,合并,年报,all,650000,I64
20200331440000C18,2020/03,合并,季报,all,440000,C18
20200630430000C32,2020/06,合并,半年报,all,430000,C32
20190630150000J68,2019/06,合并,半年报,all,150000,J68
20190930460000A03,2019/09,合并,季报,all,460000,A03
20200630210000C32,2020/06,合并,半年报,all,210000,C32
20200331110000F51,2020/03,合并,季报,all,110000,F51
20190630650000E48,2019/06,合并,半年报,all,650000,E48
20190630350000A02,2019/06,合并,半年报,all,350000,A02
20191231650000C15,2019/12,合并,年报,all,650000,C15
20190930330000C20,2019/09,合并,季报,all,330000,C20
20190930410000C27,2019/09,合并,季报,all,410000,C27
20200930420000D45,2020/09,合并,季报,all,420000,D45
20191231370000B09,2019/12,合并,年报,all,370000,B09
20190630320000C26,2019/06,合并,半年报,all,320000,C26
20200630310000D44,2020/06,合并,半年报,all,310000,D44
20190630370000G54,2019/06,合并,半年报,all,370000,G54
20200630340000C36,2020/06,合并,半年报,all,340000,C36
20200630440000J67,2020/06,合并,半年报,all,440000,J67
20200930330000C22,2020/09,合并,季报,all,330000,C22
20200930130000C39,2020/09,合并,季报,all,130000,C39
20190630330000B10,2019/06,合并,半年报,all,330000,B10
20200331370000G58,2020/03,合并,季报,all,370000,G58
20190630210000C30,2019/06,合并,半年报,all,210000,C30
20190331110000G53,2019/03,合并,季报,all,110000,G53
20190930350000C32,2019/09,合并,季报,all,350000,C32
20190930650000N78,2019/09,合并,季报,all,650000,N78
20200930230000G54,2020/09,合并,季报,all,230000,G54
20190930370000I64,2019/09,合并,季报,all,370000,I64
20190930500000J67,2019/09,合并,季报,all,500000,J67
20190630340000C34,2019/06,合并,半年报,all,340000,C34
20191231440000C38,2019/12,合并,年报,all,440000,C38
20191231340000J69,2019/12,合并,年报,all,340000,J69
20200630440000R90,2020/06,合并,半年报,all,440000,R90
20200630440000S90,2020/06,合并,半年报,all,440000,S90
20190930340000C39,2019/09,合并,季报,all,340000,C39
20190930440000J68,2019/09,合并,季报,all,440000,J68
20190331430000Q85,2019/03,合并,季报,all,430000,Q85
20190331430000R85,2019/03,合并,季报,all,430000,R85
20190930110000E50,2019/09,合并,季报,all,110000,E50
20200930320000C29,2020/09,合并,季报,all,320000,C29
20200930420000N78,2020/09,合并,季报,all,420000,N78
20191231500000C37,2019/12,合并,年报,all,500000,C37
20190331350000C311,2019/03,合并,季报,all,350000,C31
20190331350000C31,2019/03,合并,季报,all,350000,C31
20190331220000I63,2019/03,合并,季报,all,220000,I63
20200630110000H62,2020/06,合并,半年报,all,110000,H62
20200331340000A05,2020/03,合并,季报,all,340000,A05
20190331370000J67,2019/03,合并,季报,all,370000,J67
20190331500000I64,2019/03,合并,季报,all,500000,I64
20191231220000C30,2019/12,合并,年报,all,220000,C30
20190331310000O82,2019/03,合并,季报,all,310000,O82
20190331310000P82,2019/03,合并,季报,all,310000,P82
20190930130000B06,2019/09,合并,季报,all,130000,B06
20200331410000C26,2020/03,合并,季报,all,410000,C26
20190331420000D44,2019/03,合并,季报,all,420000,D44
20200331350000C33,2020/03,合并,季报,all,350000,C33
20200630320000C19,2020/06,合并,半年报,all,320000,C19
20191231340000G54,2019/12,合并,年报,all,340000,G54
20190331130000C38,2019/03,合并,季报,all,130000,C38
20191231310000C26,2019/12,合并,年报,all,310000,C26
20191231330000K70,2019/12,合并,年报,all,330000,K70
20200331420000D46,2020/03,合并,季报,all,420000,D46
20200331320000C17,2020/03,合并,季报,all,320000,C17
20190331370000R90,2019/03,合并,季报,all,370000,R90
20190331370000S90,2019/03,合并,季报,all,370000,S90
20190630130000C36,2019/06,合并,半年报,all,130000,C36
20200331370000I65,2020/03,合并,季报,all,370000,I65
20200331500000J66,2020/03,合并,季报,all,500000,J66
20200331370000C14,2020/03,合并,季报,all,370000,C14
20190331440000C27,2019/03,合并,季报,all,440000,C27
20200331320000J66,2020/03,合并,季报,all,320000,J66
20190331310000A04,2019/03,合并,季报,all,310000,A04
20190331430000A03,2019/03,合并,季报,all,430000,A03
